question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to this unit's general rules, how often should you save your document while working?","Only once, at the very end",At least once every 15 minutes,Every hour,"Never, unless closing the program",B,"General rules for saving include: save at least once every 15 minutes, save before printing, and save before spell-checking.",4
Which shortcut key combination applies Bold formatting?,[Ctrl] + B,[Ctrl] + I,[Ctrl] + U,[Ctrl] + F,A,[Ctrl] + B applies Bold; [Ctrl] + I applies Italic; [Ctrl] + U applies Underline.,4
"Formatting buttons like Bold, Italic, and Underline are described as being what type of button?",Radio buttons,Toggle buttons -- the same button turns the format on and off,One-time-use buttons,Disabled by default,B,"Some formatting buttons are toggles -- the same button is used to turn a formatting feature 'on' and 'off', e.g. bold, italic, underline.",4
This unit lists four paragraph alignment options. Which of the following is one of them?,Justified,Diagonal,Rotated,Curved,A,"The four alignment options are Left, Center, Right, and Justified.",4
"Which alignment option is the default paragraph-alignment setting in Word, where text is aligned along the left indent with a ragged right side?",Center,Right,Left,Justified,C,Left alignment is the default paragraph-alignment setting; the right side of the paragraph appears ragged.,4
"According to this unit, is the spelling checker a substitute for proofreading?","Yes, entirely","No -- it is no substitute for proofreading, but can help create and edit documents",It replaces proofreading only for short documents,The unit does not address this,B,"Although a spelling checker is no substitute for proofreading, it can be used to help create and edit documents.",4
A spreadsheet consists of information written in tabular form. A series of data depicted horizontally is called a:,Column,Row,Cell,Range,B,"A series of data depicted horizontally is called a 'row', while data depicted vertically is called a 'column'.",4
"According to this unit, what is a key limitation of a 'paper spreadsheet' compared to an electronic one?",Paper spreadsheets are more colourful,Paper spreadsheets are static -- changing one number requires manually redoing dependent calculations,Paper spreadsheets are faster to calculate,There is no difference between them,B,"Paper spreadsheets are static; if a raw number changes, all dependent calculations must be redone manually, causing a domino effect of errors if missed.",4
"An Excel file, which can contain multiple worksheets, is called a:",Workbook,Workspace,Worksheet only,Database,A,"An Excel file, called a workbook, can contain worksheets. The default workbook contains 3 worksheets (Sheet1 through Sheet3).",4
"In an Excel worksheet, the intersection of a column and a row is called a:",Range,Cell,Field,Node,B,"A cell is the intersection of a column and a row; cells are named by their column and row location, e.g. A1.",4
"By default, how is text aligned when entered into an Excel cell?",Right aligned,Center aligned,Left aligned,Justified,C,"By default, text is left aligned in the cell, while numeric entries and calculated results are right aligned.",4
"To change an entry before it is entered into an Excel cell, which key clears the entire entry?",[Backspace],[Esc],[Delete],[Tab],B,Pressing [Esc] (or clicking the Cancel button in the formula bar) clears the entire entry before it is entered into a cell.,4
"In Excel, formulas are created by preceding the expression with which symbol?",A dollar sign ($),An equal sign (=),An asterisk (*),A hash sign (#),B,"In Excel, you create formulas by preceding the expression with an equal sign (=), e.g. =B1+B2.",4
Which symbol is used in Excel to indicate exponentiation (raising a number to a power)?,The percent sign (%),The caret symbol (^),The ampersand (&),The pound sign (#),B,"The caret (^) symbol is used to indicate exponentiation; for example, 10^2 equals 100.",4
Which keyboard shortcut reverses your last action in Excel (Undo)?,[Ctrl] + Z,[Ctrl] + Y,[Ctrl] + X,[Ctrl] + U,A,"The speed key combination [Ctrl] + Z has the same effect as clicking the Undo button, reversing the last action.",4
"According to this unit, applying formatting to a number in Excel (e.g. changing 10 to R10) changes:","Only the number's appearance, not its underlying value",Both the appearance and the underlying value,"Only the underlying value, not the appearance",Neither the appearance nor the value,A,"Applying a format changes only the appearance of a number, not its value.",4
"When a column is too narrow to display a formatted number, Excel displays a series of what symbols in the cell?",Question marks (?????),Number signs / hash symbols (#####),Asterisks (*****),Dollar signs ($$$$$),B,"When numeric data is too wide for a manually-set column width, number signs (hash symbols, #####) are displayed in the cell.",4
"By default, are text entries and numeric entries aligned the same way in an Excel cell?","Yes, both are centered by default","No -- text is left aligned by default, while numbers/calculated results are right aligned","Yes, both are right aligned by default",Alignment is random,B,"By default, text entries are left aligned while numeric entries and calculated results are right aligned.",4
Which function key can be used to quickly create a default column chart from selected data in Excel?,[F5],[F9],[F11],[F2],C,Pressing [F11] after selecting a data range creates a chart using Excel's default chart format (a column chart with a legend).,4
A chart symbol that represents a single data point on a chart is called a:,Data marker,Gridline,Legend,Category label,A,"A data marker is a chart symbol that represents a single data point, which can be displayed as a bar, column, line, pie slice, or other shape.",4
"The vertical axis on a chart, against which values for data points are plotted, is also known as the:",X-axis (category axis),Y-axis (value axis),Z-axis,Gridline axis,B,"The value axis is typically the vertical axis on a chart, also known as the y-axis, against which values for data points are plotted.",4
"To create a chart from non-adjacent data on a worksheet, you select the first range, then hold which key while selecting the second range?",[Alt],[Shift],[Ctrl],[Tab],C,"To select non-adjacent data, select the first range, then press the [Ctrl] key while selecting the second range, then press [F11].",4
"A chart that is displayed on the same sheet as the worksheet data, rather than on a separate chart sheet, is called a(n):",Chart sheet,Embedded chart,Linked chart,Detached chart,B,"An embedded chart is displayed on the same sheet as the worksheet, allowing you to print a chart and its data together on the same page.",4
"According to this unit, when you change a worksheet value that a chart is based on, what happens to the chart?",Nothing -- the chart must be manually redrawn,"The chart data point updates automatically, because Excel creates an active link between them",The entire chart is deleted,"Only chart sheets update, embedded charts do not",B,"Excel creates an active link between worksheet values and chart data points; when a worksheet value changes, the linked chart data point updates automatically.",4
"According to this unit, how many different chart types does Excel provide via the Chart Type button drop-down menu?",4,10,18,50,C,A drop-down menu including buttons for 18 different chart types is displayed when you click the arrow next to the Chart Type button.,4
"The Format Plot Area dialog box, used to format the gray background behind a chart, contains how many tabs?",Only one tab (Patterns),Three tabs,Five tabs,No tabs,A,"The Format Plot Area dialog box contains a single tab, namely the Pattern tab, only.",4
PowerPoint is an application program used to create:,Spreadsheets,Presentations,Databases,Only text documents,B,"PowerPoint is an application program used to create presentations, delivered via slides, transparencies, or automated shows.",4
Which function key is used to run (start) a slide show in PowerPoint?,[F5],[F9],[F11],[F1],A,"To run a slide show, press [F5].",4
"To end a slide show while it is running, which key do you press?",[Enter],[Esc],[Tab],[Backspace],B,"To end a slide show, press [Esc].",4
PowerPoint provides five working environments/views. Which of the following is one of them?,Slide Sorter view,Print Preview view only,Database view,Spreadsheet view,A,"The five views are Normal, Outline, Slide, Slide Sorter, and Slide Show.",4
"According to the design tips in this unit, how many lines of text should a landscape-mode slide be limited to at maximum?",3 lines,6 lines,12 lines,20 lines,B,"A slide in landscape mode should be limited to a maximum of 6 lines of text, with a maximum of 8 words per line.",4
The AutoShapes button in PowerPoint provides access to how many shapes?,Over 150 shapes,Only 10 shapes,Exactly 25 shapes,Only circles and squares,A,"The AutoShapes button provides access to over 150 shapes, displayed via a pop-up menu with nine choices.",4
"The toolbar that lets you add special text effects (curved, slanted, or circular text) to a PowerPoint presentation is called the:",Drawing toolbar,WordArt toolbar,Outlining toolbar,Formatting toolbar,B,"The WordArt toolbar lets you add special effects to text, such as circular, slanted, and curved shapes.",4
"According to this unit, what happens when you press the [Tab] key while positioned at the beginning of a line?",Nothing happens,"The insertion point moves to the next preset tab stop, indenting the text",The document closes automatically,It deletes the previous word,B,"Pressing [Tab] inserts a tab character and moves the insertion point to the next tab stop, commonly used to indent the first line of a paragraph.",4
"Which mouse action, according to this unit, selects an entire sentence in Word?",Single click,Double click,[Ctrl] + click anywhere in the sentence,Right-click and drag,C,Holding [Ctrl] and clicking anywhere within a sentence selects the entire sentence.,4
Which shortcut key combination applies Underline formatting to selected text?,[Ctrl] + U,[Ctrl] + N,[Ctrl] + L,[Ctrl] + O,A,[Ctrl] + U applies Underline formatting to selected text.,4
"According to this unit, which alignment centers each line of a paragraph between the left and right margins?",Left alignment,Center alignment,Right alignment,Justified alignment,B,Center alignment centers each line of text evenly between the left and right margins.,4
"According to this unit, pressing which key after typing an entry moves the insertion point down one cell in Excel?",[Tab],[Enter],[Esc],[Shift],B,Pressing [Enter] after typing an entry confirms it and moves the insertion point down to the next cell.,4
"According to this unit, what is the fastest way to widen an Excel column just enough to fit its widest entry?",Manually typing a width value only,"Double-clicking the column border, which auto-fits the column to its widest entry",There is no way to auto-fit a column,Restarting Excel,B,Double-clicking the right border of a column heading automatically widens the column to fit its widest entry.,4
"According to this unit, can chart formatting (colours, fonts, borders) be changed after a chart has already been created?","No, formatting is fixed at creation",Yes -- Excel provides features to format an existing chart's appearance,Only the chart title can ever be changed,"Only in chart sheets, never embedded charts",B,"Excel provides features that allow you to format an existing chart's appearance, including colours, fonts, and borders, after creation.",4
