"question_text","option_a","option_b","option_c","option_d","correct_option","explanation","module"
"Political Science can be broadly grouped into which two divisions?","Domestic politics and foreign politics","Ancient politics and modern politics","Written politics and unwritten politics","Political theory (normative) and political organization (empirical)","D","The source states that Political Science can be broadly grouped into two divisions: political theory, otherwise known as the normative aspect, and political organization, otherwise known as empirical studies, which focuses on the organization of government.","1"
"As an approach, Political Economy is described in the source as being founded on which theory?","Weber's theory of legitimate authority","The Marxist theory of dialectical materialism (economic determinism)","Easton's general systems theory","Wheare's theory of federalism","B","The source states that as an approach or methodology, Political Economy is founded on the Marxist theory of dialectical materialism (economic determinism), which argues that the substructure (economy) determines the superstructure (socio-political system) of any state.","1"
"According to the source, science is best described as a branch of knowledge or study dealing with which of the following?","A body of facts or truths systematically arranged and showing the operation of general laws","Opinions held by the majority of educated people in a society","The moral rules that govern right and wrong conduct","Records of past events preserved in written documents","A","The source defines science as a branch of knowledge or study dealing with a body of facts or truths systematically arranged and showing the operation of general laws.","1"
"Which of the following is NOT listed in the source as a characteristic that any scientific discipline must possess?","The capacity to generalise and make predictions","The possibility of verification of the data and generalisations","An agreement on methods","Guaranteed government funding for all research projects","D","The source lists five characteristics of a scientific discipline: consistent, concise and connected formulation; capacity to generalise and predict; possibility of verification; agreement on methods; and adequate training of those engaged in scientific work. Government funding is not among them.","1"
"Political Science is classified as a social science discipline principally because it does which of the following?","Deals with human beings rather than with matter","Studies matter, atoms and molecules","Uses laboratory equipment in controlled conditions","Produces results with universal validity","A","The source states that Political Science is a social science discipline because it deals with human beings, unlike the natural or physical sciences which deal with matter, atoms and molecules.","1"
"Professor Seeley described the relationship between Political Science and History in which of the following terms?","History is the fruit of Political Science and Political Science is the root of History","Both disciplines are entirely independent of each other","Political Science is the fruit of history and History is the root of Political Science","History is a branch of Political Science with no separate identity","C","The source quotes Professor Seeley as saying that Political Science is the fruit of history and History is the root of Political Science.","1"
"In the source, which discipline is described as 'the laboratory of Political Science'?","Economics","Sociology","Geography","History","D","The source states that History is usually regarded as the laboratory of Political Science, since Political Science relies on it to build hypotheses and formulate theories.","1"
"Russell Kirk, a foremost critic of the science of politics, argued which of the following about human beings?","They behave with the same regularity as atoms and molecules","They are the least controllable, verifiable, law-obeying and predictable of subjects","They cannot be studied by any academic discipline at all","They always act in their own rational economic self-interest","B","The source quotes Russell Kirk's argument that human beings are the least controllable, verifiable, law-obeying and predictable of subjects -- an argument resting on the presence of freedom in politics.","1"
"Isaac Disraeli defined politics as which of the following?","The authoritative allocation of values","The master science of human affairs","The memories of societies","The art of governing mankind by deceiving them","D","The source cites Isaac Disraeli's definition of politics as the art of governing mankind by deceiving them, a view it says many rulers in Africa often adopt.","1"
"Harold Lasswell described a politician as which of the following?","A person with private motives, translated into public objects and rationalised as being in the public interest","A servant of the general will of the people","A person divinely appointed to rule over others","A neutral administrator of established laws","A","The source records that Lasswell, departing from his popular definition of politics, described a politician as a person with private motives, translated into public objects and rationalised as being in the public interest.","1"
"The utilitarian doctrine that best illustrates the union of ethics and politics, prescribing 'the greatest happiness of the greatest numbers' as the purpose of government, is associated with which thinker?","E. H. Carr","Max Weber","Halford Mackinder","Jeremy Bentham","D","The source attributes to Jeremy Bentham the utilitarian doctrine prescribing the greatest happiness of the greatest numbers as the purpose of government, illustrating the union of ethics and politics.","1"
"The term 'geo-politics', explaining the interaction of politics and human geography, was coined by which scholars?","Alfred Thayer and Sir Halford Mackinder","David Easton and Robert Dahl","Mosca and Pareto","Plato and Aristotle","A","The source credits Alfred Thayer and Sir Halford Mackinder with coining the term geo-politics to explain the interaction of politics and human geography, stressing the deterministic relationship between a country's geographical endowments and its foreign policy.","1"
"Which conceptual framework did Political Science borrow from Sociology, according to the source?","Centripetal and centrifugal forces","Structural functionalism","Systems analysis","Dialectical materialism","B","The source states that just as Political Science borrowed centripetal and centrifugal forces from physics and systems analysis from biology, it took structural functionalism from sociology, a framework particularly relevant to comparative political analysis.","1"
"Which of the following is given in the source as a contrast between the social sciences and the natural sciences?","The social sciences use scientific methods while the natural sciences do not","The social sciences have uniform, standard concepts while the natural sciences do not","The natural sciences have universal validity of results and prediction, while the social sciences do not","The natural sciences are affected by sentiments, habits and moods while the social sciences are not","C","The source's comparison table records that the natural sciences have universal validity of results and prediction, whereas in the social sciences there is no certainty or universal validity of results.","1"
"According to Rodee and others, the term 'political science' can be traced to which French political philosopher and lawyer, who termed the study of politics 'Science Politique'?","Montesquieu (1689-1755)","Jean-Jacques Rousseau","Jean Bodin (1530-1596)","Auguste Comte","C","The source states that Rodee and others traced the term political science to Jean Bodin (1530-1596), a French political philosopher and lawyer who termed the study of politics 'Science Politique'.","1"
"Montesquieu argued that all functions of government could be encompassed within which categories?","Taxation, defence and diplomacy","Monarchy, aristocracy and democracy","Power, authority and legitimacy","Legislation, execution and the adjudication of law","D","The source records Montesquieu's argument that all functions of government could be encompassed within the categories of legislation, execution and the adjudication of law.","1"
"Who is identified in the source as the first political scientist known to have analysed information systematically?","Plato","Niccolo Machiavelli","Thomas Hobbes","Aristotle","D","The source states that the first political scientist known to have analysed information systematically was the Greek philosopher Aristotle, who compared the constitutions of Greek city-states during the 4th century B.C.","1"
"In 19th century Germany, academics developed a systematic science to provide useful information to governments. What was it called?","Realpolitik","Science Politique","Staatlehre","Weltanschauung","C","The source states that in the 19th century, German academics developed a systematic science called 'Staatlehre' to provide useful information to governments.","1"
"Who was the first Professor of Political Science in the United States, and where and when was he appointed?","David Easton, at the University of Chicago in 1930","Francis Lieber, at Columbia College in 1857","Arthur Bentley, at Harvard University in 1908","Robert Dahl, at Yale University in 1945","B","The source records that the first Professor of Political Science in the United States was the German emigre Francis Lieber, appointed Chairman of Political Science at Columbia College (now Columbia University) in New York City in 1857.","1"
"The Chicago school is described in the source as the forerunner of which development?","The doctrine of the separation of powers","The social contract tradition","The behavioural revolution of the 1950s","The theory of proportional representation","C","The source states that the Chicago school was the forerunner of what became known as the behavioural revolution of the 1950s, which influenced political science during the last half of the 20th century.","1"
"The interdisciplinary perspective of the behavioural approach is traced in the source to the 1908 publication of which two books?","The Prince and Leviathan","A Grammar of Politics and Modern Political Analysis","Human Nature in Politics by Graham Wallas and The Process of Government by Arthur Bentley","Politics and The Republic","C","The source traces the interdisciplinary perspective of the behavioural approach to the 1908 publication of Human Nature in Politics by Graham Wallas and The Process of Government by Arthur Bentley.","1"
"Who is identified in the source as both a major founder of the behavioural revolution and the spearhead of the post-behavioural movement?","Gabriel Almond","Karl Deutsch","David Truman","David Easton","D","The source names David Easton as the major founder of the idea of behavioural revolution, and also states that the revisionist post-behavioural movement was spearheaded by David Easton.","1"
"The rallying argument of the post-behaviouralists, according to Varma, is best captured in which phrase?","Power corrupts and absolute power corrupts absolutely","The end justifies the means","Knowledge must be put to work","Man is by nature a political animal","C","The source quotes the post-behaviouralist argument that 'knowledge must be put to work' -- that is, it is not only what you know but what you do with what you know.","1"
"Which of the following is one of the four pillars of the post-behavioural approach identified in the source?","That value-neutrality must be strictly preserved in all political research","That the study of politics must be people-centred and guided by values of justice, equality and freedom","That the techniques of research should be given greater primacy than the substance of investigation","That political science should confine itself to the study of Western democracies","B","The source lists as the fourth pillar that the study of politics must be people-centred and guided by positive and progressive values of justice, equality and freedom, adding that value-neutrality in politics is not only a myth but should be discouraged.","1"
"Which of the following is NOT one of the generally recognised methods of Political Science listed in the source?","Historical method","Theological method","Observational method","Comparative method","B","The source lists six generally recognised methods of political science: historical, observational, experimental, comparative, philosophical and legal. A theological method is not among them.","1"
"Auguste Comte argued which of the following in support of the experimental method in politics?","That laboratory-controlled experiments are fully possible in political science","That every political change, whether conscious or otherwise, is a sort of experiment","That political experiments should be banned as dangerous to society","That only natural scientists are qualified to conduct experiments","B","The source cites Auguste Comte's argument that every political change, whether conscious or otherwise, is a sort of experiment -- every new policy, law or structural change being tentative or provisional.","1"
"Which of the following works is cited in the source as an example of the legal method or approach?","Jean Bodin's Doctrine of Sovereignty","Graham Wallas's Human Nature in Politics","Samuel Huntington's Political Order in Changing Society","Karl Marx's theory of dialectical materialism","A","The source gives Jean Bodin's Doctrine of Sovereignty, J. Rawls's A Theory of Justice and J. S. Mill's On Liberty as examples of works based on the legal approach.","1"
"A. V. Dicey explained a constitution as a document possessing which quality?","Absolute flexibility in amendment","Purely symbolic and ceremonial value","Temporary and provisional authority","A special legal sanctity","D","The source states that A. V. Dicey explained a constitution as meant to be a document having a special legal sanctity.","1"
"Austin Ranney defined a constitution as which of the following?","A single written document ratified by a national referendum","The whole body of fundamental rules, written or unwritten, legal and extra-legal, according to which a particular government operates","A set of moral principles binding only on the ruler","The collected judgments of a country's supreme court","B","The source cites Austin Ranney's definition of a constitution as the whole body of fundamental rules, written or unwritten, legal and extra legal, according to which a particular government operates.","1"
"Constitutionalism, as explained in the source, is essentially concerned with which of the following?","Ensuring that the ruler's personal will prevails over written rules","Guaranteeing that every country adopts a codified written document","Increasing the powers of the executive over the legislature","The rule of law, so that government operates according to agreed procedures rather than the rule of men","D","The source states that constitutionalism deals with the rule of law -- a government set up by a constitution should conduct itself in accordance with the rule of law and not the rule of men, operating according to agreed procedures.","1"
"W. G. Andrew observed that under a constitutional government, which of the following holds true?","Power is unlimited and procedure is optional","Power is inherited and procedure is customary","Power is proscribed and procedure prescribed","Power is divine and procedure is sacred","C","The source quotes W. G. Andrew's observation that under a constitutional government, power is proscribed and procedure prescribed -- describing constitutional government as the antithesis of dictatorship.","1"
"Constitutionalism is also based on the principle of shared power, which exists when which of the following occurs?","The head of state delegates all authority to a single deputy","Political parties agree to share cabinet posts equally","The central government transfers all its powers to local councils","Several independent power-holders or state organs participate in the exercise of political power, subject to reciprocal control","D","Following S. N. Ray, the source explains that shared power exists when several independent power-holders or state organs participate in the exercise of political power, and the power assigned to each organ is subject to reciprocal control.","1"
"In a written constitution, the preamble is best described as which of the following?","A statement of the essence, goals, aspirations and vision of the people, otherwise known as the spirit of the constitution","A list of the fundamental human rights of citizens","The schedule setting out the powers of each tier of government","The procedure for amending the document","A","The source describes the preamble as a statement expressing the essence, goals, aspirations and vision of the people of the country, otherwise known as the spirit of the constitution.","1"
"Which of the following is listed in the source as a source of Britain's unwritten constitution?","The Philadelphia Convention","The Nigerian Constituent Assembly","The Magna Carta of 1215","The Treaty of Versailles","C","The source lists the sources of the unwritten constitution as statutes such as the Magna Carta (1215), Petition of Right (1628), Bill of Rights (1689), Reform Act (1832) and Parliamentary Act (1911), together with common law, case law, conventions or customs, and judicial decisions.","1"
"A flexible constitution is one whose fundamental laws can be changed in which manner?","By simple majority votes of members of Parliament, using the same procedure as for ordinary laws","Only by a national referendum of all eligible voters","Only with the consent of two-thirds of the states in a federation","Only by the head of state acting alone","A","The source defines flexible constitutions as those whose fundamental laws can be changed or amended by simple majority votes of members of Parliament, by the same procedures used in passing ordinary laws.","1"
"Which country is used in the source to show that a constitution can be written and flexible at the same time?","Nigeria","Canada","New Zealand","Australia","C","The source states that flexible constitutions may or may not be written, and that it is possible to have a written constitution that is at the same time flexible, as shown in the case of New Zealand.","1"
"Under the Nigerian Constitution, an amendment requires the concurrence of which of the following?","A simple majority of the Senate alone","The approval of the President and the Council of State only","A unanimous vote of all thirty-six state governors","A two-thirds majority of all members of the National Assembly, approved by resolution of the Houses of Assembly of not less than two-thirds of the states","D","The source states that the Nigerian Constitution can only be amended with the concurrence of a two-thirds majority of all members of the National Assembly, and approved by resolution of the Houses of Assembly of not less than two-thirds of all the states in the federation.","1"
"In a unitary constitution, the relationship between the central government and other levels of government is best described as which of the following?","The central and regional governments are coordinate and equal","The component units retain the right to secede at any time","The central government is supreme, and the lower units are created by, and subordinate to, the centre","Sovereignty is exercised from many independent sources","C","The source explains that a government is unitary when the national or central government is supreme over other levels of government; those units are created by the centre, owe their existence to it, and are subordinate to it, with sovereignty exercised from one source only.","1"
"Kenneth Wheare (1963) defined federalism as a constitutional arrangement in which which of the following is true?","The central government may overrule regional governments at will","Neither the central nor the regional governments are subordinate to each other; the two levels are coordinate and equal","The regional governments dominate a deliberately weak centre","All powers are concentrated in a single visible sovereign authority","B","The source quotes Kenneth Wheare's definition of federalism as a constitutional arrangement in which neither the central nor regional governments are subordinate to each other, but rather the two levels of government are coordinate and equal.","1"
"According to Wheare, which condition helps a federal constitution to succeed?","The component units must be fairly equal in size and population, to prevent one from dominating the others","The component units must share a single language and religion","The central government must control all natural resources","The federation must have no more than three component units","A","The source records Wheare's condition that the component units must be fairly equal in size and population, so as to prevent one unit, or a combination of two or more units, from dominating the entire federation.","1"
"Under Nigeria's legislative lists, which level of government may legislate on items in the Concurrent Legislative List?","The Federal Government only","The Local Government Councils only","The State governments only","Both the Federal and State governments","D","The source states that the Federal Government legislates on all items under the Exclusive List, both the Federal and State governments can legislate on every item under the Concurrent Legislative List, and residual powers cover items not listed under the two lists.","1"
"Which of the following is a distinguishing feature of a confederal constitution?","The component states retain the right to secede and the central authority is weak","The component states lose their separate identity on joining","The central government is strong while the units are weak","The constitution is necessarily rigid and difficult to amend","A","The source lists among the features of a confederal constitution that the states do not lose their separate identity and retain the right to secede, supreme power belongs to the coordinate states, the constitution may not be rigid, and the central authority is weak while the confederal units are strong.","1"
"The source identifies which of the following as the major disadvantage of federalism?","It always leads to the secession of component units","It is expensive to run because of the duplication of government departments","It prevents the judiciary from functioning independently","It makes constitutional amendment impossible","B","The source states that federalism's major disadvantage is that it is expensive to run because of the duplication of government departments, even while it encourages unity in diversity.","1"
"A constitution is sometimes referred to as a nation's 'grund norm' because of which of the following?","It is the most important document in the political system, from which other laws draw their strength","It is the oldest document in the country's history","It can never be amended once adopted","It is written in a foreign language for legal precision","A","The source describes the constitution as without doubt the most important document in any political system, sometimes referred to as the grund norm, and as the supreme law from which other legislations or enactments draw their strength.","1"
