question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to the course material's discussion of extreme cases of intended violence per Galtung's framework, ""genocide"" is defined as direct, terminal violence against:",An entire people,A single individual only,Only non-human animal populations,Only inanimate structures or buildings,A,"Among the extreme cases of intended violence identified are ecocide (violence against nature), suicide (against self), homicide (against another), and genocide, defined as direct, terminal violence against an entire people.",3
"According to Richmond (n.d.), cited in the course material, the Westphalian concept of security represents the first paradigm in the conceptualisation of security, branding security as a:","Zero-sum game, where the gain of one country meant a loss for another",Positive-sum game benefiting all parties equally,Concept entirely unrelated to international relations,"A purely economic, non-political concept",A,"Richmond (n.d.) reveals that the Westphalian concept of security, the first paradigm in security conceptualisation, branded security as a zero-sum game, in which the gain of a country meant a loss for another country.",3
"According to Schwarz (2005), cited in the course material, there are two popular notions of human security in international debates: freedom from fear and:",Freedom from want,Freedom from all forms of taxation,Freedom from international travel restrictions only,Freedom from religious observance,A,"Schwarz (2005) identifies two popular notions of human security: freedom from fear (narrower, focused on individual security threats) and freedom from want (broader, encompassing development and environmental scarcity issues).",3
"According to Denov (2006), cited in the course material, the United Nations Commission on Human Security proposes two general security strategies for post-conflict settings: protection and:",Empowerment,Isolation,Suppression,Elimination,A,"According to Denov (2006), the UN Commission on Human Security proposes two general strategies: protection (developing norms/institutions to address insecurities) and empowerment (helping people become full participants in decision-making).",3
"According to the course material's analysis of state responses to post-conflict communities in Nigeria, the five categories of response identified (per SCA 2003) are political, social, economic, security, and:",Relief,"International, applicable only to foreign nations","Digital, applicable only to online communication","Religious, applicable only to faith-based organisations",A,"The five categories of state response to post-conflict communities in Nigeria identified by SCA (2003) are political, social, economic, security, and relief responses.",3
"According to the course material, the debate over when to start peace building operations produced two schools of thought: the 'gradualists', who argue peace building should be the last step after political settlement, and the:","'Synergists', who argue peace building should be part of preventive diplomacy before conflict escalation","'Isolationists', who argue no external party should ever be involved","'Militarists', who argue only armed intervention can achieve peace","'Pacifists', who argue no form of intervention should ever occur",A,"The 'gradualists' argue peace building should follow political settlement (after peacemaking, peacekeeping, and enforcement), while the 'synergists' argue it should be part of preventive diplomacy undertaken before conflict escalation.",3
"According to the course material, Track Two diplomacy has three objectives, including reducing or resolving conflict by improving communication, and decreasing tension, anger, fear, or misunderstanding by humanizing:","""The face of the enemy""",Only the diplomats' own personal reputations,Exclusively the economic statistics of a nation,The physical infrastructure of a conflict zone,A,"One of Track Two diplomacy's three objectives is to decrease tension, anger, fear, or misunderstanding by humanizing ""the face of the enemy"" and giving people direct personal experience of one another.",3
"According to the course material's discussion of theories of violence, D.W. Winnicott, a neo-Kleinian psychoanalytic theorist, claimed that with ""good enough mothering"", an infant's proclivities toward aggression could be:",Modified,Permanently and completely eliminated with no possibility of any aggression,Instantly transformed into criminal behaviour,Rendered entirely irrelevant to adult behaviour,A,"Winnicott claimed that with ""good enough mothering"", infants' proclivities toward aggression could be modified, while without a nurturing environment, children are at risk of developing pathological, destructive behaviours.",3
"According to Thomas Hobbes, cited in the course material's discussion of violence theories, having assessed the blood-letting of the English civil war, he concluded there was a general inclination of all mankind toward:",A perpetual and restless desire for power after power that ceaseth only in death,Complete and lasting peace with no further conflict,A universal preference for democratic governance,An instinctive desire to avoid all forms of authority,A,"Hobbes, reflecting on the English civil war, concluded there was ""a general inclination of all mankind, a perpetual and restless desire for power after power that ceaseth only in death,"" reflecting a pessimistic view of human nature.",3
"According to the course material's discussion of Galtung's forms of violence, ""cultural"" violence serves to legitimise direct and structural violence, motivating actors to commit direct violence or to commit counteracting structural violence, and can be either:",Intended or unintended,"Only ever intended, never unintended","Only ever unintended, never intended","Neither intended nor unintended, existing outside of human agency",A,"Cultural violence, per Galtung's framework, serves to legitimise direct and structural violence, motivating actors toward violent action, and can be either intended or unintended in its effect.",3
