question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
Which of the following is listed as a social issue of interest to Sociology?,Photosynthesis,Terrorism,Plate tectonics,Quantum mechanics,B,"Terrorism, along with rape, armed robbery, AIDS/HIV, prostitution, and war, is listed among the social issues of great interest to Sociology.",1
The survey method in sociological research typically involves:,Analysing old government archives only,"Gathering information directly from a sample of respondents, e.g. through questionnaires or interviews",Pretending to be a group member for years,Performing a chemistry experiment,B,"The survey is one of the major scientific tools of sociological research, gathering information directly from a sample of respondents.",1
Who conducted the influential study 'Social Structure' examining the family across 250 societies?,Max Weber,George Peter Murdock,Emile Durkheim,Karl Marx,B,George Peter Murdock (1949) studied a sample of 250 societies and concluded that the family is a universal institution.,1
"Which type of family consists of a man, his wife, and children, and is also known as the elementary family?",Extended family,Nuclear family,Polygamous family,Matrilineal family,B,"The nuclear family (also called the elementary family) consists of a man, his wife, and children, common in Euro-American societies and increasingly in Nigeria.",1
An extended family is best described as:,A single man with two or more wives,"Two or more nuclear families joined together, such as a man's family joined to his father's family",A married couple with no children,A family unit found only in urban areas,B,"An extended family consists of two or more nuclear families, such as a man's conjugal family joined to his father's family.",1
A family arrangement in which a man is married to more than one wife is called:,Monogamous family,Nuclear family,Polygamous family,Conjugal family,C,A polygamous family is one where a man is married to more than one wife.,1
"According to Murdock, the family performs four basic functions in all societies. Which of the following is NOT one of them?",Sexual,Reproductive,Economic,Judicial,D,"Murdock identified four universal family functions: sexual, reproductive, economic, and educational (socialisation) -- not judicial.",1
"In the traditional family structure described in this unit, whose role is it to ensure the family's protection and physical well-being?",The mother's,The eldest child's,The father's,The extended relatives',C,"The father is described as the leader who ensures the family is protected from danger and that physical well-being (food, clothes, shelter) is assured.",1
"Which term refers to the family into which a person is born, as distinct from the family they create through marriage?",Family of procreation,Conjugal family,Family of orientation (natal family),Nuclear family,C,"The family of orientation (or natal family) is the family in which a person was born, distinct from the conjugal family (family of procreation).",1
"Among the Banaro of New Guinea, as cited in this unit, what unusual custom is described regarding the parent-child relationship?",Children are named only after age five,The husband does not have sexual relations with his wife until she has borne a child by a friend of his father,Marriage is banned before age 30,Families rotate homes yearly,B,"Among the Banaro, the husband does not have sexual relations with his wife until she has borne a child by a friend of his father, showing that parent-child relationships are not necessarily biological.",1
"'One man, one wife' as a legal arrangement describes which type of family?",Polygamous family,Extended family,Monogamous family,Group family,C,The monogamous family refers to a man having only one legal wife and no other.,1
Which of the following is described as a universal social institution that is difficult to imagine human society functioning without?,The corporation,The family,The political party,The trade union,B,"The family has been seen as a universal social institution, an inevitable and basic unit of social organisation in human society.",1
"In Murdock's classification, which family function relates to transmitting culture and preparing children for adult roles?",Sexual function,Reproductive function,Educational/socialisation function,Economic function,C,Murdock's four family functions include the educational function -- socialising children by transmitting culture and preparing them for adult roles.,1
Marriage is traditionally defined in this unit as:,A temporary arrangement between friends,A legally recognised relationship between an adult male and female that carries certain rights and obligations,Any relationship involving cohabitation,A purely religious ceremony with no legal weight,B,Marriage is traditionally conceived as a legally recognised relationship between an adult male and female that carries certain rights and obligations.,1
A marriage system that restricts an individual to one spouse at a time is called:,Polygyny,Polyandry,Monogamy,Group marriage,C,Monogamous norms restrict the individual to one spouse at a time.,1
A marriage arrangement of one husband with two or more wives is called:,Polyandry,Polygyny,Monogamy,Group marriage,B,Polygyny is the form of polygamous marriage involving one husband and two or more wives.,1
A marriage arrangement of one wife with two or more husbands is called:,Polygyny,Monogamy,Polyandry,Serial marriage,C,Polyandry is the form of polygamous marriage involving one wife and two or more husbands.,1
The rare form of marriage involving both plural wives and plural husbands in the same marital unit is called:,Group marriage,Serial monogamy,Polygyny,Endogamy,A,"Group marriage is a rare form involving both plural wives and husbands, where one pair's marital rights typically take precedence over others.",1
"Which form of marriage is described as permitted in all societies, although not necessarily the preferred form?",Polygyny,Group marriage,Monogamy,Polyandry,C,"Monogamy is permitted in all societies, although polygamy is the preferred form in most societies according to the unit.",1
"According to research cited in this unit, couples in arranged marriages, compared to those who married for love, tend to experience:",Consistently lower romantic attachment over time,Romantic attachment that grows over the years,No difference at all,Higher divorce rates,B,"Research suggests that in arranged marriages, couples' romantic attachment grows over the years, whereas love-marriage couples often report attraction dropping after 2-5 years.",1
Multiple wives are sometimes explained in this unit as a sign of:,Religious punishment,Conspicuous consumption (a sign of affluence),Legal requirement,Population control policy,B,The unit notes that multiple wives are sometimes a form of conspicuous consumption -- a sign of affluence -- rather than simply a response to a shortage of men.,1
"In most societies, according to this unit, what is described as the most important criterion in mate selection, rather than mutual attraction?",Physical appearance alone,Economic security and family background,Astrological compatibility,Age difference,B,"The unit states that the most important criteria in mate selection in arranged marriages are economic security and family background, not mutual attraction.",1
"Which of the following best distinguishes marriage from a purely informal relationship, according to this unit?",Marriage requires no legal or social recognition,Marriage is legally recognised and carries defined rights and obligations,Marriage lasts only a fixed number of years,Marriage never involves families of origin,B,"Marriage is distinguished as a legally recognised relationship carrying specific rights and obligations, unlike an informal or unrecognised relationship.",1
"Which term refers to the shared, consensual, and learned pattern of behaviour among members of a group?",Society,Culture,Institution,Norm,B,"Culture refers to shared, consensual, and learned patterns of behaviour -- something known and agreed upon by a group, not kept individually private.",1
"According to this unit, our behaviour as individuals is best understood in the context of our membership in what sociologists call:",Genetic clusters,Social institutions or social units,Economic classes only,Random collections,B,"What we do as individuals is best seen in the context of our membership of social institutions or social units, whether formally organised or not.",1
Which of the following is listed as an element of culture in this unit?,Weather patterns,Norms,Continental drift,Blood type,B,"Norms, values, beliefs, and technology are listed as elements of culture.",1
Rules that govern behaviour and set expectations for how to act in a given situation are called:,Beliefs,Values,Norms,Rituals,C,"Norms are the rules that govern behaviour, ranging from informal (dress codes) to formal (laws).",1
"The example of gunpowder being known to the Chinese for centuries but only used for festival noise, until Europeans turned it into a weapon, illustrates the distinction between:",Norms and beliefs,Tools and techniques,Values and rituals,Society and community,B,"This example illustrates that technology involves both tools (gunpowder itself) and techniques (how it is applied) -- the Chinese had the tool, the Europeans developed the destructive technique.",1
"Things that people hold to be true, often associated with religion, are called:",Norms,Beliefs,Technology,Roles,B,"Beliefs are things held to be true, often associated with religion, such as views on creation or evolution.",1
Which social unit is used as an example in this unit to illustrate how an organisation achieves its role through rules set by an ordinance?,The Nigerian Football Federation,The Federal Road Safety Corps (FRSC),A private bakery,A local church choir,B,The Federal Road Safety Corps (FRSC) is used as an example of a social unit whose functions and staff conduct are governed by rules set out in its founding ordinance.,1
"Culture, in the context of this unit, includes which of the following?",Only 'higher things of the mind' like art and music,"Language, family structure, work patterns, and how people live and die",Only legal systems,Only religious ceremonies,B,"As sociologists use the term, culture goes beyond 'higher things of the mind' to include language, family structure, work patterns, and virtually everything people hold in common.",1
Which of the following is listed as an importance of culture?,It eliminates the need for norms,It sets behaviour standards for a given setting and defines who we are,It guarantees economic equality,It prevents all social change,B,"Importance of culture includes setting behaviour standards, defining structure of relationships, and defining who we are (beliefs) and what we value.",1
"Formal norms that are written down and backed by the force of the state, such as traffic regulations, are examples of:",Informal norms,Laws,Beliefs,Rituals,B,Norms range from informal (e.g. dress codes) to formal ones -- laws -- which are written and backed by the force of the state.,1
"Which of the following is a defining feature of socialisation, distinguishing it from other processes of change?",It results only from physical growth,It refers to changes in behaviour and attitude that occur through learning and interaction with others,It happens only in schools,It cannot be reversed,B,Socialisation refers only to changes in behaviour and attitude that have their origin in interactions with others and occur through learning -- not physical growth.,1
"From the perspective of the individual, the function of socialisation is to:",Isolate the individual from society,Secure entrance into and acceptance by society and its sub-groups,Eliminate individual differences,Guarantee economic success,B,"From the individual's perspective, socialisation secures entrance into and acceptance by their society and its sub-groups (family, school, peer group, etc.).",1
Which of the following is listed as an agent of socialisation in this unit?,The judiciary,Family,The stock market,Weather patterns,B,"Family, along with peer groups, television/mass media, and schools, is listed as a key agent of socialisation.",1
Who are referred to as the 'significant others' most important for a child's early socialisation?,Teachers and classmates,Parents and siblings,Government officials,Distant relatives,B,"Parents and siblings are usually referred to as significant others, the primary group the child depends on physically and psychologically at early stages.",1
"As a child matures, which agent of socialisation introduces new things the child might not learn from parents or siblings?",Peers and own preferences,The legal system,The tax authority,Foreign embassies,A,"As the child matures and interacts with friends in the neighbourhood or other settings, peer influence becomes an important agent of socialisation.",1
Why does the unit say schools become increasingly necessary as a child grows older?,Because family alone becomes inadequate for socialisation,Because parents lose legal custody at a certain age,Because schools replace the family entirely,Because television is banned for children,A,"As the child grows older, family role alone becomes inadequate for socialisation, making professionally trained personnel (teachers) more necessary.",1
"By definition given in this unit, socialisation is:",A one-time event in early childhood,An interactional process in which behaviour and attitude are modified to conform with group expectations,A purely biological process,Limited only to formal education settings,B,Socialisation is defined as an interactional process in which an individual's behaviour and attitude are modified to conform with the expectations of the groups they belong to.,1
"According to the unit's conclusion, is socialisation a one-time event or a continuous process?",A one-time event completed by age 5,"A life-long, continuous process",Something that ends at adulthood,Only relevant during schooling years,B,"The unit concludes that socialisation is a life-long process, continuing as individuals take on new roles (infant, adolescent, adult, worker, etc.).",1
Which of the following is listed as one of the major agents of socialisation covered in this unit?,Television and Mass Media,The postal service,The national anthem,Weather forecasting,A,"Television and Mass Media are listed as an important agent of socialisation, alongside family, peers, and schools.",1
"According to this unit, is polygamy the preferred marriage form in most societies described, even though monogamy is permitted everywhere?","Yes, polygamy is described as the preferred form in most societies","No, monogamy is always preferred",Neither form is preferred anywhere,Only group marriage is preferred,A,"The unit states that monogamy is permitted in all societies, although polygamy is the preferred form in most societies.",1
Which of the following best illustrates a 'value' as distinguished from a 'norm' in this unit?,A traffic law,"A general belief that honesty is good, without specifying exact required behaviour",A specific dress code,A written statute,B,Values are broader ideals (e.g. honesty is good) while norms are the specific rules that govern behaviour in given situations.,1
"According to the unit, which social institution is described as taking on greater importance for socialisation once a child reaches school age?",The judiciary,The school,The military,The stock exchange,B,"As the child matures, schools become an increasingly necessary agent of socialisation, since family alone becomes inadequate.",1
"Socialisation, as described in this unit, continues throughout which stages of a person's life?",Only infancy,Only childhood and adolescence,"Continuously, as individuals take on new roles such as infant, adolescent, adult, and worker",Only during formal schooling,C,The unit concludes that socialisation is a life-long process continuing as individuals take on new roles throughout life.,1
