question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"The Organization of African Unity (OAU) established its Mechanism for Conflict Prevention, Management and Resolution (MCPMR) at its summit in:","Cairo, 1993","Lagos, 1985","Addis Ababa, 2000","Nairobi, 1990",A,"The OAU established the MCPMR during its summit held in Cairo in 1993, recognizing that peace and stability are necessary preconditions for development.",4
"ECOWAS deployed its peacekeeping force, ECOMOG, in response to the outbreak of civil war in which country in 1989?",Sierra Leone,Liberia,Guinea Bissau,Ivory Coast,B,"ECOWAS deployed the ECOMOG peacekeeping force in response to the 1989 outbreak of civil war in Liberia, later extending operations to Sierra Leone and Guinea Bissau.",4
"According to the course material, the 1994 genocide in Rwanda resulted in the deaths of approximately:","10,000 people","200,000 people",One million people,2.5 million people,C,"The 1994 Rwandan genocide claimed approximately one million lives, according to the figures cited in the course material.",4
"The ""delusion theory"" of conflict prevention argues that:",Conflict prevention is realistic and effective,Conflict prevention is unrealistic and a waste of time,Preventing conflict can become a self-fulfilling prophecy,Resources for prevention should be redirected elsewhere,B,"The ""delusion theory"" holds that conflict prevention is unrealistic and will not work, making it, in this view, a waste of time and resources.",4
"The three basic stages of conflict identified in the course material's discussion of conflict prevention are the latent stage, the conflict stage, and the:",Escalation stage,Post-conflict stage,Pre-latent stage,Neutral stage,B,"The three basic stages of conflict are the latent stage (a period of ""false peace""), the conflict stage (full-blown hostilities), and the post-conflict stage.",4
"At the ""latent stage"" of conflict, two factors must be measured to determine what is likely to happen: willingness and:",Opportunity (resources),Population size,Media coverage,International recognition,A,"At the latent stage, willingness (the desire to act) and opportunity (resources such as material, time, or personnel) must both be present for conflict to actually occur.",4
"According to the course material, at which stage of conflict is ""early warning"" activity considered of the greatest use?",The post-conflict stage only,The latent stage,After full-scale war has already begun,Only during peace agreement signing,B,"Early warning is described as being of great use specifically at the latent stage, before conflict has acutely manifested, allowing for proactive diplomatic and preventive measures.",4
"According to the ten principles of peace building listed in the course material, peace-building should move beyond a short-term, crisis orientation toward:",Immediate ceasefires only,Designing social change over years and decades,Avoiding any long-term planning,Relying solely on military intervention,B,"One principle of peace building is to ""Plan Long-term"", moving beyond short-term crisis orientation toward designing social change over years and decades.",4
"According to the course material, one of the reasons given for including women in peace building is that:",Women make up a small minority of most populations,"Women make up roughly 50% of the population, so excluding them leaves out half of those affected",Women have no role during conflict,International law prohibits their exclusion,B,"One reason cited for including women in peace building is that they make up roughly 50% of the population, making their exclusion from such a large task impractical and incomplete.",4
"SADC's predecessor organization, the Southern African Development Coordination Conference (SADCC), was established in:",1970,1980,1990,1996,B,"SADCC was established in 1980, specifically to counter South African military, economic, and political dominance in the region, before evolving into SADC in 1996.",4
"The ""perversion theory"" of conflict prevention argues that warning about a coming conflict can:",Always successfully prevent it,Become a self-fulfilling prophecy by increasing awareness of the conflict,Have no effect whatsoever,"Only work in international, not domestic, conflicts",B,"The ""perversion theory"" argues that the very act of warning about conflict can become self-fulfilling, as parties become more aware of the conflict and may act to bring it about.",4
