question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"Which type of scanner looks and behaves like a photocopier, allowing you to lay an item on a glass plate while the scanning head passes below?",Hand scanner,Sheetfed scanner,Flatbed scanner,Barcode scanner,C,"Flatbed scanners look and behave like a photocopier, with items placed on a glass plate and the scanning head passing below.",2
"According to this unit, why are air conditioners needed in a computing environment?",To make the room look professional,To condition the temperature and prevent dust (which can bridge electronic circuits),To power the computer directly,To increase the computer's processing speed,B,"Air conditioners are needed to condition the temperature and prevent dust, since dust is metallic and can bridge electronic circuits, causing damage.",2
"What is the primary purpose of a voltage stabilizer in a computing environment, according to this unit?",To increase internet speed,To protect against damage from sudden power cuts and surges,To clean the computer screen,To improve sound quality,B,"A voltage stabilizer helps protect computing equipment from damage due to power surges, since a sudden power cut can halt the computer and cause file damage.",2
"According to this unit, what voltage do computers in the United States typically operate on, requiring a transformer to step down Nigeria's 240V supply?",12V,110V,440V,24V,B,Computers in the USA are built to operate on 110V; a voltage transformer is needed to step down Nigeria's 240V supply to 110V for such computers.,2
"Which auxiliary device converts raw public electricity into a fine line, stores electrical energy, and releases it to the computer during a power outage?",Air conditioner,Uninterruptible Power Supply (UPS),Line voltage transformer,Modem,B,"An Uninterruptible Power Supply (UPS) conditions the incoming voltage, stores electrical energy when power is available, and releases it during outages.",2
"According to this unit's conclusion, how should the UPS itself be protected?",It requires no protection,"By a voltage stabilizer, which is rugged and less expensive",By keeping it unplugged at all times,By replacing it monthly,B,"The UPS is itself an expensive resource and should be protected by a voltage stabilizer, which is rugged and less expensive.",2
Computer software can be divided into two major groups. Which of the following pairs correctly identifies them?,Hardware and firmware,System Software and Application Software,Input and output software,Local and cloud software,B,Computer software could be divided into two major groups: System Software (Programs) and Application Software (Programs).,2
"An operating system's primary goal, according to this unit, is:",To maximize hardware cost,Convenience for the user,To eliminate the need for application programs,To slow down processing for stability,B,The primary goal of an operating system is convenience for the user -- making computing easier than it would be without one.,2
"Which type of operating system collects jobs into a batch and processes them with no user interaction during processing, measuring 'turnaround time'?",Time-shared operating system,Real-time operating system,Batch processing operating system,Network operating system,C,"In a batch processing operating system, jobs are collected into a batch with no user interaction during processing; turnaround time is measured.",2
"Which type of operating system is designed for applications like airline reservations or nuclear power station monitoring, where response time is critical to prevent disaster?",Batch processing operating system,Time-shared operating system,Real-time operating system,Distributed operating system,C,"Real time operating systems service applications where response time is of the essence to prevent error or disaster, such as airline reservations.",2
A system that allows more than one active user program to be stored in main memory simultaneously is called:,A multiprogramming operating system,A single-tasking operating system,A batch-only system,A read-only system,A,A multiprogramming operating system allows more than one active user program (or part of a program) to be stored in main memory simultaneously.,2
Which operating system component is responsible for the creation and deletion of both user and system processes?,File management,Process management,Protection system,I/O system,B,"Process management is responsible for the creation and deletion of both user and system processes, along with suspension, resumption, and synchronization.",2
"Which operating system component provides a uniform logical view of information storage, abstracting from physical device properties?",Memory management,File management,Networking,Command interpreter system,B,"File management provides a uniform logical view of information storage, defining the logical storage unit called a file, mapped onto physical devices.",2
"Which operating system component is the primary interface between the user and the rest of the system, sometimes called the 'shell' in UNIX?",Protection system,Command interpreter system,Memory management,Networking,B,"The command interpreter is the primary interface between the user and the rest of the system, called the shell in UNIX.",2
The suite of languages that translate other computer languages into machine language are called:,Operating systems,Language Translators,Utility programs,Device drivers,B,The suites of languages that translate other languages to machine language are called Language Translators.,2
"Which type of language translator accepts a program in a source language and reads, translates, and executes it line by line?",Assembler,Compiler,Interpreter,Linker,C,"An Interpreter accepts a program in a source language, reads, translates and executes it line by line into machine language.",2
Which of the following is listed as one of the stages of compilation?,Lexical analysis,Data entry,Printing,Formatting,A,"The stages in compilation include lexical analysis, syntax analysis, semantic analysis, and code generation.",2
Utility software performs which of the following operations?,"File conversion, file copy, and housekeeping operations",Only word processing,Only spreadsheet calculations,Only internet browsing,A,"Utility software performs operations such as file conversion, file copy, and housekeeping operations like clearing storage areas.",2
Application software can be subdivided into which two classes?,Free and paid software,Generalized and User-defined software,Fast and slow software,Local and cloud software,B,"Application software could be subdivided into two classes: Generalized (e.g. word processors, spreadsheets) and User-defined software.",2
"Which application software category is used for producing letters, mailing lists, and reports, with examples like WordPerfect and MS-Word?",Spreadsheet,Word Processor,Database package,Graphic package,B,"A Word Processor is used to create, edit, save and print reports, letters, mailing lists, and more, with examples including WordPerfect and MS-Word.",2
"Which application software category is designed mainly for numerical figures and reports, using formulas, sum, and average functions?",Word Processor,Spreadsheet,Desktop Publishing package,Game package,B,"Spreadsheet software is designed mainly for numerical figures and reports, with formulas, sum, average functions, and automatic recalculation.",2
"Which application software category is used for designing, setting up, and managing an organized collection of data?",Desktop Publishing,Database Packages,Statistical Packages,Communication Packages,B,"Database Packages are software for designing, setting up and managing a database -- an organized collection of data.",2
