question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
The EDVAC project's main contribution to computing was:,The invention of the transistor,The notion of a stored program,The invention of the mouse,Wireless networking,B,"The main contribution of EDVAC was the notion of a stored program, allowing instructions to be held in memory alongside data.",1
"In 1952, which computer famously predicted Eisenhower's electoral victory 45 minutes after polls closed?",ENIAC,Colossus,UNIVAC,EDVAC,C,"UNIVAC, developed by Eckert and Mauchly, predicted Eisenhower's win with 7% of the vote counted in 1952.",1
Which high-level programming languages were introduced during the Second Generation of computers (1954-1962)?,Python and Java,"FORTRAN, ALGOL, and COBOL",C and UNIX,HTML and CSS,B,"During the second generation, high level languages including FORTRAN (1956), ALGOL (1958), and COBOL (1959) were introduced.",1
The Third Generation of computers (1963-1972) is characterized primarily by the introduction of:,Vacuum tubes,Integrated circuits (ICs),Quantum processors,Punch cards,B,"The third generation brought the use of integrated circuits (ICs), replacing individual transistors with semiconductor devices holding several transistors.",1
"In 1964, Seymour Cray developed the CDC 6600, notable for being the first architecture to use:",Functional parallelism,Cloud computing,Touchscreens,Wireless internet,A,"The CDC 6600, developed by Seymour Cray in 1964, was the first architecture to use functional parallelism, attaining 1 million floating point operations per second.",1
"The C programming language and the UNIX operating system were both developed at which institution, marking an important event in the third generation?",MIT,Bell Labs,Stanford University,IBM Research,B,"The C programming language and UNIX operating system were both developed at Bell Labs, with Dennis Ritchie developing C in 1972.",1
"The Fourth Generation of computers (1972-1984) saw the use of which technology, allowing entire processors to fit onto a single chip?",Vacuum tube arrays,Large scale integration (LSI) and very large scale integration (VLSI),Mechanical relays,Punch card readers,B,"The fourth generation saw the use of large scale integration (LSI, 1000 devices/chip) and very large scale integration (VLSI, 100,000 devices/chip).",1
The Fifth Generation of computers (1984-1990) is characterized mainly by the widespread acceptance of:,Parallel processing,The typewriter,Manual data entry,Steam power,A,"The fifth generation is characterized mainly by the acceptance of parallel processing, with machines having hundreds of processors working on different parts of a program.",1
"Based on signal type, computers are classified into which three types?","Digital, Analog, Hybrid","Mainframe, Mini, Micro","General purpose, Special purpose, Dedicated","Desktop, Laptop, Palmtop",A,"Based on signal type, there are three types of electronic computers: Digital, Analog and Hybrid computers.",1
Which type of computer represents its variables in the form of digits and is most commonly used in commercial and business settings?,Analog computer,Digital computer,Hybrid computer,Special purpose computer,B,"Digital computers represent their variables in the form of digits, converting data into binary form; they are mostly used in commercial and business places.",1
"Which type of computer measures rather than counts, and is mainly used by scientists and engineers to solve systems of partial differential equations?",Digital computer,Analog computer,Mainframe computer,Micro computer,B,"Analog computers measure rather than count, representing variables as physical quantities like electrical voltage, and are used mainly by scientists and engineers.",1
"A computer combining both digital and analog elements, requiring a converter called a digitizer, is called a:",Mainframe computer,Hybrid computer,Special purpose computer,Micro computer,B,"A hybrid computer connects analog and digital elements together, requiring a digitizer to convert analog inputs to digital values.",1
"A computer designed to solve a restricted class of problems, such as navigational computers or missile-tracking computers, is classified as:",A general purpose computer,A special purpose computer,A mini computer,A hybrid computer,B,A special purpose computer is designed to solve a restricted class of problems; examples include navigational computers and missile tracking computers.,1
"Which classification of computers is used for a wide range of problems, such as payroll, banking, and inventory control?",Special purpose computers,General-purpose computers,Hybrid computers,Analog computers,B,"General-purpose computers are designed to handle a wide range of problems, including payroll, banking, billing, and inventory control.",1
"According to this unit, what is used today as a better measure of computer capacity than physical size?",The colour of the casing,The volume of work the computer can handle (tied to cost and memory size),The number of employees who can operate it,The brand name only,B,"A better measure of capacity today is the volume of work a computer can handle, closely tied to cost and memory size.",1
"Which category of computers, also known as single board computers, uses a microprocessor chip rather than a full CPU, and is the cheapest class?",Mainframe computers,Mini computers,Microcomputers,Supercomputers,C,"Microcomputers, also known as single board computers, are the cheapest class and use a microprocessor chip as the main data processing unit.",1
"According to this unit, when was the mini computer first introduced, with DEC building the PDP-8?",1955,1965,1975,1985,B,"The Mini Computer was first introduced in 1965, when DEC (Digital Equipment Corporation) built the PDP-8.",1
"Which class of computer is often called a 'number cruncher', has large memory capacity, and can execute up to 100 MIPS?",Microcomputer,Mini computer,Mainframe,Palmtop computer,C,"The Main Frame Computer, often called a number cruncher, has large memory capacity and can execute up to 100 MIPS (Million Instructions Per Second).",1
A computer virus is best described in this unit as:,A hardware malfunction,A malicious program designed entirely for destruction and havoc,A type of antivirus software,A form of computer memory,B,"Viruses are malicious programs designed entirely for destruction and havoc, created by people knowledgeable about programming or computers.",1
"According to a 1997 NCSA survey cited in this unit, what percentage of PC users contracted viruses from floppy disks/mobile external storage devices?",10%,50%,90%,20%,C,The 1997 NCSA survey showed that 90% of PC users contracted viruses by floppy disk from mobile external storage devices.,1
"A virus that has the capability of modifying its own code, resulting in various similar variants, is called:",A stealth virus,A polymorphic virus,A memory-resident virus,A non-resident virus,B,"Polymorphic viruses have the capability of modifying their code, meaning one virus could have various amounts of similar variants.",1
"A virus that first attaches itself to files and then attacks, causing rapid spread, is called:",A polymorphic virus,A memory-resident virus,A stealth virus,A boot sector virus,C,"Stealth viruses first attach themselves to files on the computer and then attack, causing the virus to spread more rapidly.",1
Which file extensions are listed as commonly affected by viruses?,".jpg, .png, .gif",".com, .exe, .sys, .bin, .pif",".mp3, .wav, .mp4",".css, .html, .js",B,"Viruses generally attack .com, .exe, .sys, .bin, .pif or any data files, particularly frequently-opened executable or data files.",1
"According to this unit, can a computer virus survive even if the computer is formatted?","No, formatting always removes all viruses",Yes -- viruses can infect portions like the CMOS battery or master boot record,Only viruses on floppy disks survive formatting,This is impossible according to the unit,B,"Viruses can stay on the computer even if formatted, having the capability of infecting different portions of the computer such as the CMOS battery or master boot record.",1
"According to this unit, what is the most commonly used method of protecting against and detecting viruses?",Unplugging the computer permanently,Purchasing a third-party application designed to scan for viruses,Only using floppy disks,Never turning on the computer,B,The most commonly used method of protecting against and detecting viruses is to purchase a third-party application designed to scan for viruses.,1
