question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
Which sociologist wrote 'Social Mobility' (1927) and compared 'channels of vertical circulation' to blood circulation in the body?,Karl Marx,Pitirim Sorokin,Max Weber,Vilfredo Pareto,B,"Pitirim Sorokin, in Social Mobility (1927), wrote that channels of vertical circulation exist in any stratified society and are as necessary as channels for blood circulation in the body.",4
Which theorist proposed a theory of the 'circulation of elites'?,Karl Marx,John Stuart Mill,Vilfredo Pareto,Emile Durkheim,C,"Vilfredo Pareto proposed a theory of the 'circulation of elites', an early contribution to the study of social mobility.",4
Which type of social mobility involves changes to an individual's social status over the course of their working life?,Career mobility,Horizontal mobility only,Generational mobility,Group mobility,A,"Career mobility entails changes in the social status of an individual over their lifetime, such as changes due to education.",4
"According to the status-attainment tradition described in this unit, what did most studies find was the crucial link between family background and occupational success?",Physical appearance,Son's education,Astrological sign,Country of birth,B,Most status-attainment studies maintained that a son's education was the crucial link between family background and occupational success.,4
"Which type of mobility involves the movement of a whole group of people from one social status to another, usually due to collective hard work or luck?",Group mobility,Individual mobility,Horizontal mobility,Career mobility,A,"Group mobility involves the movement of a group of individuals from one social status to another, usually reflecting collective hard work or luck.",4
Who is called the 'grandfather of collective behaviour theory' and strongly supported a contagion theory of crowd behaviour?,Sigmund Freud,Gustave LeBon,Charles Darwin,Karl Marx,B,"Gustave LeBon, called the grandfather of collective behaviour theory, strongly supported the contagion theory of crowd behaviour.",4
"According to LeBon, what happens to individuals within a crowd?",They become more individualistic,They cease to act as individuals and the crowd develops a mind of its own,They act completely rationally,Nothing changes about their behaviour,B,"According to LeBon, in crowds people cease to act as individuals; the crowd develops a mind of its own and participants become highly suggestible.",4
"Which form of collective behaviour ensues when people facing danger lose their capacity to cooperate, reducing their chances of escape?",Fashion,Panic,Rumour,Social movement,B,"Panic is a form of collective behaviour that occurs when people, faced with danger, lose their capacity to cooperate, reducing their chances of escape.",4
Which of the following is listed as one of the six main forms of collective behaviour?,Panics,Elections only,Taxation,Legislation,A,"Panics, along with crowds, fashions, rumours, social movements, and public opinion, is listed among the six main forms of collective behaviour.",4
"An unverified story spread from one person to another, which can promote panics or riots, is called:",Public opinion,A rumour,A social movement,A fashion,B,"A rumour is an unverified story spread from one person to another, that can promote panics, mobs, or even riots.",4
"An organised effort of a large number of people to produce social change, such as the women's movement, is called:",A panic,A rumour,A social movement,A fashion,C,"A social movement is a more or less organised effort of a large number of people to produce some social change, such as the women's or environmental movement.",4
"When the contagious elements in collective madness are fear or anxiety, the result is called:",A craze,Mass hysteria,A social movement,A panic,B,"When the contagious elements are fear or anxiety, the result is called mass hysteria; when it's wild enthusiasm, it is called a craze.",4
"When contagion involves wild enthusiasm about a person, object, or activity, the result is called:",Mass hysteria,A craze,A panic,A rumour,B,"When the contagion involves wild enthusiasm about some person, object, or activity, the result is called a craze.",4
Which functionalist interpretation views mass hysterias and crazes as collective responses to?,Rational economic calculation,A breakdown in social order,Government policy,Religious devotion,B,"Functionalists see mass hysterias and crazes as collective responses to a breakdown in social order, occurring when people are troubled but unsure why or what to do.",4
"Crowds that gather to express a common emotion such as joy or grief, without intending violence, are called:",Violent crowds,Expressive crowds,Panic crowds,Rumour crowds,B,"Expressive crowds gather to collectively express an emotion (joy, excitement, grief) and are not intended to lead to violence or political action.",4
Public opinion is defined in this unit as:,The view of a single government official,The aggregate views of the people on a particular public issue or government policy at a given period,"A permanent, unchanging set of beliefs",Only the views expressed in newspapers,B,Public opinion is defined as the aggregate views of the people on a particular public issue or government policy at a given period.,4
Which of the following is listed as a way public opinion can be formed?,Through the Mass Media,Through weather forecasting,Through private diaries only,Through silence,A,"Public opinion can be formed through the Mass Media, symposia and lectures, pressure groups and political parties, bureau of information, and elections.",4
A government agency meant to inform the public on the activities of government is called:,A pressure group,A Bureau of Information,A political party,A social movement,B,"A Bureau of Information is a government agency meant to inform the public on government activities, assisting in public opinion formation.",4
Which of the following is listed as an importance of public opinion?,Measuring the popularity of the government,Eliminating the need for elections,Preventing all social change,Replacing the judiciary,A,"Public opinion is important for measuring the popularity of government, aiding policy formulation, enabling decision-making, and checking government excesses.",4
A direct vote through which all people in a society declare their position on a particular issue is called:,An opinion poll,A referendum,A census,A rally,B,"A referendum is a direct vote through which all people declare their position on a particular issue, measuring acceptability of a government proposal.",4
Interviewing a cross-section of the public on a given issue to identify and measure their position is called:,A referendum,An opinion poll,A social movement,A craze,B,Opinion polls interview a cross-section of the public on a given issue to identify and measure their position.,4
"According to this unit, elections serve as a method of both forming AND measuring public opinion. True or false?",True -- elections are listed under both formation and measurement,False -- elections are only for measurement,False -- elections are only for formation,Elections are unrelated to public opinion,A,Elections are listed both as a way public opinion is formed (through campaign education) and as a way it is measured (through results).,4
Which of these is described as helping the government check its own excesses through public opinion?,Accountability for its actions,Military strength,Foreign investment,Currency value,A,"Public opinion serves as a means of checking the excesses of government, helping ensure accountability for its actions.",4
"According to this unit, in a heterogeneous society like Nigeria, what role can public opinion play, particularly during crises?",A divisive role only,A unifying element,No meaningful role,A purely economic role,B,"Public opinion can serve as a unifying element in a heterogeneous society like Nigeria, particularly in times of great crisis demanding collective effort.",4
Symposia and lectures are listed in this unit as a means of:,Suppressing public opinion,Forming public opinion through discussion of matters of public importance,Replacing elections,Measuring GDP,B,"Symposia and lectures are meetings where ideas on matters of public importance are expressed and discussed, contributing to public opinion formation.",4
Which sociologist proposed that societies progress through a series of predictable stages based on the development of human knowledge?,Karl Marx,Auguste Comte,Max Weber,George Peter Murdock,B,"Auguste Comte, in his theory of social dynamics, proposed that societies progressed through predictable stages based on the development of human knowledge.",4
"Wilmot (1985) defines social change as alteration in the sources or organisation of society over time, in terms of which four variables?","Size, complexity, direction, and functions","Wealth, religion, language, and ethnicity","Population, weather, geography, and trade","Law, order, crime, and punishment",A,"Wilmot (1985) sees social change as alteration in terms of size, complexity, direction, and functions of society or its component parts.",4
"According to Parsons (1951), 'discovery' as a source of social change refers to:","An addition to knowledge, such as new astral bodies or treatments for disease",Only military conquest,The repeal of old laws,A form of punishment,A,"Parsons (1951) defined discovery as an addition to knowledge, such as the discovery of new astral bodies, elements, or treatments for disease.",4
Invention as a source of social change is said to be of two types. What are they?,Legal and illegal inventions,Material inventions and social inventions,Ancient and modern inventions,Public and private inventions,B,"Invention as a source of social change is of two types: material inventions (tools/materials) and social inventions (e.g. the alphabet, constitutional government).",4
"Which of the following is given as an example of a social invention, as distinct from a material invention?",The alphabet,The motor car,Antibiotics,The telephone,A,"The alphabet and constitutional governments are given as examples of social inventions, as distinct from material inventions.",4
Which of these is listed as a factor causing people to resist social change?,Economic costs of the change,Universal agreement on all changes,Absence of any opposition,Guaranteed personal benefit,A,"Economic costs of change, early imperfections in new inventions, and threats posed by the change are listed as factors causing resistance to change.",4
"According to this unit, which two great waves of change prompted the first attempts at sociological analysis in the 19th century?",Industrialisation and the expansion of democracy/human rights,World War I and World War II,The moon landing and the internet,Colonisation and decolonisation only,A,The first attempts at sociological analysis were prompted by the need to explain industrialisation and the expansion of democracy and human rights following the American and French Revolutions.,4
MacGee et al. (1977) refer to social change as:,"A permanent, unchanging structure",The transformation in patterns of social organisation or activity,A synonym for social stratification,Only economic growth,B,MacGee et al. (1977) refer to social change as the transformation in patterns of social organisation or activity.,4
"Which of the following can initiate social change, according to this unit?",Legislative or executive government action,Only natural disasters,Only religious ceremonies,Only birthdays,A,"Change can be initiated by government legislative/executive action, citizens organised in social movements, cultural diffusion, or technology.",4
"According to this unit, is social change always sudden and dramatic?","Yes, always sudden","No -- it can be gradual and imperceptible, or sudden",Social change never occurs,It is always planned by government,B,"Social change can be seen as an overhaul of social structures that is either gradual and imperceptible, or sudden.",4
"According to this unit, is behaviour in crowds always irrational, according to some researchers cited in the summary?","Yes, always completely irrational",No -- some argue crowd behaviour is determined by rational calculation of costs and benefits,Crowds never form for any reason,Only the police can explain crowd behaviour,B,"The unit's summary argues that far from being irrational, behaviour in crowds can be determined by rational calculation, weighing possible benefits against costs before joining.",4
