question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"Under both colonial and post-colonial Nigerian law, the minimum age at which a person can be held criminally responsible for their actions is:",Seven years,Eighteen years,Twenty-one years,Twelve years,A,"The course material states that the age of criminal responsibility remains seven years and above throughout the federation, both in the colonial and post-colonial periods.",4
"The four Regions/Protectorates of Nigeria (North, West, East, and a Federal Capital Territory) were established under the:",1954 Lyttleton Constitution,1861 Treaty of Cession,1999 Constitution,1979 Constitution,A,"Under the 1954 Lyttleton Constitution, Nigeria became a truly federal nation with three regions (North, West, East) and a Federal Capital Territory of Lagos.",4
"The military coup of 15th January 1966, which suspended Nigeria's constitution, led to the country being transformed from a federal to a unitary structure through:",Decree No. 5 of 1966 (the Unification Decree),The 1999 Constitution,The 1963 Republican Constitution,The Lyttleton Constitution of 1954,A,"Following the January 1966 coup, Decree No. 5 of 1966 (the Unification Decree) transformed Nigeria from a federal to a unitary government, abolishing regions in favor of provinces.",4
The 1963 Republican Constitution of Nigeria made which significant change to the legal system?,It abolished the Judicial Committee of the Privy Council and made the Nigerian Supreme Court truly supreme,It reinstated the British Queen as ceremonial head of state,It abolished all customary courts immediately,It transferred legislative power back to Britain,A,"The 1963 Republican Constitution abolished the role of the Judicial Committee of the Privy Council for Nigeria and, for the first time, made the Nigerian Supreme Court truly the highest court of the land.",4
"According to the course material, the ""repugnancy test"" requires that customary law not be repugnant to natural justice, equity, and good conscience, but this test has been criticized because:","The standard of repugnancy was, and continues to be, judged largely by foreign (British) values","It applies exclusively to statutory legislation, never to custom",It has never been applied in any Nigerian court,It automatically validates every customary practice without exception,A,"A major criticism of the repugnancy test is that the standard for judging ""repugnancy"" was set, and continues to be judged, largely according to foreign (British) values rather than indigenous Nigerian standards.",4
"According to the course material's critique of penal policy, a notable historical irony is that while Nigeria has become increasingly reliant on imprisonment, its former colonial master, Britain, has been:",Moving increasingly towards non-custodial measures of correction,Also dramatically increasing its use of imprisonment,Abolishing all forms of criminal punishment,Adopting the exact same penal code as Nigeria,A,"The course material notes the irony that Britain, Nigeria's former colonial master, has moved toward non-custodial correctional measures, while Nigeria has increasingly relied on imprisonment.",4
"Under Northern Nigeria's substantive Sharia law, unlike in most Western legal systems, intoxication was treated as:","A criminal offence in itself, rather than as a defence against liability",A universally accepted defence against any crime,Completely irrelevant to criminal liability,Grounds for automatic acquittal,A,"Under the Islamic legal system of pre-colonial Northern Nigeria, intoxication was itself deemed a criminal offence, rather than being accepted as a defence against criminal liability.",4
"According to the course material, pre-colonial Southern Nigerian societies had their own systems of substantive, procedural, and penal law, contrary to Western ethnocentric assumptions that:","Such ""primitive"" societies lacked any real system of law",These societies had more advanced legal systems than Britain,These societies had no religion or customs at all,These societies were identical to the Northern Islamic system,A,"The course material pushes back against Western ethnocentric assumptions that pre-colonial ""primitive"" societies lacked real legal systems, showing they had substantive laws, procedural laws, penal measures, and designated personnel.",4
"The Sokoto Caliphate, the overall political-religious authority in pre-colonial Northern Nigeria, was established by:",Othman Danfodio,King Dosunmu,General Aguiyi-Ironsi,Lord Frederick Lugard,A,"Othman Danfodio established the Sokoto Caliphate, the central political and religious authority governing the pre-colonial Islamic north, with Emirs assisting in various towns.",4
"According to the course material's discussion of colonial court reforms, the first High Courts and Magistrate Courts in Nigeria were established during a reform in:",1933,1861,1900,1999,A,"The course material notes that in 1933, there was a reform of the court system, for the first time establishing High Courts and Magistrate Courts, with further reforms, including juvenile courts, following in 1943.",4
