question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
A key feature that distinguishes negotiation from other forms of Alternative Dispute Resolution is that negotiation:,Always requires a binding court ruling,Does not always involve the intervention of a neutral third party,Is only used at the international level,Cannot be used to resolve workplace disputes,B,"Unlike mediation or arbitration, negotiation does not always involve a neutral third party intervening between the disputing parties.",1
One of the reasons given for choosing Alternative Dispute Resolution (ADR) over the traditional court process is:,ADR always produces a legally binding verdict,ADR is generally faster and cheaper than court processes,ADR requires no participation from the disputing parties,ADR is only available to government agencies,B,"The course material cites time and cost as major reasons for choosing ADR; it is quicker and cheaper than traditional court processes, based on a cited study showing significant cost and time savings.",1
"Mediation, as described in the course material, is best characterized as a process where the mediator:",Has full legal authority to impose a binding decision,Facilitates communication between parties but cannot impose a decision,Represents one of the parties in court,Is always appointed by a government body,B,"Mediation is voluntary and non-binding; the mediator lacks authority to coerce or impose judgments, instead facilitating communication and revealing common interests.",1
"Which perspective on peace, according to the course material, rejects war as a means of settling disputes and was first formally used in 1902 at the Universal Peace Conference in Glasgow?",Just War theory,Pacifism,Satyagraha,Ahimsa,B,"Pacifism, first used in 1902 at the tenth Universal Peace Conference in Glasgow, Scotland, rejects war as a means of settling disputes.",1
"Conciliation, as one of the forms of Alternative Dispute Resolution, is described by the US Institute of Peace as:",The most structured of the major conflict resolution techniques,The least structured of the major conflict resolution techniques,A process that always results in a binding court verdict,Identical to arbitration in every respect,B,"According to the US Institute of Peace, conciliation is described as the least structured of the four major conflict resolution techniques.",1
"According to the definitions surveyed in the course material, which author(s) defined conflict as involving ""interdependent people who perceive incompatible goal and interference from each other""?",Coser (1956),Hocker and Wilmot (1985),Deutsch (1973),Conrad (1991),B,Hocker and Wilmot (1985) defined conflict as the interaction of interdependent people who perceive incompatible goals and interference from each other in achieving those goals.,1
"The ""Psycho-dynamic perspective"" on conflict, tracing conflict to unconscious human need and psychological dynamics, can be traced back to the work of:",Kurt Lewin,Sigmund Freud,Karl Marx,John Burton,B,"The Psycho-dynamic perspective traces conflict to unconscious human needs and can be traced to Freud, focusing on concepts like the id, ego, and repression.",1
"The Experimental Game Research perspective, propagated by Pruitt and Kimmel, views conflict interactions as similar to:",A game of chess with structured choices and rewards,A random lottery,A one-time transaction with no future consequences,A purely emotional outburst,A,"This perspective compares conflict to a game of chess, where choices are structured, rewards depend on both parties' decisions, and the implications of choices are known to the players.",1
"According to the four causes of conflict discussed in the course material, disputes arising from religion, philosophy, or ideology (such as the Cold War between the USA and USSR) are best classified under:",Resources,Psychological needs,Values,Management of information,C,"Conflicts arising from differences in philosophy, religion, or ideology are classified under ""values""; the Cold War is given as an example of an ideological/values-based conflict.",1
"The stage of conflict analysis that examines significant events, previous disputes, and past failed resolution efforts between disputants is called:",Power analysis,Conflict History,Timing analysis,Stakeholder analysis,B,"""Conflict History"" is the first stage of conflict analysis, examining significant events, previous disputes, and past efforts (and their failure) to resolve the conflict.",1
