question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
The 1914 amalgamation that created the modern state of Nigeria combined the colony of Lagos with the protectorates of:,Northern and Southern Nigeria,Only Northern Nigeria,Only Southern Nigeria,Ghana and Nigeria,A,"The 1914 amalgamation combined the colony of Lagos with the protectorates of Southern and Northern Nigeria, bringing together around 250 ethnic nationalities.",2
"According to Chief Obafemi Awolowo's 1947 statement quoted in the course material, Nigeria was described as:",A united nation with one common identity,"""A mere geographical expression""",The strongest state in Africa,A model of successful integration,B,"Awolowo (1947) famously stated that Nigeria ""is not a nation... it is a mere geographical expression"", highlighting the lack of shared national identity at the time.",2
The 1966 military coup that overthrew Alhaji Balewa's government was led by:,General Yakubu Gowon,Major Chukwuma Nzeogwu,General Muhammadu Buhari,General Sani Abacha,B,"Major Chukwuma Nzeogwu led the January 1966 coup against the elected government of Alhaji Balewa, one of two coups against elected governments cited in the course material.",2
"The ""five Ds"" of civil-military relations identified in the course material include Democratization, Demilitarization, Demobilization, National Defence, and:",Diplomacy,Social Development,Deregulation,Decentralization,B,"The ""five Ds"" of civil-military thought are Democratization, Demilitarization, Demobilization, National Defence, and Social Development.",2
"On 10th June 1999, President Obasanjo took a major step in re-professionalizing the military by:",Increasing the military's budget significantly,Retiring all military officers who had held political office from 1985 onward,Abolishing the armed forces entirely,Merging the police and military into one force,B,"On 10th June 1999, President Obasanjo retired 53 officers across all services who had held political office from 1985 to that date, aiming to re-professionalize the military.",2
"According to the Nigerian constitution cited in the course material, who serves as the Commander-in-Chief of the Armed Forces with power to determine their operational use?",The Chief of Army Staff,The elected civilian President,The Senate President,The Chief Justice,B,Section 218(1) of the constitution vests the power to determine the operational use of the armed forces in the elected civilian President as Commander-in-Chief.,2
"According to Otite (1999), ethnic groups are best described as categories of people characterized by:",Shared physical location only,"Cultural criteria including language, value systems, and normative behaviour",Government-issued identification,Economic class alone,B,"Otite (1999) defined ethnic groups as categories of people characterized by cultural criteria including language, value systems, and normative behaviour, anchored in a particular territory.",2
"Nigeria's National Republican Convention (NRC) and Social Democratic Party (SDP), the two parties under General Babangida's transition program, were informally nicknamed reflecting their regional character. The SDP was nicknamed:",Northern Republican Convention,Southern Democratic Party,Eastern Peoples Congress,Western Freedom Alliance,B,"Despite trying to maintain a national outlook, the SDP was informally nicknamed the ""Southern Democratic Party"" and the NRC the ""Northern Republican Convention"", reflecting persistent regional political divisions.",2
"According to the course material, the primary ADR processes, according to Goldberg et al (1992), remain:",Litigation and appeal,Mediation and arbitration,Negotiation and adjudication only,Sanctions and boycotts,B,"According to Goldberg et al (1992), the principal ADR processes remain mediation and arbitration, though ADR also encompasses negotiation.",2
"In the course material's discussion of communication, ""values"" affect communication because:",They have no bearing on how messages are interpreted,"When values differ significantly between people, the tendency to misunderstand each other is high",They only matter in written communication,They are identical for everyone in a society,B,"When people's value systems are similar, communication is easier; when values differ significantly, misinterpretation becomes far more likely.",2
"According to the course material, before the Kafanchan crisis, the Federal Military government's controversial decision to join the Organization of Islamic Conference (OIC) occurred in:",1977,January 1986,1987,1993,B,The Federal Military government's design to join the Organization of Islamic Conference (OIC) in January 1986 sparked vicious propaganda between the Christian Association of Nigeria and Jama'atu Nasril Islam.,2
"According to the course material, the 1993 Nigerian presidential election, won by Chief MKO Abiola, was annulled, and Abiola was later:",Sworn in as President without incident,"Arrested, detained for four years without trial, and died in detention",Exiled to the United Kingdom,Appointed Vice President,B,"MKO Abiola was arrested, charged with treason, and detained for four years without trial after declaring himself President; he later died in detention.",2
