question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to this unit, what are the three main types of fees a NOUN student pays?","Compulsory fees, course registration fees, examination fees",Only tuition and library fees,Only examination fees,"Accommodation, feeding, and transport fees",A,"The three types of fees are: compulsory fees (orientation, matriculation, library, lab), course registration fees, and examination fees.",4
"According to Farajollahi and Moenikia (2010), what is the relationship between students' support services and academic achievement in distance education?",No relationship at all,"A positive and significant relationship -- more support benefits, higher success",A negative relationship,Only relevant for postgraduate students,B,"Farajollahi and Moenikia (2010) found a positive and significant relationship between support services and academic achievement -- more benefit, higher success.",4
"According to figures cited in this unit, what was the attrition rate for NOUN's MBA programme between 2004 and 2008 (Adewale and Inegbedion, 2008)?",About 10%,About 30%,About 50%,About 86.3%,D,"Of 439 students enrolled for the MBA programme between 2004-2008, only 60 remained, giving an attrition rate of 86.3%.",4
This unit identifies three major advantages/benefits of learners' support. Which of the following is one of them?,Promotion of academic achievement,Elimination of all examinations,Guaranteed employment after graduation,Reduction of tuition fees,A,"The three major benefits discussed are: promotion of academic achievement, mediation of distance, and reduction of drop-out rate.",4
"According to Baloyi (2014), a common feeling reported by ODL students due to studying independently is:",Excessive confidence,Isolation,Boredom with too much support,Overexposure to peers,B,"Baloyi (2014) notes that ODL students often feel isolated, as they are studying on their own -- learners' support helps mediate this distance.",4
"According to Boyle, Kwon, Ross and Simpson (2010), what do distance learning students often report regarding connection and belonging?",Excessive connection with peers,Feelings of isolation and little sense of connection,No difference from campus-based students,Complete satisfaction with all support services,B,"Boyle, Kwon, Ross and Simpson (2010) state distance learning students often report feelings of isolation, little sense of connection and belonging.",4
Garrison and Bayton (1987) define learners' support services as:,Only the physical study centre building,The resources that learners can access in order to carry out the learning process,A synonym for tuition fees,Only online forums,B,Garrison and Bayton (1987) define learners' support services as the resources that learners can access to carry out the learning process.,4
"According to this unit, does learners' support services have a single, universally accepted definition?","Yes, all scholars agree on one definition","No -- the concept has been variously defined, without a widely accepted single definition",It has never been defined by any scholar,Only NOUN has ever defined it,B,"The unit notes that despite various definitions, the concept of learners' support does not have a widely accepted single definition (Bowa, 2008).",4
Which of the following is listed under Teaching and Learning Services in this unit?,Compulsory residential schools and tutorial marking/feedback,Career guidance only,Information on fees only,Social events only,A,"Teaching and Learning Services (Bowa, 2008) includes compulsory residential schools, tutorial marking and feedback, access to facilities, and more.",4
"According to Lee (2003), academic/tutorial support in ODL is geared toward:",Facilitating collaborative learning and increasing interactivity between distance students and instructors,Only administrative registration tasks,Physical building maintenance,Financial aid processing only,A,Lee (2003) says academic support focuses on facilitating collaborative learning and increasing interactivity between distance students and instructors or among students.,4
"According to this unit, what happens if a study centre has more registered students for facilitation than available space allows (over 200)?",Facilitation is cancelled entirely,The class can be divided into two groups,Students are transferred to another university,No facilitation is ever provided for large classes,B,The unit states the facilitation class can be divided into two where there are more than 200 students registered.,4
"Which Directorate is responsible for online registration issues, e-examination administration, and technical support for personal computers?",The Registry,The Directorate of Information Communication Technology (DICT),The Library,Faculties and Departments,B,"The Directorate of ICT (DICT) provides support for online registration, course/exam registration issues, and e-examination administration.",4
"According to SAIDE (1999), learners' support is defined as:",Only the delivery of printed materials,"The entire range of methods and strategies employed in course delivery to help learners comprehend, assimilate, and master needed skills/knowledge",A synonym for examination administration,Only financial aid,B,"SAIDE (1999) defines learners' support as the entire range of methods and strategies used in course delivery to help learners comprehend, assimilate, and master skills/knowledge.",4
"According to Chattopadhyay (2014), why should learners be provided all necessary information prior to admission?",So they can make appropriate decisions about their studies and access resources,So the university can charge higher fees,It has no real benefit to learners,Only to satisfy legal requirements,A,Chattopadhyay (2014) states learners should receive necessary information prior to admission so they can make appropriate decisions and access resources/support services.,4
"According to Tait (2003), what is the primary aim of student support in ODL?",To increase institutional revenue,"To assist students to learn successfully, supporting their confidence and self-esteem",To reduce the number of enrolled students,To replace the need for course materials,B,"Tait (2003) states student support in ODL has as its primary aim assisting students to learn successfully, supporting confidence and self-esteem for persistence.",4
