question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to the course material, the largest indigenous private security company in Nigeria in terms of personnel, operating countrywide with nearly 9,000 guards, is:",Prudential Security,Halogen Security,NISCO,Bemil Security,A,"Prudential Security operates countrywide and employs nearly 9,000 guards, making it the largest indigenous PSC by personnel, while Halogen Security has approximately 4,000 guards.",1
"According to the course material, oil companies like Exxon Mobil and Shell in Nigeria typically employ private guards who are trained by the Nigeria Police as:",Spy police,Mobile police (MOPOL) exclusively,Federal marshals,Community defenders,A,"Oil companies like Exxon Mobile and Shell usually employ a sizeable number of private guards trained by the Nigeria Police as ""Spy police"", with the spy police in Shell, Exxon Mobile and Chevron Texaco alone numbering more than two thousand.",1
"According to the course material, a former Lagos State Governor, reacting to an armed robbery attack on a retired Justice, declared that if the Nigeria Police could not address rising violent crime, he would have no choice but to employ the services of which group?",The Odua Peoples Congress (OPC),The Nigeria Security and Civil Defence Corps,The Nigerian Army,Interpol,A,"Former Lagos State Governor Bola Tinubu, reacting to the armed robbery attack on retired Justice Fatai Williams, declared he would employ the services of the Odua Peoples Congress (OPC) if the Nigeria Police could not address rising violent crime.",1
"According to the course material, which of the following is listed as one of the reasons for the growth of the private security sector in Africa?","The end of the Cold War, which created a ""security gap"" the private market rushed to fill",A sudden and total absence of any crime in African countries,The complete elimination of all state armed forces worldwide,A global decision to ban all forms of private property,A,"Singer (2003:9) declared that the resultant effect of the end of the Cold War on the supply and demand of military services created a ""security gap"" that the private market rushed in to fill.",1
"According to the course material, one reason for the growth of the private security sector is the international police-to-population ratio, cited as being ideally:",1:400,1:4,"1:4,000,000",1:40,A,"The course material notes that the number of police relative to population is below the international ratio of 1:400, with inadequate resources contributing to police inefficiency and the corresponding growth of private security.",1
"According to the course material, private security concepts include four objectives of ""human security"" as identified by Alkire (2003), including the objective to protect the vital core of all human lives from:","Critical pervasive threats, in a way consistent with long-term human fulfillment",Only threats originating from foreign governments,Economic prosperity and material wealth,Weather-related disasters exclusively,A,Alkire (2003) defines the objective of human security as protecting the vital core of all human lives from critical pervasive threats in a way that is consistent with long-term human fulfillment.,1
"According to the course material's discussion of types of security, ""infrastructure security"" is designed to provide protection for facilities such as airports, seaports, railways, and:","Oil refineries, dams, and power transmission networks",Private residential homes exclusively,Personal mobile phones only,School playgrounds exclusively,A,"Infrastructure security provides protection for critical infrastructure, with examples including airports, seaports, railways, network communications, general hospitals, banks, dams, oil refineries, highways, and bridges.",1
"According to the course material, adequate infrastructural security provided for pipelines and refineries by the federal government in which Nigerian region has reduced subsequent threats and attacks?",The Niger Delta,The Sahel region,The Jos Plateau,Lagos Island,A,"In the Niger Delta areas of Nigeria, adequate infrastructural security provided for the pipeline and refineries by the federal government has reduced subsequent threats and attacks.",1
"According to the course material, four of John's (2005) categories of ""private policing"" include protective policing, intelligence policing, publicly contracted policing, and:",Corporate policing,Religious policing,International policing,Military policing,A,"John (2005) divides private policing into four categories: protective policing, intelligence policing, publicly contracted policing, and corporate policing.",1
"According to the course material, a ""mercenary"" is best defined as a person who takes part in armed conflict or hostilities and who is:","Not a national of the state against which his actions are directed, employed for private gain",Always a citizen of the state they are fighting for,Legally required to be a member of that state's official armed forces,Prohibited by all countries from ever engaging in combat,A,"A mercenary is defined as anyone who, not being a national of the state against which his actions are directed, is employed, enrols, or links himself willingly to a person, group, or organisation, essentially by the desire for private gain.",1
"According to the course material's discussion of pre-independence Nigeria, the recruitment of party thugs as personal security by politicians became particularly noticeable around the time of:",Independence and the events prior to the 1966 coup,The 2003 NSCDC Act,The signing of the 1999 Constitution,The founding of Halogen Security in 1992,A,"The use of thugs or party members for private security became noticeable at independence, continuing through the period prior to the 1966 coup led by Major Kaduna Nzeogwu.",1
"According to the course material, human insecurity in Africa has historically been fuelled by threats including colonialism, tribal conflicts, border conflicts, and:",Disputes over mineral resources,An overabundance of clean drinking water,Excessive rainfall and agricultural surplus,A total absence of any international trade,A,"General human insecurity in Africa has been driven by threats including colonialism, tribal conflicts, border conflict, disputes over mineral resources, terrorism, genocide, wars, and foreign domination.",1
"According to Zedner (2006), cited in the course material, vast security companies seek to exploit market opportunities and expand their turnover, which some Marxian approaches interpret as the private security sector providing what kind of function for the state?","A ""legitimating"" or ""buffer"" function for the bourgeois state","A purely charitable, non-commercial function","An exclusively military, combat-only function",A function entirely independent of any economic motive,A,"Zedner (2006:84) notes that vast security companies seek to exploit market opportunities and maximise returns, leading some Marxian approaches to view the private security sector as providing a ""legitimating"" or ""buffer"" function for the bourgeois state.",1
"According to the course material, the drought in state capacity that enabled the growth of Private Security Companies in Africa is attributed in part to the failure of economic liberalization and structural adjustment programmes imposed by:",The World Bank and the International Monetary Fund (IMF),The United Nations Security Council exclusively,Individual African national governments acting alone,Private security companies themselves,A,"Weak state capacity, and its decline from the late 1980s onward, is attributed largely to the failure of economic liberalization and structural adjustment programmes imposed by international donors such as the World Bank and IMF.",1
