question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to Curzon (1973), crime is defined as:","Any act or omission resulting from human conduct considered harmful, which the state wishes to prevent and which renders the person liable to punishment",Only acts of physical violence,Only acts committed by repeat offenders,Any disagreement between two private parties,A,"Curzon (1973) defines crime as any act or omission resulting from human conduct considered harmful, which the state wishes to prevent, rendering the person liable to punishment.",1
"Technically, crime is composed of two elements: the act itself, and which second element (in legal terminology, 'guilty mind')?",Actus reus only,Mens rea (criminal intent),Habeas corpus,Res ipsa loquitur,B,"Crime is composed of the act itself and mens rea (criminal intent, 'guilty mind'), which is a matter of degree from willful conduct to negligence.",1
Sutherland and Cressey (1974) define criminal law by bringing out fundamental characteristics. Which of the following is one of them?,Polity,Popularity,Profitability,Privacy,A,"Sutherland and Cressey's fundamental characteristics of criminal law are polity, specificity, uniformity, and penal sanction.",1
"Which characteristic of criminal law means it is expected to apply to all persons irrespective of class, sex, ethnicity, or religious/political affiliation?",Specificity,Polity,Uniformity,Penal Sanction,C,"Uniformity means criminal law, as an instrument of the rule of law, is expected to apply to all persons irrespective of class, sex, ethnicity, or affiliation.",1
"According to this unit, the historical roots of criminal law came from two early sources. Which of the following is one of them?",The Babylonian code of Hammurabi,The Magna Carta only,The United Nations Charter,The Geneva Conventions,A,"The historical roots of criminal law came from sources including the Babylonian code of Hammurabi, the mosaic code, and the Roman twelve tables, plus English common law.",1
"According to this unit, in early English common law (before the Norman Conquest era changes), how was crime typically addressed?","Crime was seen as an act against the whole society, with state punishment",Crime was not seen as an act against the whole society; compensation was paid to the victim rather than the state,Crime was punished by exile only,There was no concept of crime at all,B,"In early common law, crime was not seen as an act against the whole society -- compensation was paid to the victim rather than the state.",1
Kora and McCorkle distinguish 'offenders-in-fact' from which other category of criminal?,Criminals by adjudication,Victimless criminals,Habitual criminals,Political criminals,A,Kora and McCorkle distinguish 'offenders-in-fact' (who committed crimes but escaped conviction) from 'criminals by adjudication' (persons tried and convicted by courts).,1
"According to this unit, how does 'deviance' differ from 'crime'?",They are identical terms with no difference,Deviance refers to violations of folkways and mores; crime refers specifically to behaviours that violate norms in the criminal/penal code,Crime is a broader category that includes all deviance,Deviance only applies to children,B,"Deviance refers to violations of folkways and mores, while crime specifically refers to behaviours that violate norms encoded in the penal code or criminal laws.",1
"For Emile Durkheim, punishment is described as:",An individual's private matter with no societal role,"Society's responsibility to punish wrongdoers, exercised through a recognised body on behalf of society","Only applicable to felonies, never misdemeanors",A purely religious concept,B,"For Durkheim, punishment is society's responsibility to punish wrongdoers, exercised through a recognised body which acts on behalf of society.",1
"According to Clinard, as cited in this unit, criminal offenders are often classified, from a legal point of view, by:","The type of crime committed (e.g. murderers, burglars, arsonists)",Only their astrological sign,Only their favourite hobby,Only their marital status,A,"Clinard notes that criminal offenders are often classified, from a legal point of view, by the type of crime, such as murder, burglary, arson, rape, or embezzlement.",1
The Latin maxim 'nulla poena sine lege' cited in this unit means:,There is no crime without a victim,There is no punishment without law,All crimes deserve the death penalty,Law applies only to the wealthy,B,Nulla poena sine lege means 'there is no punishment without law' -- law is defined on the basis of the punishment attached to its violation.,1
This unit focuses on which three (plus miscellaneous) main categories of legal classification of crimes?,"Crimes against a person, crimes against property, crimes against public order",Only felonies and misdemeanors,Only crimes against the state,Only crimes against religion,A,"The unit focuses on crimes against a person, crimes against property, crimes against public order, and miscellaneous crimes.",1
A felony is defined in this unit as a crime punishable by death or imprisonment for how long?,Less than six months,Six months to one year,Three years or more,"Only fines, never imprisonment",C,"A felony is a crime punishable by death or imprisonment for three years or more, e.g. treason or murder.",1
A misdemeanor is defined in this unit as a crime punishable by imprisonment for:,Three years or more,Less than three years but more than six months,Life imprisonment only,"No imprisonment, fines only",B,"A misdemeanor is any crime punishable with imprisonment for less than three years but more than six months, e.g. cheating.",1
"Which type of organised crime group is described as mobile, violent, and engaging in sensational crimes such as hijacking and kidnapping?",Criminal syndicate,Organised Criminal Gang,Racketeering group,Political graft network,B,"An Organised Criminal Gang is mobile, violent, and engages in sensational crimes such as hijacking, large-scale armed robbery, and kidnapping.",1
"Which type of organised crime is best characterised as a stable business organisation, with violence directed mainly against competitors (e.g. mafia groups, smugglers)?",A criminal syndicate,A youth gang,Racketeering,Political graft,A,"A criminal syndicate is characterised as a stable business organisation whose only violence is likely to be directed against competitors, e.g. mafia groups, smugglers.",1
"Which type of organised crime involves extorting money illegally through threats or intimidation, inducing payment for an alleged 'protection' rather than a real service?",Racketeering,A criminal gang,Political graft,White-collar crime,A,"Racketeering is an organised scheme to extort money illegally through threats or intimidation, inducing periodic payment for nothing more than alleged protection.",1
"According to Professor Edwin A. Sutherland, white-collar crime is defined as:",Any violent crime committed in an office setting,Acts committed by persons in the upper socio-economic level in accordance with their normal business practices,Crimes only committed by government officials,Crimes with no financial component,B,"Sutherland regarded white-collar crime as acts committed by persons in the upper socio-economic level, in accordance with their normal business practices.",1
"According to this unit, a blue-collar crime typically differs from white-collar crime in that the victim is usually:",The customer or client,"The employee, not the customer/client",Always a government agency,Never identifiable,B,"In blue-collar crime, it is usually not the customer or client who is the victim, but the employee -- e.g. a policeman demanding a bribe at a checkpoint.",1
"According to this unit, what is the common characteristic of professional criminals, distinguishing them from others?",They engage in crime by chance or emotional stress,"They engage in crime as a deliberate, rational way to wealth, depending on it for their livelihood",They never plan their activities,They always work entirely alone with no criminal underworld contacts,B,"Professional criminals engage in crime as a deliberate and rational way to wealth, being full-time criminals who depend on it for their livelihood.",1
Which type of non-professional offender commits crimes under pressure of circumstances but otherwise has no criminal inclination (e.g. a spouse who kills upon finding infidelity)?,Habitual offender,Occasional property offender,Situational criminal,Professional criminal,C,"Situational criminals commit crimes under pressure of circumstances but otherwise have no criminal inclination, such as a spouse who kills after catching infidelity.",1
"According to this unit, under English common law, at what age could children be held responsible for crimes, depending on individual capacity?",Between ages seven and thirteen,Only after age eighteen,From birth,Children were never held responsible under any circumstances,A,"Under English common law, children under seven who committed crimes were not subject to criminal law; between seven and thirteen, they could be held responsible depending on individual capacity.",1
Which of the following is listed as a 'status offence' in juvenile delinquency -- illegal only when committed by children?,Habitual truancy from school,Armed robbery,Murder,Tax evasion,A,"Habitual truancy from school, vagrancy, and incorrigibility are called 'status offences' -- illegal only when committed by children.",1
"According to this unit, the causes of crime involve which four main categories?","Multiple factor, psychological, sociological, physiological",Only economic factors,Only educational factors,Only religious factors,A,"The causes of crime involve multiple factor, psychological, sociological, and physiological explanations.",1
Sigmund Freud's psychoanalytic theory predicts that human behaviour is largely a response to:,Purely rational economic calculation,"Unconscious forces, drives or instincts which may predispose a person to commit crime",External weather conditions,Random chance with no underlying cause,B,"Freud's psychoanalytic theory predicts that human behaviour is largely a response to unconscious forces, drives, or instincts which may predispose a person to commit crime.",1
Which behavioural psychologist empirically established the relationship between behaviour and its environmental settings through operant learning theory?,Sigmund Freud,B. F. Skinner,Hans Eysenck,Carl Jung,B,"B. F. Skinner, in his operant learning behavioural tradition, empirically established the relationship between behaviour and its environmental settings.",1
Hans Eysenck's work 'Crime and Personality' (1970) attempts to correlate the causes of crime to which factor?,"The 'personality type' of the individual, based on genetic inherited predispositions",Only diet and nutrition,Only geographic location,Only educational attainment,A,"Eysenck's 'Crime and Personality' (1970) attempts to correlate crime causes to 'personality type', claiming criminality results from genetic inherited predispositions.",1
Emile Durkheim's concept of 'mechanical solidarity' describes a society characterised by which type of division of labour?,A complex division of labour,"Little division of labour, with moral disapproval and repression of criminal behaviour",No society at all,Division of labour based solely on gender,B,"Mechanical solidarity describes a society without division of labour, characterised by moral response and massive disapproval/repression of criminal behaviours.",1
Robert Merton's concept of anomie relates crime causation to which factor in American society?,The pressure to achieve economic success while legitimate means to achieve it are denied to many,The lack of religious institutions,Excessive government regulation only,Overpopulation alone,A,"Merton's anomie concept explains that American society pressures people to achieve economic success, but 'real success' via legitimate means is denied to many, pushing some toward illegitimate routes.",1
Edwin H. Sutherland's theory of Differential Association is based on the postulation that:,Criminal behaviour is entirely genetic,All criminal behaviours result from socialisation -- learned through interaction with others engaging in criminal acts,Crime is caused only by poverty,Crime cannot be explained by any social theory,B,Sutherland's Differential Association theory holds that criminal behaviours result from socialisation -- people become delinquent through excessive interaction with others who engage in criminal acts.,1
Karl Marx explained the cause of crime through the concept of:,"Alienation, related to ownership of the means of production in capitalist society",Divine punishment,Individual free will alone,Random genetic mutation,A,"Marx explained crime through the concept of alienation, related to ownership of production concentrated in the hands of the bourgeoisie, causing economic oppression of the proletariat.",1
"Cesare Lombroso, credited with founding a physiological/biological theory of crime, believed criminals were:",Products of their environment only,'Born-criminals' -- 'throwbacks' to primitive human and animal instincts,Always mentally healthy individuals who chose crime rationally,Only found among the wealthy class,B,"Lombroso believed man could be 'born-criminal' -- a 'throwback' to primitive humanity and inferior animal instincts, an atavistic being.",1
Johannes Lange's genetic approach (1929) established a link between genetic inheritance and criminal behaviour by comparing:,Rich versus poor offenders,Monozygotic (identical) twins with dizygotic (fraternal) twins,Urban versus rural offenders,Male versus female offenders only,B,"Johannes Lange compared monozygotic (identical) and dizygotic (fraternal) twins, finding criminal behaviour occurred more frequently among identical twins, suggesting an inherited factor.",1
"According to Lea and Young (1993), which of the following is listed as a cause of crime, particularly in urban areas?","Social deprivation -- low incomes, poverty, unemployment, poor living conditions",Excess of legitimate opportunity for all,Overly generous welfare systems,Too much political representation,A,"Lea and Young (1993) list social deprivation (low incomes, poverty, unemployment, poor living conditions) as one manifold cause of crime, particularly in urban areas.",1
