question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to the course material, the Organic Theory of the state, accredited to Hegel, holds that the state exists essentially to achieve:","""Identity in difference"", reconciling individual freedom with universal interest",The complete abolition of all forms of civil society,Total economic self-sufficiency with no international trade,The elimination of the family as a social unit,A,"Hegel's Organic Theory holds that the state is a rational order existing to achieve ""identity in difference"", serving as a ""reconciling realm"" where individual freedom is harmonised with universal interest.",1
"According to the course material, in the Communist Manifesto, Karl Marx and Frederick Engels described the executive of the modern state as being built on:",A committee for managing the common affairs of the whole bourgeoisie,A neutral body representing all social classes equally,An institution with no connection to economic class at all,A purely religious authority,A,"Marx and Engels wrote in the Communist Manifesto that ""the executive of the modern state is built on a committee for managing the common affair of the whole bourgeoisie"", capturing the class basis of the state under Marxist theory.",1
"According to the course material, Nigeria came into being in its present form in 1914 through the amalgamation, by Sir Frederick Lugard, of the British protectorates of:",Northern and Southern Nigeria,Only Northern Nigeria and Cameroon,Only Southern Nigeria and Benin,Lagos and the Niger Delta exclusively,A,"Nigeria came into being in its present form in 1914 with the amalgamation, by Sir Frederick Lugard, of the two British protectorates of Northern and Southern Nigeria.",1
"According to the course material, the three types of pre-colonial socio-political groupings in Nigeria included centralised states based on Sharia (Bornu, Sokoto), centralised constitutional monarchies (Yoruba, Edo), and a third type characterised by:","Diffused governmental authority, where elders make decisions based on consensus (e.g. Igbo, Ijaw, Tiv)","A single, unified national government across all pre-colonial groups",Complete absence of any leadership structure whatsoever,Exclusive rule by foreign colonial administrators,A,"The third pre-colonial socio-political grouping comprised peoples with diffused governmental authority, where elders made decisions by consensus binding on all, exemplified by the Igbo, Ijaw, Isoko, Tiv, Ukwani, and Urhobo societies.",1
"According to the course material, among the Igbo, the traditional concept of diffuse political power and authority is structured and determined by the concept of:",Umunna,Amala,Ekpuk,Lenyol,A,"The Igbo traditional concept of political power and authority, though diffuse in character, is structured and determined by the concept of Umunna, through which leaders emerge via the family institution, typically patrilineal.",1
"According to Balandier, cited in the course material, colonialism as a ""colonial situation"" is best understood through:","The interplay of relationships between the coloniser and the colonised, causing a ""dislocation"" of state-society relations",A purely voluntary and mutually beneficial partnership with no lasting effects,A brief episode with no impact on later Nigerian governance,The complete absence of any interaction between colonisers and local populations,A,"Balandier's concept of the ""colonial situation"" holds that understanding society under colonial rule cannot be divorced from the interplay of relationships between the coloniser and colonised, which caused a dislocation of state-society relations.",1
"According to the course material, colonialism in Nigeria produced two distinct public realms: a communal realm based on ethnic group membership, and:",A civic realm based on an assumption of universal citizenship,A military realm controlled exclusively by foreign generals,A religious realm with no connection to political life,An economic realm entirely separate from all governance,A,"Colonialism entailed the development of two public realms: a communal realm based on membership in an ethnic group, and a civic realm based on an assumption of universal citizenship, contributing to Nigeria's citizenship and identity crises.",1
"According to the course material, citing Rania (1996), ""society"" is identified as the sum of social organisations interacting within a state's boundaries, ranging from ethnic and religious groups to:","Patron-client relations, economic groups, and diverse modes of production",Only formally registered political parties,Exclusively foreign diplomatic missions,Only the armed forces and police,A,"Society is identified as the sum of social organisations interacting within a state's boundaries, ranging from ethnic, religious, linguistic, and kinship groups to patron-client relations, economic groups, and modes of production.",1
"According to Mouzelis (1996), cited in the course material, ""civil society"" refers to social groups and institutions that lie between:","Primordial kinship groups on the one hand, and state groups and institutions on the other",Only religious institutions and the armed forces,The executive branch and the legislative branch exclusively,Foreign governments and international organisations only,A,"Mouzelis (1996) defines civil society restrictively as social groups and institutions which, under conditions of modernity, lie between primordial kinship groups and institutions on one hand, and state groups and institutions on the other.",1
"According to the course material, examples of ethnic militia groups that emerged from mobilising existing ethnic and religious cleavages in Nigeria include the Movement for the Emancipation of the Niger Delta (MEND) and:",The Movement for the Sovereign State of Biafra (MASSOB),The National Assembly,The Federal Ministry of Solid Minerals Development,The Nigerian Customs Service,A,"Examples cited of ethnic militia groups mobilising existing cleavages and identities include MEND (Movement for the Emancipation of the Niger Delta), MASSOB (Movement for the Sovereign State of Biafra), and the defunct Odua People's Congress (OPC).",1
