question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to this unit, who scores and grades a Computer-Marked Assignment (CMA) after a student completes it online?",The tutor manually,The computer itself,A panel of external examiners,The student's peers,B,"In a CMA, after completion it is the computer that scores and awards the grade based on the student's online performance.",3
In-text/self-assessment activities are described in this unit as being:,Entirely separate from the instructional materials,Built into the instructional process itself,Only used at the very end of a course,Never useful for identifying learning gaps,B,"Self-assessment activities are described as being in-built into the instructional process, helping learners reflect on content covered.",3
"According to this unit, what should a student do if they use too much time on one difficult examination question?",Continue until it is finished no matter the cost,"Spend commensurate time based on the marks allotted, and move to other questions if needed",Leave the exam immediately,Ask the invigilator to answer it for them,B,The unit warns against 'using time badly' -- spending too much time on one question reduces marks lost from other unanswered questions; time should match marks allotted.,3
Which of the following is listed among Northedge's (2010) elements of examination revision strategy?,Never look at past questions,Getting hold of past questions and making a revision timetable,Memorising the entire course word-for-word,Avoiding all summary notes,B,"Northedge (2010) lists getting hold of past questions, gathering notes, and making a revision timetable among examination revision strategies.",3
"According to this unit, teaching practice is peculiar to students in which Faculty, and how long does it typically last?","Faculty of Science, 12 weeks","Faculty of Education, six weeks","Faculty of Law, one year","Faculty of Arts, two weeks",B,"Teaching practice is peculiar to students in the Faculty of Education, who go for six weeks of practical teaching.",3
"According to this unit, what must be included in a report of practical/experimental work in the Faculty of Science?","Title, purpose, materials used, procedure, observations, precautions, inference, conclusion",Only a title and a signature,A list of favourite subjects,Only the final numerical answer,A,"Practical reports for physical science experimental work require title, purpose, materials, procedure, observations, precautions, inference, and conclusion.",3
"According to this unit, what is the purpose of the feedback given after a Tutor-Marked Assignment (TMA) is scored?",To penalise the student further,To strengthen areas of weakness identified,To disqualify the student from further study,TMAs receive no feedback at all,B,"After marking a TMA, the facilitator makes comments and gives feedback to learners to strengthen areas of weakness.",3
Instructional-based assessment modes discussed in this unit consist mainly of which two forms?,Only final examinations,In-text/self-assessment and tutor/computer-marked assignments,Only oral interviews,Only research projects,B,This unit covers two forms of instructional-based assessment: in-text/self-assessment and tutor/computer-marked assignment.,3
"According to this unit, what does 'poor presentation' in an exam answer refer to, as something to avoid?",Writing too many correct facts,Unstructured answers lacking paragraph division and illegible handwriting,Using too much class material,Finishing the exam too early,B,"Poor presentation refers to unstructured answers lacking paragraph division, writing in note form, and illegible handwriting -- all to be avoided.",3
"According to this unit, who is required to sign off on a Students Industrial Work Experience Scheme (SIWES) logbook and reports before the programme is deemed passed?",No signature is required,"The programme requires a satisfactory report, reviewed by the School Board of Studies and University Senate",Only the student signs their own report,Only the ITF signs the report,B,The SIWES programme is not deemed passed until a satisfactory report has been written and reviewed by the School Board of Studies and University Senate.,3
