question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to Friedrich Engels, as cited in this unit, why does the worker not fear the penalties of the law?",Because laws do not apply to workers,Because life has nothing to offer him -- he is deprived of pleasures and sees little reason to restrain himself,Because he is naturally law-abiding regardless of circumstance,Because he is wealthy,B,"Engels argued the worker, deprived of pleasures by poverty, has little reason to restrain his impulses or fear penalties, framing crime as tied to economic distress.",2
Karl Marx's theory of criminal behaviour centres on the capitalist tendency to maximise profits by exploiting which class?,The bourgeoisie,The proletariat (working class),The military,The clergy,B,"Marx's theory centres on the capitalist tendency to maximise profits by exploiting the working class (proletariat), leading to alienation and criminal behaviour.",2
"John Lea and Jack Young (1984) argued, in contrast to 'left idealism', that crime:",Is not a real problem for anyone,"Really is a problem for the working classes, needing realistic policies",Only affects the wealthy,Should be entirely ignored by criminologists,B,"Lea and Young (1984) argued, contrary to left idealism, that crime really is a problem for the working classes, who are often victims and need realistic policy responses.",2
Richard Quinney (1977) argued that under capitalism:,The law protects the working class exclusively,"Law is used to oppress the working classes, and 'crime' will disappear once capitalism disappears",Crime is entirely unrelated to economic systems,The ruling class does not use law as a tool,B,"Quinney (1977) argued that under capitalism, law is used to oppress the working classes, and what we regard as 'criminal' will disappear only once capitalism itself disappears.",2
"Willem Adrian Bonger argued that the propensity to commit crime is higher in which class, linked to an 'egoistic culture' generated by capitalism?",The capitalist class,The working class,The clergy,The military class,B,"Bonger argued the propensity to commit crime is higher in the working class than the capitalist class, linked to an egoistic culture generated by capitalism.",2
"Edwin H. Sutherland's Differential Association theory, formulated in nine propositions, holds that criminal behaviour is:",Purely genetic or biological,"Learned in interaction with other persons, in a process of communication",Entirely random with no learning process,Only found in isolated individuals,B,"Sutherland's Differential Association theory states criminal behaviour is learned in interaction with other persons in a process of communication, far from being genetic or biological.",2
"According to Merton's Mode of Individual Adaptation to Anomie, which mode involves accepting both culture goals and institutionalised means (the 'true story of success')?",Innovation,Conformity,Retreatism,Rebellion,B,"Conformity involves accepting both culture goals and institutionalised means -- achieving success (wealth, prestige) through talent and hard work.",2
"In Merton's typology, which mode involves accepting the goal of success (wealth) but rejecting the conventional means, instead pursuing crime?",Ritualism,Innovation,Retreatism,Conformity,B,"Innovation is the attempt to achieve a culturally approved goal (wealth) by unconventional means (crime) -- accepting the goal, rejecting legitimate means.",2
"In Merton's typology, which mode involves rejecting both the cultural goal of success and the approved means, e.g. alcoholics, drug-addicts, and 'area-boys'?",Ritualism,Rebellion,Retreatism,Conformity,C,"Retreatism rejects both the cultural goal of material success and the approved means, described in this unit through examples like alcoholics, drug addicts, and 'area-boys'.",2
The Gluecks (1950 study) estimated what proportion of delinquents in America came from broken homes?,About 10%,About 40%,About 90%,About 99%,B,"Glueck S. and Glueck E. T., in their 1950 study 'Unraveling Juvenile Delinquency', estimated about 40% of delinquents in America came from broken homes.",2
"Cultural Transmission Theory, associated with Robert Park and later Shaw and McKay, postulates that deviance is passed down when communities develop:",Cultural traditions and values that tolerate or encourage deviant conduct,Stronger law enforcement institutions,Better educational systems,Improved economic conditions,A,Cultural transmission theory holds that deviance is passed down from generation to generation when communities develop cultural traditions and values tolerant of deviant conduct.,2
"According to Frank Tannenbaum, as cited in this unit, labelling is described as:","A neutral, objective legal process","The process of making the criminal -- tagging, defining, identifying, and describing the traits complained of",A process with no impact on the individual,Only applicable to first-time offenders,B,"Frank Tannenbaum described labelling as the process of making the criminal -- tagging, defining, identifying, describing, and evoking the very traits complained of.",2
"According to labelling theory, if a rule violation is undetected, what happens?","No label is attributed to the violator, and they are not qualified as a deviant",The violator is always automatically labelled anyway,The violation becomes a felony automatically,Society punishes the violator's family instead,A,"Labelling theory's first assumption is that if a rule violation is undetected, no label will be attributed to the violator, and they should not be qualified as a deviant.",2
Howard S. Becker's study on marijuana smoking found it was defined as deviant because:,"It caused universal, objective harm regardless of context",Others had the power to label it as such,It was scientifically proven to be the most harmful drug,No group ever used it,B,Becker's study on marijuana smoking found it was defined as deviant because others had the power to label it as such -- social groups create deviance by making rules.,2
Edwin Lemert classified deviance into two types. Which of the following is one of them?,Primary deviance -- an initial action committed by an individual,Tertiary deviance,Passive deviance,Structural deviance,A,Edwin Lemert classified deviance into primary deviance (an initial action) and secondary deviance (the social reaction to the initial action).,2
"According to Ian Taylor, Paul Walton and Jock Young's book 'The New Criminology', a fully social theory of crime should address several questions. Which of the following is one of them?",Wider origins of the deviant act,Only the offender's astrological sign,Only weather conditions at the crime scene,Only the offender's favourite food,A,"Taylor, Walton and Young's fully social theory of crime should address, among other things, the wider origins of the deviant act.",2
Travis Hirschi's (1969) control theory claims that social control's essence lies in:,People's perception of the consequences of their behaviour,Purely genetic predisposition,Random chance,Government surveillance technology alone,A,Hirschi's control theory claims that the essence of social control lies in people's perception of the consequences of their behaviour.,2
"According to this unit, the classical school was primarily interested in studying:",The individual psychology of criminals,"Law-making and legal processes, rather than the criminal",Only biological causes of crime,Only economic conditions,B,"The classical school was not interested in studying criminals, but rather law-making and legal processes -- its focus was penology, societal reaction to law-breaking.",2
"According to this unit, what is central to the classical school's concept of criminal responsibility?",Free-will -- the individual's rational ability to choose between right and wrong,Pure biological determinism,Social class alone,Random chance,A,"The most significant idea of classical thought is free-will -- the individual is believed rational and able to choose between right and wrong, pleasure and pain.",2
"According to this unit, positivist criminology claimed to be more empirical and scientific by using techniques borrowed from which fields?",Psychiatry and physical anthropology,Only literature and poetry,Only theology,Only astrology,A,"Positivist writers claimed to be more empirical and scientific, using techniques of psychiatry, physical anthropology, and other new human sciences to investigate criminals.",2
"Raffaele Garofalo, in his 1884 book 'Criminology', used which concept as central to defining criminality?",Social dangerousness -- the criminal considered a high risk to himself and society,Purely economic status,Purely religious affiliation,Random selection,A,"Garofalo used the concept of social dangerousness as central to criminality -- the criminal considered a high risk to physically, psychologically, or morally harm himself and society.",2
"According to this unit, Jeffrey Reiman argued that the crimes of the rich (e.g. embezzlement, tax evasion) are typically treated by the justice system as:",More serious than poor people's crimes,"Trivial, as if not criminal offences at all -- a distortion of criminal justice",Identically to poor people's crimes with no distortion,Not addressed at all by Reiman,B,"Reiman argued that crimes of the rich, such as embezzlement and serious tax evasion, are treated as trivial -- as if not criminal offences -- illustrating a distortion of criminal justice.",2
"According to this unit, what did Young and Matthew (1992) distinguish between, regarding approaches to crime and justice?",The 'realist' and 'radical' positions,Only 'old' versus 'new' laws,Only urban versus rural crime,Only male versus female offenders,A,Young and Matthew (1992) distinguished between the 'realist' and 'radical' positions in critical criminology's approach to crime and justice policy.,2
"According to this unit, Robert Park borrowed ideas from which field to formulate his theory of human ecology?",Ecology (a branch of biology),Astrophysics,Pure mathematics,Music theory,A,"Robert Park borrowed ideas from ecology, a branch of biology studying animals/plants in relation to their habitat, to formulate a theory of human ecology.",2
"According to Shaw and McKay's Chicago study, where did delinquency rates tend to be highest?","Nearest the central business and industrial districts, decreasing toward the city edge",Uniformly distributed with no pattern,Only in the wealthiest suburbs,Only in rural farmland,A,"Shaw and McKay found delinquency rates were highest nearest the central business and industrial districts, decreasing as one moved to the edge of the city.",2
"According to this unit, what question does labelling theory concentrate on, in contrast to earlier theories that focused on why offenders commit crime?","Identifying and criticising the process by which norms arise and are enforced, and why some people are labelled while others are not",Only the biological makeup of offenders,Only the offender's family income,Only weather patterns during offences,A,"The labelling approach concentrates on identifying and criticising the process by which norms arise and are enforced, and why some people are labelled for behaving a certain way while others are not.",2
"Edwin Schur's work on 'victimless crimes' examined the legal response to which behaviours, arguing it generated more problems than it solved?","Homosexuality, pornography, prostitution, abortion, and drug use",Only murder and armed robbery,Only tax fraud,Only traffic violations,A,"Edwin Schur examined victimless crimes -- homosexuality, pornography, prostitution, abortion, and drug use -- showing the legal response generated more problems than were solved.",2
