question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to the course material, under Section 30 of the Nigerian Criminal Code, a person under the age of 17 years is not criminally responsible for an act or omission unless it is proved that at the time, he had the capacity to know that:",He ought not to do the act or make the omission,The act was committed within Nigerian territory,A written contract governing the act existed,The act had been previously reported to the police,A,"Section 30 of the Nigerian Criminal Code provides that a person under 17 is not criminally responsible unless it is proved that at the time, he had the capacity to know that he ought not to do the act or make the omission in question.",4
"According to the course material, under the Northern Nigeria Penal Code, Section 216 addresses indecent treatment of boys less than 14 years, while Section 222 addresses indecent treatment of:",Girls under 16 years,Adult women of any age,Married women exclusively,Elderly persons of any gender,A,"Under the Northern Nigeria Penal Code, Section 216 addresses indecent treatment of boys less than 14 years, and Section 222 addresses indecent treatment of girls under 16 years, among other child protection provisions.",4
"According to the course material, Section 30 of the Children and Young Persons Act (CYPA) 1967 specifically prohibits:",Dealing in children by way of selling or trading by barter,The registration of a child's birth with local authorities,A child's enrollment in a recognised primary school,A parent's right to name their own child,A,"Section 30 of the Children and Young Persons Act (CYPA) 1967 specifically prohibits dealing in children by way of selling or trading by barter, one of several child-protection provisions under Nigerian law.",4
"According to the course material, criminal law consists of three basic fields: the general principles of criminal liability, the definition of offences, and:",Rules of evidence and criminal procedure,International trade regulations exclusively,Purely religious doctrine with no secular component,Agricultural land use policy exclusively,A,"Criminal law consists of three basic fields: the general principles of criminal liability, the definition of offences (substantive laws defining antisocial acts), and rules of evidence and criminal procedure (how an accused is declared guilty).",4
"According to the course material, the four purposes of criminal law are deterrence, rehabilitation, incapacitation, and:",Retribution,Amnesty,"Isolation, applicable only to foreign nationals","Compensation, applicable only to civil litigants",A,"The four purposes of criminal law identified are deterrence (stopping people from committing crimes), rehabilitation (helping offenders regain their potential as citizens), incapacitation (restraining dangerous persons), and retribution (punishment, e.g. ""an eye for an eye"").",4
"According to the course material, in Nigeria, the Criminal Procedure Act (CPA), Cap. 43, LFN 1958, operates in the southern states, while the applicable law in the northern part of Nigeria is the:","Criminal Procedure Code (CPC), Cap. 30, 1963",Sharia Penal Legislation of 1999 exclusively,Customary Courts Act of 1945 exclusively,The unwritten common law of England exclusively,A,"In Nigeria, the Criminal Procedure Act (CPA), Cap. 43, LFN 1958, operates in the southern states, while the Criminal Procedure Code (CPC), Cap. 30, 1963, operates in the northern part of Nigeria.",4
"According to the course material, the three major sources of criminal law are common law/statutes/case decisions, constitutional laws, and:",Administrative rules and regulations,"Purely oral, unwritten community traditions exclusively","International treaties exclusively, with no domestic source","Religious doctrine exclusively, with no secular source",A,"The three major sources of criminal law are common law, statutes, and case decisions; administrative rules and regulations; and constitutional laws.",4
"According to the course material, in Nigeria, the administrative agency that has successfully prosecuted violations related to indiscriminate hazardous waste dumping, oil spills, and illegal handling of hazardous substances is the:",Environmental Protection Agency (EPA),Nigeria Police Force exclusively,Central Bank of Nigeria exclusively,National Assembly exclusively,A,"In Nigeria, the Environmental Protection Agency (EPA) is cited as having successfully prosecuted significant violations of environmental statutes, including indiscriminate hazardous waste dumping and oil spills causing damage to waterways.",4
"According to the course material, the criminal justice process of an alleged juvenile offender in Nigeria is determined by three roles: the role of the police, the role of the Home Office, and the role of:",The juvenile court (family court),The National Assembly exclusively,The Central Bank of Nigeria exclusively,The Nigerian military exclusively,A,"The criminal justice process of an alleged offender's trial and possible conviction is determined by three roles: the role of the police, the role of the Home Office, and the role of the juvenile court (family court).",4
"According to the course material, if the police make an arrest without a warrant, the arrestee must be brought before the magistrate court within how many hours for a probable cause hearing?",48 hours,4 hours,480 hours,"4 hours only if the offence is a misdemeanor, with no limit otherwise",A,"The course material states that if police make an arrest without a warrant, the arrestee must be brought before the magistrate court within 48 hours for a probable cause hearing to determine if sufficient evidence of the crime exists.",4
"According to the course material, the decision by a prosecutor to drop a case after a complaint has been made, due to insufficient evidence, witness reluctance to testify, or police error, is known as:",Nolle Prosequi,Habeas Corpus,Res Judicata,Amicus Curiae,A,"Siegel and Senna (2005), cited in the course material, describe Nolle Prosequi as a prosecutor's decision to drop a case after a complaint has been made, due to insufficient evidence, witness reluctance to testify, or police error.",4
"According to the course material, the juvenile court (family court) serves three important functions: upholding the welfare of young persons as a social service, adhering to the rule of law as a guardian of civil liberties, and providing the general public with protection from:",The aggressive acts of delinquents and unruly children,Any form of taxation whatsoever,International trade competition,"Adult offenders exclusively, with no distinction for juveniles",A,"The juvenile court serves three functions: as a social service upholding the welfare of young persons, as a guardian of civil liberties adhering to the rule of law, and providing the public with protection from the aggressive acts of delinquents and unruly children.",4
"According to the course material, unlike adult trials, the trial of a juvenile in Nigeria is a private affair from which the press is kept away, and endangered juveniles may be placed under the supervision of probation officers for a specified period with a maximum of:",3 years,30 years,"3 months only, with no possibility of extension","Life, with no possibility of release",A,"Juvenile trials are private affairs from which the press is excluded; endangered juveniles may be placed under probation officer supervision for a specified period with a maximum of 3 years, distinct from adult imprisonment.",4
