question_text,option_a,option_b,option_c,option_d,correct_option,explanation,module
"According to the course material's discussion of bioterrorism, Category A biological agents, considered the highest priority and most destructive, include variola major (smallpox), Bacillus anthracis (anthrax), and:",Yersinia pestis (plague),Common cold viruses only,Non-pathogenic bacteria only,Household allergens only,A,"Category A biological agents, the highest priority and most destructive with high mortality and difficulty of detection, include variola major (smallpox), Bacillus anthracis (anthrax), and Yersinia pestis (plague).",1
"According to the course material, a ""dirty bomb"", cited as an example of a radiological dispersal device (RDD), involves the use of normal explosives like TNT to:",Violently disperse radioactive materials,Generate purely conventional blast damage with no radioactive component,Create biological weapons exclusively,Produce chemical weapons exclusively,A,"A ""dirty bomb"" is a type of RDD that uses normal explosives like TNT to violently disperse radioactive materials, causing both blast damage and environmental radioactive contamination.",1
"According to the course material, the December 1986 terrorist bomb explosion outside a government office building, resulting in fifty-two reported deaths, took place in which city?","Bogota, Colombia","Lagos, Nigeria","Nairobi, Kenya","Cairo, Egypt",A,"The December 1986 terrorist attack in Colombia involved a bomb explosion outside a government office building in Bogota, resulting in fifty-two reported deaths.",1
"According to Carl Von Clausewitz, cited in the course material, the four features of the ""climate of war"" are danger, exertion, chance, and:",Uncertainty,Wealth,Popularity,Silence,A,"Clausewitz describes the ""climate of war"" as having four features: danger, exertion, uncertainty, and chance, concluding that war is both deadly and a gamble.",1
"According to the course material, the Sierra Leone Civil War, which began in 1991 and was initiated by the Revolutionary United Front (RUF), was led by:",Foday Sankoh,Charles Taylor,Idi Amin,Robert Mugabe,A,"The Sierra Leone Civil War was initiated by the Revolutionary United Front (RUF), led by Foday Sankoh, whose rebel group launched its first bloody campaign into eastern Kailahun from Liberia on 23 March 1991.",1
"According to the course material, the Sino-Japanese War of 1894-95, an example illustrating the uncertainty of war outcomes despite China's larger army and naval superiority, ended with the Treaty of:",Shimonoseki,Versailles,Westphalia,Tordesillas,A,"Despite China's larger army and naval superiority, Japan won the Sino-Japanese War (1894-95); the 1895 Treaty of Shimonoseki required China to recognise Korea's independence and cede territory to Japan.",1
"According to the course material, the philosophical basis of information warfare can be linked to Sun Tzu's ideological orientation, who argued that subjugating the enemy's army without fighting is:",The true pinnacle of excellence,An impossible and worthless goal,Less valuable than winning one hundred battles,Only relevant to naval warfare,A,"Sun Tzu's ideological orientation, foundational to information warfare thinking, holds that ""attaining one hundred victories in one hundred battles is not the pinnacle of excellence; subjugating the enemy's army without fighting is the true pinnacle of excellence.""",1
"According to a NATO Draft Report on information warfare, cited in the course material, a single very high-altitude nuclear blast, which may cause no physical damage to structures or people, could produce an electromagnetic pulse (EMP) capable of:",Disabling all non-hardened information systems,Increasing agricultural crop yields,Improving satellite communication quality,Reducing global temperatures permanently,A,"According to the NATO Draft Report, a high-altitude nuclear blast produces intense electric and magnetic fields (EMP) that can severely affect electronic equipment, potentially disabling all non-hardened information systems, even without physical damage to structures or people.",1
"According to the course material, ""aggravated robbery"" is defined as robbery in which the offenders use a deadly weapon or what appears to be a deadly weapon, meaning that robbing a store with a toy pistol still qualifies as aggravated robbery because:",The weapon appeared to be deadly,No weapon of any kind was actually used,The robbery occurred during daylight hours,The victim was not physically present,A,Aggravated robbery involves the use of a deadly weapon or what appears to be a deadly weapon; robbing a store with a toy pistol still counts as aggravated robbery because the weapon appeared deadly to the victim.,1
"According to the course material, in countries like Mexico and Nigeria, most kidnappings lack political motives, with kidnappers instead seizing victims for:",Ransom,Purely artistic or ceremonial purposes,Government-sanctioned relocation programs,Educational exchange programs,A,"In countries like Mexico and Nigeria, most kidnappings lack political motives; kidnappers seize victims for ransom, and many families pay heavily to secure the release of their loved ones.",1
"According to the course material, extortion is described as a criminal offence that occurs when a person unlawfully obtains money, property, or services from another person, entity, or institution, through:",Coercion,"A legally binding, voluntary contract",A publicly announced lottery,An inheritance following a death,A,"Extortion is a criminal offence occurring when a person unlawfully obtains money, property, or services from another through coercion, as illustrated in the course material's discussion of police extortion in Nigeria.",1
"According to the course material, one of the causes of insurgency cited is the ideological rivalry during the Cold War era between the Angolan government and a rebel group led by the late J. Savimbi, known as:",The National Union for the Total Liberation of Angola (UNITA),The African National Congress (ANC),The Pan-Africanist Congress (PAC),The Zimbabwe African National Union (ZANU),A,"The ideological rivalry between the Angolan government and UNITA (National Union for the Total Liberation of Angola), led by the late J. Savimbi, especially during the Cold War era, is cited as an example of insurgency driven by ideological differences.",1
"According to the course material, ""Wildcat Strikes"" are a form of strike embarked upon by workers without being mandated by their respective labour unions, and are therefore often regarded as:",Unofficial strikes,The only legally recognised form of strike,A criminal offence in every jurisdiction,A government-mandated holiday,A,"Wildcat Strikes involve workers embarking on a work boycott without formal authorisation from their unions, and are therefore often regarded as unofficial strikes, posing security risk since employers may struggle to negotiate.",1
"According to the course material, the strike embarked upon by labour unions in Nigeria in the early 1990s, in reaction to the annulment of the June 12, 1993 presidential election, was met with the military government under General Sani Abacha resorting to:",Unlawful arrests of union leaders and human rights activists,An immediate and full re-run of the annulled election,"A formal, permanent transfer of power to a civilian government",A national referendum on the strike's legitimacy,A,"In reaction to the strikes following the annulment of the June 12, 1993 election, the military government under General Sani Abacha resorted to unlawful arrests of union leaders and human rights activists to legitimise his rule.",1
"According to the course material, the IRA (Irish Republican Army), which grew out of the Irish Civil Rights movement in the 1960s, declared a cease-fire on 31 August 1994 but resumed hostilities on:",15 September 1997,1 January 2000,11 September 2001,25 December 1994,A,"The IRA declared a cease-fire on 31 August 1994 but resumed hostilities on 15 September 1997, illustrating the long and interrupted history of its terrorist campaign.",1
"According to the course material, the terrorist group in Spain known as ETA (Basque separatist organization) has carried out several terrorist operations resulting in more than how many Spaniards killed, kidnapped, or maimed?",1000,10,"100,000",10 million,A,"The Basque separatist organization ETA has carried out several terrorist operations in Spain, resulting in more than 1000 Spaniards being killed, kidnapped, or maimed.",1
"According to the course material, the Italian terrorist group known as the Red Brigades reached the crescendo of its activities with the 1978 kidnapping and killing of former Italian Prime Minister:",Aldo Moro,Silvio Berlusconi,Benito Mussolini,Giulio Andreotti,A,"The Red Brigades' terrorist activities reached a crescendo with the 1978 kidnapping and killing of Aldo Moro, a former Italian prime minister.",1
