"question_text","option_a","option_b","option_c","option_d","correct_option","explanation","module"
"Which idea is described in the source as a tacit legitimization of elitist rule?","The Platonic idea of the philosopher king","The Aristotelian idea of the master science","The Hobbesian idea of the Leviathan","The Weberian idea of legal-rational authority","A","The source states that the Platonic idea of philosopher king is considered a tacit legitimization of elitist rule.","3"
"Why do elected representatives possess greater political power than average citizens, according to the source?","Because they are constitutionally immune from prosecution","Because they meet and operate on a regular basis and are better informed about the technicalities of law and socio-political relations","Because they control the security agencies directly","Because they are appointed rather than elected","B","The source explains that by virtue of their positions representatives possess greater political power than average citizens because they meet and operate on a regular basis and are better informed about the technicalities of the law and of socio-political relations, while the majority's power of ejection is exercised only irregularly, at long intervals during elections.","3"
"Lucien Pye observed that in developing societies democracy has been criticised as being which of the following?","Too expensive to administer","Linked with inefficiency, muddled actions and corrupt practices, while authoritarian ways are identified with clear thinking and firm dedication","Foreign to indigenous culture","Incapable of producing a stable government","B","The source quotes Lucien Pye on the strange idea spread within many transitional societies that democracy is linked with inefficiency, muddled actions and corrupt practices, while authoritarian ways are identified with clear thinking, purposeful action and firm dedication.","3"
"According to the source, this criticism of democracy as inefficient provided African leaders in the first decade of independence with a rationale for which preference?","Military rule as a transitional arrangement","One-party democracy, which in reality was a euphemism for dictatorship","A return to traditional monarchical systems","Federalism as a means of managing diversity","B","The source states that this essentially constituted the rationale put forward by African leaders in the first decade of independence for their preference for one party democracy, which in reality was a euphemism for dictatorship.","3"
"Which Nigerian leader is quoted in the source as saying there is no substitute to democracy as a form of government?","Nnamdi Azikiwe","Ahmadu Bello","Tafawa Balewa","Obafemi Awolowo","D","The source quotes Obafemi Awolowo (1981) as saying there is indeed no substitute to democracy as a form of government, and that it is most certainly the best form of government which mankind, in its long, painful and heroic search, has evolved.","3"
"The electoral system is defined in the source as which of the following?","The set of laws governing the registration of political parties","The body of officials appointed to conduct and supervise elections","The process or machinery through which citizens in a democratic state elect their representatives in competitive elections held at periodic intervals","The arrangement by which a government allocates seats to its supporters","C","The source defines the electoral system as a process or the machinery through which citizens in any given democratic state elect their representatives in competitive elections that are held at periodic intervals.","3"
"J. J. Rousseau, who popularised the doctrine of the 'general will', preferred direct democracy on which ground?","That representative government is too expensive to operate","That elections are always subject to manipulation","That an individual's will is inalienable and cannot be transferred, and no one can adequately represent another individual","That only small states can be governed effectively","C","The source records Rousseau's preference for direct democracy over representative government, on the ground that an individual's will could not be transferred because it is inalienable, and that no one can adequately represent another individual.","3"
"According to the source, what is now popularly referred to as liberal democracy rests on which three pillars?","Separation of powers, checks and balances and judicial review","Representative government, universal suffrage and unrestricted franchise","Rule of law, periodic elections and an independent press","Federalism, constitutionalism and party competition","B","The source states that what is now popularly referred to as liberal democracy rests on the pillars of representative government, universal suffrage and unrestricted franchise or voters' eligibility.","3"
"Which electoral system does the source state is practised in Nigeria at present?","The majority rule system","Proportional representation","The mixed-quorum system","The single transferable vote","A","The source states that in a majority rule system, which is practised in Nigeria at present, the party or candidate with the majority of votes cast in an election is declared the winner.","3"
"What does the source identify as a major disadvantage of the majority rule system?","It always produces a coalition government","It requires the whole country to be treated as one constituency","A party may win a minority of votes and nevertheless command a majority of seats in parliament, and thus form a government","It prevents minority parties from contesting elections","C","The source states that a major disadvantage of the majority rule system is that a party may win a minority of votes and nevertheless command a majority of seats in parliament, and thus form a government.","3"
"According to the source, what may happen to minority parties that are constantly defeated under a majority rule system?","They may lose interest in politics, or develop radical or subversive ideas","They are automatically allocated seats in proportion to their votes","They are legally required to merge with the winning party","They gain increased access to state funding","A","The source states that in a majority rule system the minority parties that are constantly defeated at elections may either lose interest in politics, or develop radical or subversive ideas, and that it may also encourage the fragmentation of political parties along regional or ethnic lines.","3"
"Under proportional representation, how are elections decided?","At constituency level, by whoever polls the highest number of votes","Not at constituency level -- the country as a whole is considered as one single constituency","By an electoral college drawn from the regions","By a run-off between the two leading candidates","B","The source states that under proportional representation, elections are not decided at constituency level; the country as a whole is considered as one single constituency, with parties presenting candidates to the entire electorate on lists.","3"
"Under proportional representation, how are parliamentary seats allotted?","According to the percentage of votes a party scores in the entire country","Equally among all registered parties","According to the number of constituencies a party contests","By negotiation among party leaders after the poll","A","The source states that under proportional representation a party is allotted as many seats in parliament as correspond to the percentage of votes it scored in the entire country, so that parliament reflects the strength of each party.","3"
"Under a system of proportional representation, government is usually formed in which manner?","By the single largest party governing alone","By a government of national unity including all parties","By a coalition of several parties","By the party that wins the most constituencies","C","The source states that under the proportional representation variant, government is usually, if not always, by a coalition of several parties.","3"
"Which criteria of representation does the source say are employed in Nigeria and the USA for elections to the two legislative chambers?","Functional and occupational criteria","Ethnic and religious criteria","Both population and territorial criteria","Territorial criteria alone","C","The source states that population, territorial and functional criteria may be used selectively or in combination, and that in Nigeria and the USA both population and territorial criteria are employed in elections to the two chambers of the National Assembly and the Congress respectively.","3"
"Which of the following is one of Robert Dahl's three conditions essential to achieving a credible election?","Compulsory voting enforced by law","Meaningful and extensive competition among individuals and organized groups for public positions","A single national constituency for all elections","State ownership of the broadcast media","B","The source lists Dahl's three conditions as meaningful and extensive competition among individuals and organized groups for public positions; a highly inclusive level of political participation through regular, free and fair elections excluding no significant group of adults; and civil and political liberties sufficient to ensure the integrity of political competition and participation.","3"
"Why does the source describe political neutrality and financial independence of the electoral umpire as a pre-requisite for sustainable democracy?","Otherwise the electoral body cannot afford to pay its staff","Otherwise the courts will refuse to hear election petitions","Otherwise electoral officials will always be suspected of manipulating the electoral process in favour of the incumbents","Otherwise international observers will not be admitted","C","The source states that the electoral umpire must be neutral and financially independent of other organs of government, otherwise electoral officials will always be suspected of manipulating the electoral process in favour of the incumbents.","3"
"The source describes which practice as the universally accepted standard for voting itself?","One man, one vote and secret balloting","Open ballot with public declaration of preference","Proxy voting through party agents","Weighted voting according to tax contribution","A","The source states that one man, one vote and secret balloting is the universally accepted standard practice, in order to guarantee that voters cast their votes without any fear of intimidation.","3"
"Why does the source insist that election petitions be disposed of within a reasonable time?","To reduce the workload of the judiciary","To allow the electoral commission to prepare for the next election","In order not to confer undue legitimacy on a winner who may have manipulated the electoral process to his own advantage","To satisfy the requirements of international observers","C","The source states that it is very important to dispose of election petitions within a reasonable time in order not to confer undue legitimacy to a winner who may have manipulated the electoral process to his own advantage.","3"
"The history of elections in Nigeria began in 1923 following the promulgation of which constitution?","The Macpherson Constitution of 1951","The Clifford Constitution of 1922","The Richards Constitution of 1946","The Lyttleton Constitution of 1954","B","The source states that the history of elections in Nigeria began in 1923 following the promulgation of Clifford's constitution of 1922, when an electoral system was introduced to regulate elections into three legislative seats in Lagos and one in Calabar.","3"
"The 1923 elections in Nigeria were based on a restricted franchise of what income?","50 pounds per annum","100 pounds per annum","200 pounds per annum","25 pounds per annum","B","The source states that the 1923 elections were based on a restricted franchise of 100 pounds per annum, and that in 1946 the income requirement was reduced to 50 pounds.","3"
"Which constitution is described in the source as the major landmark in the history of electioneering in Nigeria, for introducing party politics?","The Macpherson Constitution of 1951","The Clifford Constitution of 1922","The Richards Constitution of 1946","The Independence Constitution of 1960","A","The source states that the major landmark in the history of electioneering in Nigeria was the introduction of party politics by the Macpherson constitution of 1951, which led to the evolution of the political parties that contested elections into the regional Assemblies.","3"
"Which party, led by Sir Ahmadu Bello, was in control of the Northern Region?","The Action Group (AG)","The Northern Peoples' Congress (NPC)","The National Convention of Nigerian Citizens (NCNC)","The Northern Elements Progressive Union (NEPU)","B","The source states that the Northern Peoples' Congress (NPC) was led by Sir Ahmadu Bello and was in control of the Northern Region, while the Action Group led by Chief Obafemi Awolowo controlled the Western Region and the NCNC controlled the Eastern Region.","3"
"In the 1959 Federal elections, which form of suffrage was used in the Northern Region?","Universal adult suffrage","Male adult suffrage only","A property-based franchise","No elections were held in the North","B","The source states that during the 1959 Federal elections the East and West adopted universal adult suffrage, and only the North used male adult suffrage.","3"
"Which body was the first electoral institution established to manage the conduct of elections in Nigeria?","The Federal Electoral Commission (FEC)","The Federal Electoral Commission (FEDECO)","The Electoral Commission of Nigeria (ECN)","The National Electoral Commission (NEC)","C","The source states that the first electoral institution established to manage the administration and conduct of elections in Nigeria was the Electoral Commission of Nigeria, and that the ECN administered the 1959 pre-independence general elections that heralded Nigeria's first republic.","3"
"FEDECO was established in 1978 by which regime, and in preparation for which elections?","The Tafawa Balewa administration, for the 1964 elections","The Babangida administration, for the 1993 elections","The General Olusegun Obasanjo regime, for the 1979 elections","The Abdusalami Abubakar regime, for the 1999 elections","C","The source states that in preparation for the 1979 elections, General Olusegun Obasanjo's regime established the Federal Election Commission (FEDECO), and that the commission established in 1978 was disbanded in 1983 by the military because of its partiality in the massively rigged 1983 elections.","3"
"The National Electoral Commission (NEC), established in 1987 under General Babangida, was initially headed by which person?","Professor Humphrey Nwosu","Justice Ovie Whiskey","Professor Eme Awa","Justice Muhammed Uwais","C","The source states that in 1987, following the report of the Political Bureau, Babangida established the Electoral Commission (NEC) initially headed by Professor Eme Awa and later by Professor Humphrey Nwosu.","3"
"The Independent National Electoral Commission (INEC) came into being through which instrument?","Decree No. 17 of 1998","The Electoral Act of 2006","Section 84 of the 1999 Constitution","A resolution of the Constituent Assembly","A","The source states that after the demise of General Sani Abacha, his successor General Abdusalami Abubakar overhauled the electoral commission and renamed it the Independent National Electoral Commission, which came into being via the enactment of Decree No. 17 of 1998.","3"
"INEC's responsibility, as contained in the Third Schedule of the 1999 Constitution, is which of the following?","The conduct and management of the electoral process in the country","The registration and deregistration of political parties only","The prosecution of electoral offences","The delimitation of constituency boundaries only","A","The source states that INEC's responsibility as contained in the Third Schedule of the 1999 constitution of the Federal Republic of Nigeria is the conduct and management of the electoral process in the country.","3"
"The problems confronting elections in Nigeria are linked in the source to which factors?","The behavioural and attitudinal dispositions of the political elite, and the institutions saddled with conducting elections","The size of the electorate and the cost of elections","The absence of a written constitution","The influence of foreign observers and donor agencies","A","The source links the problems confronting elections to the behavioural and attitudinal dispositions of the political elite (Almond), and places part of the blame on the institutions saddled with responsibility for conducting elections.","3"
"How does the source characterise the relationship between Nigeria's electoral commissions and the executive for most of the country's political history?","They were fully autonomous and professionally run","They were controlled directly by the National Assembly","Rather than being independent and non-partisan, they were tied to the apron strings of the incumbent executives","They were supervised by the judiciary at all times","C","The source states that experience has shown that rather than being independent of the executive and non-partisan, electoral commissions for the greater part of Nigeria's political history have been tied to the apron string of the incumbent executives.","3"
"On what date did President Umaru Musa Yar'Adua announce the setting up of the electoral reform panel?","26 January 2009","31 December 1983","27 August 1985","28 August 2007","D","The source states that on August 28, 2007, President Umar Musa Yar'Adua announced the setting up of an electoral reform panel headed by the former Chief Justice of Nigeria, Muhammed Uwais.","3"
"Muhammed Uwais, who headed the electoral reform panel, had previously held which office?","Chief Justice of Nigeria","Chairman of INEC","President of the Senate","Attorney-General of the Federation","A","The source states that the electoral reform panel was headed by the former Chief Justice of Nigeria, Muhammed Uwais.","3"
"In reviewing Nigeria's electoral history, the Uwais committee covered how many years of elections, and from which starting year?","50 years of elections since 1959","100 years of elections since 1907","40 years of elections since 1967","85 years of elections since 1922","D","The source states that in the committee's review of the 85-year history of elections in Nigeria since 1922, it observed a progressive degeneration of outcomes, with the 2007 election believed to be the worst.","3"
"The Uwais committee established that which factor is a key deficiency of Nigeria's electoral process?","The absence of electronic voting machines","The low level of voter education","The lack of independence by the electoral commissions at both federal and state levels","The excessive number of registered political parties","C","The source states that the committee reviewed the country's electoral history and established that the lack of independence by the electoral commissions at both federal and state levels is a key deficiency of Nigeria's electoral process.","3"
"Which of the following was NOT among the three bills drafted by the Uwais committee?","An Act to Amend the 1999 Constitution","An Act to Amend the 2006 Electoral Act","An Act to establish a National Population Commission","An Act to establish an Electoral Offences Commission","C","The source states that the committee prepared drafts of three bills: an Act to Amend the 1999 constitution, an Act to Amend the 2006 Electoral Act, and an Act to establish an Electoral Offences Commission.","3"
"To secure INEC's independence, the Uwais committee recommended that its election expenditure be made which of the following?","A charge on the budget of the Presidency","Subject to annual approval by the National Assembly","A first charge on the Consolidated Revenue Fund of the Federation","Funded through donations from registered political parties","C","The source states that the committee recommended amending Section 84 of the 1999 Constitution by adding a subsection providing that the election expenditure of the independent electoral commissioners' offices shall be a first charge on the Consolidated Revenue Fund of the Federation.","3"
"The committee recommended splitting INEC into which two bodies?","A federal commission and thirty-six state commissions","A registration department and a results collation department","A civilian arm and a security arm","A board that formulates broad electoral policy and direction, and a professional or technical election management agency to conduct the elections","D","The source states that the committee recommended that INEC be split into two bodies: a board that formulates broad electoral policy and direction, and a professional or technical election management agency to handle the actual conduct of the elections.","3"
"Under the recommended nomination process for INEC positions, which body would advertise the positions and shortlist three persons for each?","The National Judicial Council","The National Council of State","The Senate","The Council of Traditional Rulers","A","The source states that for the positions of chairman and the six geo-political zones, the National Judicial Council shall advertise all the positions, receive applications and nominations from the general public, and shortlist three persons for each position, forwarding them to the National Council of State to select one and forward to the Senate for confirmation.","3"
"Which three new agencies did the Uwais committee recommend creating in its 'unbundling' of INEC?","The Centre for Democratic Studies, the National Boundary Commission, and the National Identity Management Commission","The Political Parties Registration Council, the Electoral Offences Commission, and the Constituency Delimitation Commission","The Electoral Tribunal, the Voter Registration Agency, and the Results Collation Board","The National Population Commission, the National Bureau of Statistics, and the Surveyor-General's Office","B","The source states that the committee recommended the creation of three new agencies: the Political Parties Registration Council (PPRC), the Electoral Offences Commission, and the Constituency Delimitation Commission.","3"
"A fourth body recommended by the committee, to undertake broad civic education for legislators, political office holders, security agencies and the general public, was which of the following?","The National Orientation Agency","The Political Parties Registration Council","The Constituency Delimitation Commission","The Centre for Democratic Studies","D","The source states that a fourth body, the Centre for Democratic Studies (CDS), was recommended to be established to undertake broad civic education for legislators, political office holders, security agencies, politicians, political parties and the general public.","3"
"What did the committee recommend regarding the State Independent Electoral Commissions (SIECs)?","That they be granted full financial autonomy from state governments","That they be reorganized and structured into INEC to form a single election management body for the country","That their chairmen be appointed by the National Judicial Council","That they take over the conduct of National Assembly elections","B","The source states that the committee recommended that the State Independent Electoral Commissions should be reorganized and structured into INEC to form a single election management body for the country.","3"
"On the voting process, the committee recommended which of the following?","The gradual introduction of electronic machines in future elections after a period of limited testing and experimentation","The immediate and complete replacement of paper ballots","The retention of open ballot voting in all elections","The introduction of compulsory voting enforced by fines","A","The source states that on the voting process and procedure, the committee recommended the gradual introduction of electronic machines in future elections after a period of limited testing and experimentation.","3"
"Regarding party agents, the committee recommended that accreditation be done at what point?","14 days to the election","On election day, as under the existing practice","Seven days after the election","At the point of party registration","A","The source states that unlike the present practice where party agents are accredited on election day, the committee recommended that the accreditation be done 14 days to the election.","3"
"The committee recommended a mixed electoral system combining which two arrangements?","Direct and indirect election of representatives","Open balloting and secret balloting","The majority rule or first-past-the-post system and modified proportional representation","Zero-party and multi-party contests","C","The source states that the committee recommended a mixed electoral system, a combination of the majority rule or first-past-the-post system and modified proportional representation for legislative elections at federal, state and local government levels, except the Senate.","3"
"Under the recommended mixed system, how many House of Representatives constituencies would be filled by the first-past-the-post system?","108","36","109","360","D","The source states that for the House of Representatives the existing 360 constituencies would be filled by the first-past-the-post system, while for the Senate the committee recommended a mixed electoral system for the 108 seats.","3"
"What time limit did the committee set for the resolution of all disputes arising from an election?","Three months","One year","Two years","Six months","D","The source states that the committee recommended the conclusion of election disputes before the swearing in of elected officials, with a time limit of six months set for the resolution of all disputes arising from an election.","3"
"In rejecting the zero-sum or winner-takes-all approach to politics, the committee recommended that parties winning what proportion of National Assembly seats should qualify for cabinet appointments?","At least 10 per cent","At least 2.5 per cent","At least 5 per cent","At least 25 per cent","B","The source states that the committee rejects the zero-sum approach to politics, more popularly known as winner-takes-all, recommending that political parties which win at least 2.5 per cent of the National Assembly seats shall be qualified for cabinet appointments.","3"
"According to the source, what does a good electoral system achieve?","It delicately balances the politics of participation with the politics of representation, contributing to a viable and sustainable political culture","It guarantees that the ruling party will retain power","It removes the need for political parties altogether","It eliminates the possibility of election petitions","A","The source states that a good electoral system delicately balances the politics of participation with the politics of representation and ultimately contributes to the building of a viable and sustainable political culture.","3"
"What distinction does the source draw between Nigeria and the advanced democracies on electoral administration?","The advanced democracies have devised a perfect process of electoral administration","The advanced democracies do not require electoral reforms at all","The advanced democracies rely entirely on electronic voting","The advanced democracies have subjected their electoral procedure to an uninterrupted practice, so that their systems have matured and endured","D","The source states that no country, including the advanced democracies, has yet devised a perfect process of electoral administration, but the difference is that those countries have subjected their electoral procedure to an uninterrupted practice, so that over the years their electoral systems have not only matured but have also endured.","3"
