"question_text","option_a","option_b","option_c","option_d","correct_option","explanation","module"
"Which pairs of parties are cited as the two dominant parties in the United States and Great Britain respectively?","Federalist and Whig; Liberal and Unionist","Democratic and Republican; Liberal Democrat and Labour","Democratic and Republican; Conservative and Labour","Republican and Progressive; Conservative and Liberal","C","The source states that in the United States and Great Britain, where two-party systems operate, the two parties are the Democratic and Republican Parties in the former and the Conservative and the Labour Parties in the latter, both being products of historical evolution.","4"
"How does the source describe President Babangida's creation of the Social Democratic Party and the Republican Convention?","As a clear aberration, since the two-party systems elsewhere are products of historical evolution","As a model for other African states to follow","As the most successful experiment of the Third Republic","As a faithful copy of the American two-party system","A","The source states that the Nigerian example, when President Babangida decreed into existence the Social Democratic Party and the Republican Convention during Nigeria's ill-fated Third Republic, was a clear aberration, in contrast to the historically evolved two-party systems of the USA and Britain.","4"
"What does the source describe as the greatest advantage of the two-party system?","It reduces the cost of conducting elections","It guarantees that no party can ever dominate","It promotes political stability by providing for the possibility of alternative governments","It removes the need for a party whip","C","The source states that the greatest advantage of two-party systems is that they promote political stability by providing for the possibility of alternative governments, with room for choice of candidates and party manifestos.","4"
"Which disadvantage of the two-party system does the source identify?","It always produces weak coalition governments","It offers voters too many competing programmes","There is a danger it may divide the country into two opposing factions, polarising it along religious and ethnic divides","It prevents the emergence of a shadow cabinet","C","The source lists among the disadvantages of a two-party system the danger that it may divide the country into two opposing factions, polarising it along religious and ethnic divides and endangering national unity, and that it may lead to a one-party state if one party retains power for a disproportionately long period.","4"
"Which country does the source use as a good example of a multi-party system where parties represent diverse interests such as religion, gender and environment?","France","Italy","Nigeria","Germany","D","The source states that Germany offers a good example of a multi-party system where the parties in the country represent diverse interests such as religion, gender and environmental, with France, Italy and Nigeria also named in the same group.","4"
"Which of the following is identified in the source as a drawback of the multi-party system?","It eliminates the possibility of alternative government","It guarantees the emergence of a dictatorship","It prevents minority interests from being represented","Too many political programmes are offered to voters, which may confuse them and make electoral choice difficult","D","The source lists among the drawbacks of multi-party systems that too many political programmes are offered to voters, confusing them and making electoral choice difficult, that it is very expensive to manage, and that parties formed on ethnic or sectional lines may jeopardise national interest.","4"
"Why, according to the source, do coalition governments arising from multi-party systems tend to be weak and unstable?","Because a coalition assuming office lacks a common policy or platform before coming into power, forcing unhealthy compromises and horse-trading","Because coalition partners are forbidden by law from sharing cabinet posts","Because coalition governments cannot pass any legislation","Because voters are not permitted to remove a coalition at elections","A","The source states that a coalition government that assumes office after a multi-party contest lacks a common policy or platform before coming into power, forcing on those parties a lot of unhealthy compromises, horse-trading and concessions during which vital principles are abandoned.","4"
"The zero-party or non-party option was put to Nigeria's Constitution Drafting Committee by which head of state?","General Olusegun Obasanjo","General Murtala Muhammed","General Ibrahim Babangida","General Sani Abacha","B","The source states that the zero or non-party system was one of the options that General Murtala Muhammed gave to the Constitution Drafting Committee in Nigeria in 1975, charging its members to recommend that alternative if they found a means by which government could be formed without political parties.","4"
"On what ground did the Constitution Drafting Committee dismiss the zero-party option?","That it would be too expensive to administer","That it had already failed in other African countries","That the constitution forbade it","That accepting a no-party system alongside representative government would amount to a syndicalist or corporativist system, likely leading ultimately to a fascist system of government","D","The source quotes the CDC's dismissal: to accept a no-party system and yet accept some form of representative government would amount to accepting a syndicalist or corporativist political system, which, where practicable under modern conditions, would not unlikely lead ultimately to a fascist system of government.","4"
"The Italian political scientist Giovanni Sartori described parties as which of the following?","The natural enemies of stable government","Mere vehicles for the ambitions of individual politicians","Instruments through which the bourgeoisie controls the state","The central intermediate and intermediary structures between society and government","D","The source quotes Giovanni Sartori as stating that parties are the central intermediate and intermediary structures between society and government, in the context of parties' function of representation.","4"
"In performing the function of interest articulation and aggregation, what do parties do?","They suppress minority interests in favour of the majority","They transfer all interest representation to pressure groups","They express and combine the various interests found in society, drawing them into a coherent whole and balancing competing interests against each other","They restrict membership to a single economic class","C","The source explains that in developing collective goals parties help to articulate (express) and aggregate (combine) the various interests found in society, being forced to draw the demands of a multitude of groups together into a coherent whole, thereby balancing competing interests against each other.","4"
"Why is the parliamentary system in Britain referred to in the source as 'party government'?","Because only party members may vote at elections","Because the policies and programmes of the British government at any point in time are wholly based on the manifesto of the party in power","Because the parties fund the running of parliament","Because the monarch is chosen by the ruling party","B","The source states that the parliamentary system in Britain is referred to as party government because the policies and programmes of the British government at any point in time are wholly based on the manifesto of the party that is in power in the country.","4"
"Pressure groups are defined in the source as which of the following?","Organizations that contest elections in order to form government","Bodies established by the constitution to advise government","Organized bodies which seek to influence the context of government decisions","Associations whose membership is determined solely by birth","C","The source defines pressure groups as organized bodies which seek to influence the context of government decisions, seeking either to prevent unfavourable policies or to influence government to fashion policies in the best interest of their members.","4"
"What distinction does the source draw in emphasis between 'interest group' and 'pressure group'?","The former emphasises why individuals aggregate in pursuit of a common goal; the latter emphasises the method they employ, namely exerting pressure on agencies of government","The former operates only in developed countries; the latter only in developing countries","The former is always legally registered; the latter is not","The former seeks office while the latter seeks benefits","A","The source states that the two terms are often used interchangeably and convey virtually the same meaning, but the emphasis in the former is on why a set of individuals aggregate in pursuit of a common goal, while in the latter what is salient is the method they employ, usually by exerting pressure on agencies of government.","4"
"According to the source, what is the relationship between government activity and pressure group formation?","The more active a government is, the fewer pressure groups will be formed","The more active a government is, the greater the probability that more pressure groups will be formed around such activities","Government activity has no effect on pressure group formation","Pressure groups form only when government is inactive","B","The source states that the more active a government is, the greater is the probability that more pressure groups will be formed around such activities.","4"
"Which Nigerian pressure groups does the source cite as having played prominent roles in promoting discussion, debate and public education on key issues?","The Arewa People's Congress, Odua People's Congress and Ohaneze Ndigbo","The Campaign for Democracy and the National Democratic Coalition","The Nigeria Labour Congress, the Nigerian Bar Association and the Nigerian Medical Association","NECA, NACCIMA and the Nigerian Chamber of Commerce","C","The source states that the Nigeria Labour Congress (NLC), Nigerian Bar Association (NBA) and Nigerian Medical Association (NMA) have played prominent roles in promoting discussion and debate, mobilising public opinion and educating the public on specific issues.","4"
"Which group is cited in the source as providing a platform for marginalised minorities in the Niger Delta agitation over environmental pollution and fiscal federalism?","The Movement for the Survival of Ogoni People","The Nigerian Union of Teachers","The Christian Association of Nigeria","The Nigerian Employers Consultative Association","A","The source states that the Movement for the Survival of Ogoni People (MOSOP) has severally provided a platform for the minorities in the Niger Delta in their long agitations for compensation on account of environmental pollution and for fiscal federalism.","4"
"How can pressure groups serve the legislature and bureaucracy, according to the source?","By drafting legislation on their behalf","By supervising the conduct of elections","As an important and valuable source of specialized information and expertise","By appointing officials to government departments","C","The source states that pressure groups can serve as an important and valuable source of specialized information and expertise for the legislature and bureaucracy, giving the example of Chambers of Commerce making inputs during budget preparations and public hearings.","4"
"Which of the following is classified in the source as an economic and business pressure group?","The Nigerian Union of Teachers","The Supreme Council of Islamic Affairs","The Nigerian Employers Consultative Association (NECA)","The Odua People's Congress","C","The source classifies the Nigerian Chamber of Commerce, the Nigerian Employers Consultative Association (NECA) and NACCIMA as economic and business pressure groups, with the NLC also grouped there as a trade union concerned with wages and working conditions.","4"
"The Nigerian Medical Association, the Nigerian Bar Association and the Nigerian Union of Teachers fall into which category of pressure group?","Religious pressure groups","Communal groups","Anomic groups","Professional groups","D","The source places the Nigerian Medical Association (NMA), the Nigerian Bar Association (NBA) and the Nigerian Union of Teachers (NUT) in the second category, composed of various professional groups.","4"
"Communal groups are distinguished in the source by which characteristic?","Their membership is based on birth, rather than recruitment","They emerge spontaneously and disperse once their objective is achieved","They form part of the machinery of government","Their members join voluntarily to pursue shared but limited goals","A","The source describes communal groups as socio-cultural associations whose membership is based on birth rather than recruitment, citing the Arewa People's Congress, the Odua People's Congress and Ohaneze Ndigbo.","4"
"Institutional groups differ from interest groups in which respect?","They are part of the machinery of government and enjoy no measure of autonomy or independence","They are larger in membership","They are formed only during periods of crisis","They pursue exclusively economic objectives","A","The source describes institutional groups as part of the machinery of government which attempt to exert influence from within their organizations, differing from interest groups in that they enjoy no measure of autonomy or independence -- examples being civil servants, military officers and associations of local government workers.","4"
"Which type of pressure group emerges spontaneously in response to an issue and usually disperses after the objective has been achieved?","Anomic groups","Associational groups","Institutional groups","Communal groups","A","The source defines anomic groups as those that often emerge spontaneously in response to an issue and usually disperse after the objective has been achieved or the contentious issues resolved, citing the Campaign for Democracy and the National Democratic Coalition, which stood against the annulment of the June 12, 1993 election.","4"
"Associational groups are characterised in the source by which features?","Voluntary action and the existence of common interests, aspirations or attitudes","Compulsory membership and permanent existence","Membership drawn exclusively from government departments","Membership determined by ethnic origin","A","The source states that associational groups are formed by people who wish to pursue shared but limited goals, and are characterised by voluntary action and the existence of common interests, aspirations or attitudes -- the most obvious examples being what are commonly called interest groups.","4"
"Which technique does the source describe as the most popular or effective method open to pressure groups for influencing public policy?","Lobbying of policy makers","Litigation in the courts","Street demonstrations and protests","Boycotting elections","A","The source states that several techniques are open to pressure groups, and lobbying of policy makers is the most popular or effective of these methods, including going directly to lawmakers to solicit support for or against a bill.","4"
"How may pressure groups attempt to influence elections, according to the source?","By appearing before party committees at conventions, making monetary contributions to candidates, or offering propaganda services","By fielding their own candidates for public office","By registering as political parties before the election","By supervising the counting of votes at polling units","A","The source states that pressure groups may attempt to influence elections by appearing before party committees at party conventions, by making monetary contributions to candidates, or by offering propaganda services to candidates on the ticket of a sympathetic party.","4"
"Chandler and Plane defined public policy as which of the following?","The strategic use of resources to alleviate national problems","The authoritative allocation of values for a society","A course of action adopted to satisfy pressure group demands","The programme of the party in power","A","The source cites Chandler and Plane's definition of public policy as the strategic use of resources to alleviate national problems.","4"
"What is identified in the source as the major difference between pressure groups and political parties?","Pressure groups are illegal while political parties are legally recognised","Pressure groups are not in contest for political power, unlike political parties","Pressure groups operate only under military regimes","Pressure groups have no permanent membership","B","The source states that although pressure groups have much in common with political parties, the major difference is that pressure groups are not in contest for political power like the political parties.","4"
"How does the source contrast the range of issues addressed by pressure groups and political parties?","Pressure groups are better able to focus on specialized issues, whereas political parties tend to address a wide range of issues","Both address an identical range of issues","Pressure groups address a wider range of issues than parties","Neither addresses issues, only personalities","A","The source states that while political parties seek to create change by being elected to public office, pressure groups attempt to influence public policies, and pressure groups are better able to focus on specialized issues whereas political parties tend to address a wide range of issues.","4"
"What does the unwritten character of the British constitution principally imply, according to the source?","That no part of the British constitution is written down anywhere","That the constitution consists only of judicial decisions","That at no time in the country's history did the English people, like the Americans at Philadelphia, assemble to draft a constitution, and it is not codified in a single document","That the constitution may be amended only by the monarch","C","The source states that describing the British constitution as unwritten is not to suggest no part is written down; more significantly it implies that at no time did the English people, like the Americans at Philadelphia, assemble to draft a constitution, and that it is not codified in a single document.","4"
"Why is the British constitution also usually described as flexible?","Because it may be suspended during emergencies","Because the monarch may alter it at will","Because of the simple and uncomplicated process of changing or amending it","Because it applies differently in England, Scotland and Wales","C","The source states that the British constitution is also usually described as flexible due to the simple and non-complicated process of changing or amending it.","4"
"What is the key distinction the source draws between laws and conventions in Britain?","Laws apply to citizens while conventions apply only to the monarch","Conventions are older than laws and therefore superior to them","Laws, by their statutory nature, are enforceable in courts of law, whereas conventions are not","Laws may be amended but conventions may not","C","The source states that while laws, by their statutory nature, are enforceable in courts of law, this is not the case with conventions -- yet given how conventions have evolved in Britain it is rarely in the British character to violate them.","4"
"Which of the following is listed in the source as a British constitutional convention?","The monarch must approve every cabinet appointment personally","A government defeated on a major issue must resign","Ministers must be drawn from outside Parliament","General elections must be held every three years","B","The source lists among British conventions that a government defeated on a major issue must resign, that a government resigns if defeated at a general election, that Parliament stands dissolved on the request of the Prime Minister, and that the Prime Minister and cabinet ministers should resign if a vote of no confidence is passed.","4"
"Under the principle of collective responsibility in Britain, what follows?","Each minister is answerable only for his own department","Both the Prime Minister and cabinet ministers are collectively responsible to Parliament, sharing the blame or glory for any decision taken","The monarch bears responsibility for cabinet decisions","Ministers may publicly oppose government policy without resigning","B","The source states that the principle of collective responsibility presumes that both the Prime Minister and cabinet ministers are collectively responsible to Parliament, and that members of the executive all share the blame or glory for the failure or success of any decision taken.","4"
"Which system of government does Britain operate, and with what consequence for local government?","A federal system, in which local units derive powers from the constitution","A confederal system, in which local units retain the right to secede","A dual system, in which powers are shared equally between centre and localities","A unitary system, in which all governmental powers are concentrated at the central level and local governments are created and allocated powers by the centre","D","The source states that Britain operates a unitary system of government under which all governmental powers are concentrated at the central level, and any local level of government that exists is created and allocated powers by the central government.","4"
"The source cites which Prime Minister as having dismissed a third of his cabinet overnight in 1962, to illustrate the Prime Minister's power of patronage?","Harold Macmillan","Winston Churchill","Clement Attlee","Anthony Eden","A","The source states that the Prime Minister has wide powers of patronage including appointment and dismissal of ministers, giving the example that in 1962 Harold Macmillan, the Conservative Prime Minister, dismissed a third of his cabinet overnight.","4"
"On which matter does the Prime Minister personally advise the monarch, without the matter being discussed in Cabinet?","The appointment of the Speaker of the House of Commons","The date of the dissolution of Parliament","The declaration of war","The annual budget of the royal household","B","The source states that the Prime Minister personally advises the monarch on the date of the dissolution of Parliament, and this matter is not discussed in the Cabinet.","4"
"The British parliamentary system is described in the source as a system of dual executive. What does this mean?","That the Prime Minister shares power equally with a deputy","That both the House of Commons and House of Lords exercise executive power","That there is a division between the head of state (the Monarch) and the head of government (the Prime Minister)","That the cabinet is divided into two separate councils","C","The source states that the parliamentary system, first developed in Britain, is a system of dual executive in which there is a division between the head of state, the Monarch, and the head of government, the Prime Minister.","4"
"What is the relationship between membership of Parliament and appointment to the British cabinet?","Cabinet members are barred from sitting in Parliament","Membership of Parliament is a precondition for appointment into the cabinet, giving no room for separation of powers as in the United States","Cabinet members are appointed from outside Parliament for their expertise","Cabinet members are elected directly by the electorate","B","The source states that in Britain members of the executive and the smaller cabinet are selected from Parliament, so membership of Parliament is a precondition for appointment into the cabinet -- a practice that gives no room for separation of powers as it operates in the United States, producing instead a fusion of powers.","4"
"Which chamber is the lower house of the British Parliament, and how are its members chosen?","The House of Lords, whose members are elected","The House of Lords, whose members are appointed","The House of Commons, whose members are elected","The House of Commons, whose members are appointed","C","The source states that the British parliamentary system comprises two chambers, the House of Commons as the lower and the House of Lords as the upper chamber, and that members of Parliament are partly elected (the Commons) and selected (the Lords).","4"
"In Britain, which body forms the shadow cabinet, and what is its responsibility?","A committee of the House of Lords, which reviews all legislation","The monarch's private council, which advises on royal prerogatives","The party with the second highest vote in Parliament, which offers better alternatives to government programmes and constructive criticism","A panel of retired ministers, which audits government spending","C","The source states that in the British government there is an official and legally recognised opposition party, and the party that has the second highest vote in Parliament forms the shadow cabinet, whose responsibility is to offer better alternatives to the programmes of the government of the day as well as constructive criticism.","4"
"Which official is responsible for ensuring that members of the ruling party do not stray from the official position of the party on major policy issues?","The Speaker","The Lord Privy Seal","The Chancellor of the Exchequer","The party whip","D","The source states that party discipline is a feature of the British system, and this job is usually performed by the party whip, who is to ensure that members do not stray from the official position of the party on major policy issues.","4"
"Which statement correctly reflects the relationship between ministers and cabinet members in Britain?","All ministers are cabinet members, and all cabinet members are ministers","Neither ministers nor cabinet members need sit in Parliament","All cabinet members are ministers, but not all ministers are cabinet members","Cabinet members and ministers are appointed by two different authorities","C","The source states as a feature of the British system that all cabinet members are ministers, but not all ministers are cabinet members.","4"
"Writing in The English Constitution in 1867, Walter Bagehot identified which two characteristic features of Cabinet Government in Britain?","That the cabinet is a collective executive body, and that it is drawn from Parliament and answerable to Parliament rather than directly to the electorate","That the cabinet is elected directly by the people and is accountable to the courts","That the cabinet is appointed by the monarch and answerable to the monarch alone","That the cabinet is a permanent body and independent of party control","A","The source states that Walter Bagehot, writing in 1867 in The English Constitution, declared the two characteristic features of Cabinet Government in Britain to be that the cabinet is a collective executive body, and that it is drawn from Parliament and answerable to Parliament rather than directly to the electorate.","4"
"The traditional description of the British Prime Minister's role in the cabinet is captured by which phrase?","Rex non potest peccare -- the king can do no wrong","Salus populi suprema lex -- the welfare of the people is the supreme law","Ultra vires -- beyond the powers","Primus inter pares -- first among equals","D","The source states that the traditional description of the Prime Minister's role in the cabinet is that of 'primus inter pares', though it is widely claimed today that the Prime Minister's power within the cabinet is so decisive that he is more than first among equals.","4"
"Why must the Prime Minister balance the size of the cabinet, according to the source?","If too many ministers are included the cabinet becomes unwieldy; if too few, it becomes difficult to keep in touch with back-benchers and the party outside Parliament","Because the constitution fixes the maximum number of ministers","Because each department must have exactly one cabinet representative","Because the monarch must approve each additional member","A","The source states that if too many ministers are included the cabinet becomes an unwieldy body, conflicting with the principle that decision-making is most effectively performed by a small body, but if too few are included it becomes difficult for the cabinet to keep in touch with back-benchers and the party outside Parliament.","4"
"Which laws are identified in the source as the major laws in Britain governing the appointment and powers of the King or Queen?","The Act of Settlement of 1701 and the Statute of Westminster of 1931","The Magna Carta of 1215 and the Petition of Rights of 1628","The Reform Act of 1832 and the Parliamentary Act of 1911","The Bill of Rights and the Habeas Corpus Act","A","The source states that the Act of Settlement of 1701 and the Statute of Westminster of 1931 are major laws in Britain governing the appointments and powers of the King or Queen of England.","4"
"Which of the following is true of the British monarch, according to the source?","The monarch may be summoned before the courts like any other citizen","The monarch personally directs the policies of the cabinet","The monarch is elected by Parliament for a fixed term","The monarch is not answerable to any court in Britain and is thereby not liable to arrest","D","The source states that the monarchy is an integral part of Parliament, the sovereign that makes the monarch not answerable to any court in Britain and thereby not liable to arrest, with powers including giving assent to bills before they become laws.","4"
"Who headed the committee appointed by the Second Continental Congress that drafted the American Declaration of Independence?","George Washington","Alexander Hamilton","Thomas Jefferson","James Madison","C","The source states that in 1776 a committee appointed by the Second Continental Congress, headed by Thomas Jefferson, drafted the American Declaration of Independence.","4"
"Philosophically, what did the American Declaration of Independence proclaim?","That all men were created equal, and that certain rights including life, liberty and the pursuit of happiness are inalienable and could not be abridged by government","That government derives its authority from divine appointment","That property is the foundation of all political rights","That sovereignty resides permanently in the states rather than the people","A","The source states that philosophically the Declaration proclaimed all men were created equal and asserted that certain rights -- including life, liberty and the pursuit of happiness -- are inalienable and could not be abridged by government, a remarkable statement at a time when most kings in Europe claimed divine right to rule.","4"
