"question_text","option_a","option_b","option_c","option_d","correct_option","explanation","module"
"Which point on the political spectrum alone proposes retrogressive change?","The radical","The liberal","The conservative","The reactionary","D","The source states that of all the political attitudes, only the reactionaries propose retrogressive changes -- that is, a policy that would return society to a previous condition or even a former value system.","5"
"Which historical example does the source use to illustrate reactionary change?","The Russian Revolution of 1917 under Lenin","The Chinese Revolution of 1949 under Mao","The overthrow of the Shah of Iran in 1979, after which the government headed by Ayatollah Khomeini returned the country to the pre-Shah era","The Cuban Revolution of 1959 under Castro","C","The source gives as an example of reactionary change that when the Shah of Iran was overthrown in 1979, the new government headed by Ayatollah Khomeini returned the country to the pre-Shah era.","5"
"On the question of rights, how do left-wing and right-wing attitudes differ?","Both place identical emphasis on property rights","The left considers property rights inalienable while the right rejects them","Neither is concerned with rights of any kind","The left emphasises the extension of human rights, while the right emphasises economic or property rights and considers property right an inalienable right","D","The source states that the left is inclined towards personal liberty especially as conceived in human rights, placing emphasis on the extension of human rights, while rightist-minded political attitudes put emphasis on economic or property rights, indeed considering property right as an inalienable right.","5"
"On the question of rationalism, what position does the source attribute to the right?","The right believes wholly in human rationality and the scientific method","The right holds that human beings can always improve upon existing conditions","The right rejects all established institutions as irrational","Right-wing attitudes tend toward irrationalism, believing in the known, tried and tested methods and institutions of society","D","The source states that right-wing political attitudes tend toward irrationalism -- for example, conservatives believe in the known, tried and tested methods and institutions of society and do not usually accept that human beings can make improvement upon existing conditions -- while the left believes in human rationality.","5"
"How does the source characterise leftist thinking on national frontiers?","Leftists believe in internationalism, insisting national frontiers are artificial and meant to promote exploitation, the boundary they recognize being human and not geographical","Leftists regard national sovereignty as sacred and inviolable","Leftists believe frontiers should be redrawn along ethnic lines","Leftists accept nationalism and metaphysical thinking","A","The source states that rightists believe in nationalism and metaphysical thinking, while leftists believe in internationalism, insisting that national frontiers are artificial and meant to promote exploitation in the name of national sovereignty and non-interference in domestic affairs -- the boundary leftists recognize being human and not geographical.","5"
"On the question of equality, the source states which contrast?","The left is elitist whilst the right is equalitarian minded","Both left and right reject the idea of equality","Both left and right hold identical views on equality","The left is equalitarian minded whilst the right is elitist","D","The source states that the left is equalitarian minded whilst the right is elitist; leftists emphasize the basic equality of humanity, while rightists argue that society is stratified and that human beings are unevenly endowed, some being innately superior to others.","5"
"According to the leftist argument in the source, what is the consequence when an individual's talent is not developed?","The individual alone bears the loss","The talent will develop naturally in the next generation","The state must compensate the individual financially","It is not the individual that suffers from it, but the society as a whole","D","The source records the leftist argument that men have equal talent or latent ability, that once all talents have been developed each must be given equal opportunities to contribute to social development, and that if an individual's talent is not developed it is not the individual that suffers from it but the society as a whole.","5"
"What does the source identify as the primary motivating factor that many people suspect determines a citizen's political position?","Religious affiliation","Regional origin","Party membership","Economic pressures","D","The source states that many people suspect that economic pressures are the primary motivating factors that determine the particular political position a citizen takes, with other factors including age, educational status, psychological disposition and sex.","5"
"Why, according to the source, do elderly people tend to bother less about change than the youth?","Because they are generally better educated","Because they have very limited time to live, and so may not live long enough to enjoy the impact of the change","Because they hold most positions of political power","Because they are legally barred from participating in change","B","The source states that elderly people, unlike the youths, have very limited time to live, which makes them bother less about change, the impact of which they may not live long to enjoy, whereas the youths view issues of change as affecting their future.","5"
"How does the source describe the role of youths and the old in political change?","The old are the fuel for change and the youths resist it","Neither group has any significant role in political change","The youths are the fuel and raw materials for change, and the old people the major force that resists it","Both groups resist change equally","C","The source states that the age structure of a country's population is an important factor in political change, making the youths the fuel and raw materials for change and the old people the major force that resists it.","5"
"What effect does the source attribute to a lack of education on attitudes to political change?","The uneducated are always opposed to any change","The uneducated are indifferent to political change altogether","The uneducated do not possess the advantage of thoroughly weighing the merits and demerits of change, which makes the probability that they plunge society into change higher","Education has no measurable effect on attitudes to change","C","The source states that the uneducated do not possess the advantage of thoroughly weighing the merits and demerits of change, a factor that makes the probability that they plunge the society into change higher, whereas the educated can properly evaluate the content and impact of a proposed change.","5"
"Why does the source say the attitude of the property class to change is generally protective?","Because they are prohibited by law from supporting change","Because in most societies the bulk of the property class is educated, so their attitude to change will be influenced by the desire to preserve their interests","Because they lack the education to evaluate proposals","Because they are usually the youngest section of the population","B","The source states that in most societies, since the bulk of the property class is educated, their attitude to change will certainly be influenced by the desire to preserve such interests.","5"
"According to the source, what made ideologies necessary?","The rise of the nation-state after the Treaty of Westphalia","The challenges of the Age of Enlightenment, when people believed they could improve their conditions by taking positive action instead of passively accepting life as it came","The collapse of the Soviet Union in 1991","The founding of the United Nations after the Second World War","B","The source states that ideologies were made necessary due to the challenges of the Age of Enlightenment, when people believed they could improve their conditions by taking positive action instead of passively accepting life as it came, a view reinforced by the democratization of politics and the upheavals of the Industrial Revolution.","5"
"Frederick Watkins suggested that ideology comes almost entirely from where, and with what characteristics?","From the political centre; always supportive of gradual reform","From the political extremes; always opposed to the status quo, proposing abrupt change, and usually militant, revolutionary and violent","From academic institutions; always theoretical and detached from practice","From religious bodies; always concerned with moral rather than political questions","B","The source states that Frederick Watkins suggests ideology comes almost entirely from the political extremes, is always opposed to the status quo, proposes an abrupt change in the existing order, and is usually militant, revolutionary and violent, as well as simplistic and utopian.","5"
"Which two documents does the source cite as falling within Watkins's definition of ideology?","The Magna Carta and the Bill of Rights","The Wealth of Nations and Das Capital","The American Declaration of Independence and the Communist Manifesto","The Articles of Confederation and the US Constitution","C","The source cites the American Declaration of Independence, a political statement authored by Thomas Jefferson, and the Communist Manifesto, an economic doctrine written by Karl Marx and Engels, as examples falling within Watkins's definition.","5"
"What did Karl Marx argue an ideology is?","A value system that provides a picture of the world as it is and as it should be","Nothing more than a fabrication used by the ruling class to justify their rule over the masses","An assessment of the status quo combined with a view of the future","The scientific method applied to the study of society","B","The source states that Karl Marx argues ideology is nothing more than a fabrication used by the ruling class to justify their rule over the masses, so that the dominant political ideas of any society always reflect the interests of the ruling classes.","5"
"Despite differing emphases, what do the various definitions of ideology have in common according to the source?","That ideology is primarily a political term, and consists of a view of the present and a vision of the future","That ideology is primarily an economic term concerned only with production","That ideology must always be violent in its methods","That ideology is confined to the twentieth century","A","The source concludes that although the definitions differ in emphasis, they have enough in common: ideology is primarily a political term, though applicable to other contexts, and it consists of a view of the present and a vision of the future.","5"
"The rudiments of capitalism were developed from which notion, in which book?","Adam Smith's notion of the 'invisible hands' in The Wealth of Nations","Karl Marx's notion of surplus value in Das Capital","John Locke's notion of natural rights in the Two Treatises","Jean Bodin's notion of sovereignty in Science Politique","A","The source states that the rudiments of capitalism were developed from Adam Smith's notion of the 'invisible hands' in his book The Wealth of Nations (1776).","5"
"The principle of Laissez-Faire advocated by Adam Smith holds which of the following?","That government should remain aloof of economic matters and allow the forces of demand and supply to direct the economy, thereby encouraging competition","That government should own all major industries","That government should fix all prices and wages","That government should nationalise the banks and heavy industries","A","The source states that Smith advocated the principle of Laissez-Faire, which held that government should remain aloof of economic matters but should rather allow the forces of demand and supply to direct the economy, thereby encouraging competition.","5"
"Why is competition regarded as the engine of the capitalist system?","Because it guarantees equality of outcome for all citizens","Because it rests on the assumption that the good of the whole is best served when each person pursues his or her own self interest","Because it eliminates the need for private property","Because it allows the state to plan the economy efficiently","B","The source states that competition is regarded as the engine of the capitalist system because it rested on the assumption that the good of the whole is best served when each person pursues his or her own self interest.","5"
"Capitalism is defined in the source as an economic system under which which of the following is true?","The means of production are publicly owned and centrally planned","All citizens own an equal share of the means of production","The ownership of the means of production is concentrated in the hands of a minor section of the society","The means of production are owned collectively by workers' cooperatives","C","The source defines capitalism as an economic system under which the ownership of the means of production is concentrated in the hands of a minor section of the society.","5"
"According to Awolowo (1978), capitalism has which four basic concepts?","Competition, profit, accumulation and expansion","Public ownership, welfare, planning and socialist intent","Private property, choice, equality and egoistic altruism","Liberty, equality, fraternity and justice","C","The source states that according to Awolowo capitalism has four basic concepts: private property, choice, equality and egoistic altruism.","5"
"What does 'egoistic altruism', which Smith called the 'invisible hands', suggest?","That individuals should deliberately sacrifice their interests for others","That the state must intervene to reconcile competing interests","That while pursuing his own economic interest, every individual unconsciously promotes at the same time the economic interest of others","That economic self-interest always harms the wider society","C","The source explains that egoistic-altruism, or what Smith called the 'invisible hands', suggests that while pursuing his economic interest every individual unconsciously promotes at the same time the economic interest of others.","5"
"Historically, when did capitalism develop, and what was its springboard?","After the French Revolution, with the Declaration of the Rights of Man as its springboard","After the collapse of the feudal system, with the Industrial Revolution in 18th century England as its springboard","After the Treaty of Westphalia, with the rise of the sovereign state as its springboard","After the Second World War, with the Marshall Plan as its springboard","B","The source states that historically capitalism developed after the collapse of the feudal system, its springboard being the Industrial Revolution in 18th century England, where mechanization replaced human labour and led to mass production of goods and services.","5"
"Why is capitalism said in the source to be related to democracy?","Because both require a written constitution to operate","Because both were invented in the United States","Because both reject the idea of private property","Because both emphasize freedom of choice and individualism, otherwise referred to as the survival of the fittest","D","The source states that capitalism is related to democracy since both emphasize freedom of choice and individualism, otherwise referred to as the survival of the fittest, and that although capitalism originated in Europe, the United States is today regarded as the bastion of capitalism in the world.","5"
"According to Marx and Engels, socialism occupies which position?","The final stage of human historical development","A stage preceding feudalism","An intermediate stage between capitalism and communism","An alternative to communism that rejects class analysis","C","The source states that according to Karl Marx and Fredrick Engels, socialism is an intermediate stage between capitalism and communism.","5"
"Which three basic features does socialism have, according to the source?","Public ownership of the means of production, distribution and finance; the establishment of a welfare state; and socialist intent","Private property, choice and competition","Nationalisation, militarisation and one-party rule","Planning, taxation and redistribution","A","The source states that socialism has three basic features: public ownership of the means of production, distribution and finance; the establishment of a welfare state; and a socialist intent.","5"
"What is described in the source as central to socialism, and what is the traditional way of socializing an economy?","Competition is central, and the traditional method is deregulation","Taxation is central, and the traditional method is redistribution","Welfare is central, and the traditional method is direct cash transfer","Planning is central, and the traditional way is by nationalization","D","The source states that in order to achieve socialism's goals planning is central to it, and that the traditional way to socialize an economy is by nationalization -- though socialists are wary of this measure because of the problems associated with it.","5"
"What does the principle of socialist intent set as its goal, and what replaces competition under socialism?","Maximising national output, with state monopoly replacing competition","Achieving military strength, with discipline replacing competition","Making citizens free from material dependence, with co-operation expected to replace competition","Guaranteeing property rights, with regulation replacing competition","C","The source states that the principle of socialist intent sets the goal of making citizens free from material dependence, and that since scarcity under capitalism makes people compete acutely, under socialism co-operation is expected to replace competition.","5"
"How does the source describe the relationship between socialism and democracy?","Socialism is fundamentally incompatible with democracy","Democracy is a stage that must be abolished before socialism can begin","Socialism is the economic equivalent of democracy -- it is to the individual economically what democracy is to the individual politically","Socialism and democracy are identical in every respect","C","The source states that in some respects socialism is compatible with democracy, since it is to the individual economically what democracy is to the individual politically, and that socialism is therefore the economic equivalent of democracy.","5"
"Utopian socialism, associated with Saint Simon and Robert Owen, differs from the Marxian approach in which respect?","It sought to achieve socialist ends through peaceful means","It rejected public ownership of the means of production","It insisted on the dictatorship of the proletariat","It denied that class differences exist","A","The source states that the Utopian socialism of Saint Simon and Robert Owen is different from the Marxian approach because it sought to achieve socialist ends through peaceful means, while scientific socialism strictly followed the doctrinaire exposition of Marx and Engels.","5"
"Which African leaders are associated in the source with Ujamaa and Humanism respectively?","President Nyerere of Tanzania and President Kaunda of Zambia","Kwame Nkrumah of Ghana and Gamal Abdul Nasser of Egypt","Obafemi Awolowo of Nigeria and Nnamdi Azikiwe of Nigeria","Mengistu Haile Mariam of Ethiopia and Samora Machel of Mozambique","A","The source states that in the early days of African independence some African leaders, notably President Nyerere of Tanzania and President Kaunda of Zambia, toyed with the idea of African socialism, which they called Ujamaa and Humanism respectively, while in Nigeria Chief Awolowo advocated Democratic Socialism.","5"
"Which saying does the source cite to illustrate the lack of unanimity about socialism as an ideology?","All socialists are Marxists, but not all Marxists are socialists","Not all socialists are Marxists, but all Marxists are socialists","Socialism is the economic equivalent of democracy","He who says organization says oligarchy","B","The source states that because of the lack of unanimity of view about socialism as an ideology, it is not unusual to hear people say: not all socialists are Marxists, but all Marxists are socialists.","5"
"Communism is based on the doctrine developed by Marx and Engels in which book, written in which year?","Das Capital, written in 1867","The State and Revolution, written in 1917","The Wealth of Nations, written in 1776","The Communist Manifesto, written in 1848","D","The source states that communism is a social and political system based on the doctrine developed by Karl Marx and Fredrick Engels in their book The Communist Manifesto, written in 1848.","5"
"According to communist doctrine as presented in the source, what is the relationship between the economy and other spheres of society?","Politics determines the economy, which is part of the superstructure","The economy and politics are wholly independent of each other","The economy is the foundation of societies, while politics, religion and others -- called the superstructure -- are determined by the economic factor","Religion determines both politics and the economy","C","The source states that communism teaches that the economy is the foundation of societies, while others such as politics and religion, which they called the superstructure, are determined by the economic factor.","5"
"What does communist theory hold will be installed as a first step after the proletariat emerges victorious?","A parliamentary democracy with universal suffrage","A dictatorship of the proletariat, to eliminate all differences before the state apparatus disappears","A federal constitution with checks and balances","A coalition government of workers and the bourgeoisie","B","The source states that as a first step a dictatorship of the proletariat will be installed to eliminate all differences before the state apparatus will disappear.","5"
"What is identified in the source as a major feature of communism?","Regular competitive elections between rival parties","The complete absence of any bureaucracy","The dominance of a one party organization","The protection of private enterprise in key sectors","C","The source states that a major feature of communism is the dominance of a one party organization, noting that in the Soviet Union arguments could only be made about the interpretation of Marxism-Leninism, not about alternatives to it, and that communism also demands a strong bureaucracy and considerable curtailment of freedom.","5"
"Who introduced the ideas of 'Glasnost' and 'Perestroika', and in what year did he emerge?","V. I. Lenin, in 1917","Joseph Stalin, in 1924","Mikhail Gorbachev, in 1985","Georgie Plekhanov, in 1898","C","The source states that communism demanded a considerable curtailment of freedom until the emergence of Mikhail Gorbachev in 1985, who introduced the ideas of 'Glasnost' and 'Perestroika' to reform the practice of communism in the old Soviet Union, which ultimately led to the collapse of the Soviet-communist state and the abandonment of the ideology.","5"
"How does the source distinguish a revolution from an evolution?","A revolution is always peaceful while an evolution is always violent","A revolution is a sudden or abrupt change in the social structure, while evolution is a gradual, stage-by-stage progression from one level to another","A revolution affects only the government while an evolution affects the whole society","There is no meaningful distinction between the two","B","The source defines a revolution as a sudden or abrupt change in the social structure of a society, distinct from evolution, which is a gradual stage-by-stage progression, transition or development from one level to another -- revolution being an unusual and often unorthodox means of effecting change.","5"
"Following Nisbet, how is a revolution described in the source?","As an economic process driven purely by market forces","As a spontaneous outburst that cannot be planned","As a purely military operation with no social objectives","As political in character, concerned with the calculated overthrow of an existing political order, using as much force and terror as deemed necessary to effect radical changes in men's moral, economic, social and intellectual lives","D","The source cites Nisbet in conceiving a revolution as political in character: concerned with the calculated overthrow of an existing political order, using as much force and terror as are deemed necessary to effect radical changes in men's moral, economic, social and intellectual lives.","5"
"Besides political character, what two other prerequisites does the source say a revolution requires to succeed?","Religious zeal or mentality, in addition to military tactics","Foreign funding and international recognition","A written constitution and an elected assembly","Trade union backing and press freedom","A","The source states that for a revolution to succeed it also requires two other prerequisites: religious zeal or mentality, in addition to military tactics -- noting that without the religious, almost messianic preoccupation, the Jacobins would not have succeeded in carrying out the French Revolution.","5"
"Which conditions does the source identify as making violent change inevitable?","Poverty, political deprivation or exclusion, and social injustice","Rapid industrialisation and urban growth","The existence of multiple political parties","High literacy rates and press freedom","A","The source states that a revolution never occurs unless the objective conditions are ripe, which makes violent change inevitable, and that these conditions include poverty, political deprivation or exclusion and social injustice, with lack of access to basic human needs being prime causes.","5"
"Which statement by former President John Kennedy is cited in the source on the conditions contributing to revolution?","Ask not what your country can do for you","Political power flows from the barrel of the gun","Those who make peaceful change impossible make violent change inevitable","The peace of the grave yard is no peace at all","C","The source quotes former President John Kennedy explaining one condition that contributes to a revolution: those who make peaceful change impossible make violent change inevitable.","5"
"Contrary to popular impression, what does the source say about the spontaneity of revolutions?","A revolution is not necessarily spontaneous; it has to be planned and led for it to be meaningful and enduring","Revolutions are always entirely spontaneous","Only failed revolutions are planned","Spontaneity is the single most important ingredient of revolution","A","The source states that contrary to popular impression, a revolution is not necessarily spontaneous; it has to be planned and be led for it to be meaningful and enduring.","5"
"Which group led by Georgie Plekhanov, the father of Russian Marxism, insisted that Russia was not ripe for revolution because it was still a feudal society?","The Bolsheviks","The Jacobins","The Nationalists","The Mensheviks","D","The source states that the Mensheviks, led by the father of Russian Marxism Georgie Plekhanov, were the orthodox Marxists who insisted the dialectics had to run its full course before the proletarian revolution, and that Russia was not ripe for revolution because it was still a feudal society in the pre-1917 years.","5"
"On what ground did the Bolsheviks, led by Lenin, reject the Menshevik position?","They rejected it as too dogmatic, arguing that under certain circumstances the proletariat and the peasantries could join forces and take control of the state","They argued that Russia had already passed through the capitalist stage","They insisted that revolution should be achieved only through peaceful means","They held that no revolution was possible in Russia at all","A","The source states that the Bolsheviks led by V. I. Lenin rejected the Menshevik theory as too dogmatic, arguing that under certain circumstances the proletariat and the peasantries could join forces and take control of the state.","5"
"How did Lenin modify Marxist theory, according to the source?","He removed violence from the doctrine and confined it to advanced states","He restored violence to the doctrine, amended the theory to apply to underdeveloped states, and filled in the blank space Marx had left regarding post-revolution proletarian society","He rejected the idea of a proletarian revolution entirely","He argued that revolution would occur automatically without leadership","B","The source states that Lenin restored violence to the doctrine, amended the theory to make it apply to underdeveloped states, and filled in the blank space that Marx had left regarding post-revolution proletarian society.","5"
"What did Lenin believe about the proletariat and class-consciousness?","That the proletariat would develop class-consciousness naturally over time","That labour unions were the ideal body to ignite the revolution","That class-consciousness was irrelevant to revolution","That the proletariat would not develop class-consciousness without the intervention of a revolutionary group, since someone must ignite the revolution","D","The source states that Lenin believed the proletariat would not develop class-consciousness without the intervention of a revolutionary group, that someone must ignite the revolution, and that he did not recommend even the labour unions because they could be bought over.","5"
"What did Lenin mean by the 'revolutionary vanguard'?","The mass of the peasantry acting spontaneously","A small, disciplined, totally dedicated group by which a minority could impose socialism","An alliance of labour unions and student bodies","The elected representatives of the working class in parliament","B","The source states that Lenin believed socialism could be imposed by a minority -- a revolutionary vanguard, a small, disciplined, totally dedicated group requiring total commitment.","5"
"The Bolshevik party, which served as the vanguard of the proletariat in Russia, was renamed what, and in what year?","The Communist Party, in 1918","The Menshevik Party, in 1917","The Socialist Party, in 1924","The International Communist Movement, in 1921","A","The source states that the vanguard of the proletariat in Russia was the Bolshevik party, which was renamed the Communist Party in 1918.","5"
"In what month and year did Lenin's Bolshevik party carry out the socialist revolution in Russia, and when did Lenin die?","March 1917; he died in 1918","February 1918; he died in 1921","October 1917; he died in 1924","November 1919; he died in 1928","C","The source states that Lenin succeeded in October 1917 when the Bolshevik party carried out the socialist revolution in Russia, which eventually led to the formation of the USSR led first by Lenin himself, who later died in 1924.","5"
"In what year was the Communist Party of China founded?","1921","1893","1949","1917","A","The source states that the Communist Party of China was founded in the year 1921, and that Mao Tse-tung, the leader of the revolution, was born in 1893.","5"
"In his Report on the Hunan Peasant Movement, what did Mao call upon the Communists to do?","To ally with the Nationalists against foreign powers","To concentrate on organising the industrial working class in the cities","To abandon the cities for the countryside, because the peasants and not the proletariat were China's true revolutionaries","To seek support from the Soviet Union before acting","C","The source states that Mao wrote a book titled Report on the Hunan Peasant Movement, which called upon the Communists to abandon the cities for the countryside because the peasants, not the proletariat, were China's true revolutionaries -- with this document Mao led the formation of what became Maoist thought.","5"
"According to the source, how many people embarked on the Long March, over what distance, and how many survived?","About 35,000 embarked, covering 1,000 miles, and 100,000 survived","About 100,000 embarked, covering 6,000 miles, and only 35,000 survived","About 6,000 embarked, covering 100,000 miles, and only 1,000 survived","About 60,000 embarked, covering 3,500 miles, and only 10,000 survived","B","The source states that about 100,000 people embarked on the Long March, a journey which covered 6,000 miles, and only 35,000 survived, with a new base established in Shensi province where the March ended.","5"
"Which phrase did Mao use to signal that he would allow the people to criticize his government, unlike the Soviet method of suppressing dissent?","Political power flows from the barrel of the gun","Let a hundred flowers bloom, let a hundred schools contend","Surround the cities with the countryside","Red over expert","B","The source states that Mao allowed the people to criticize his government, unlike the Soviet method of suppressing dissent and imposing conformity, and to achieve this Mao used the phrase: 'let a hundred flowers bloom, let a hundred schools contend'.","5"
"Mao rejected Lenin's elitist reliance on the party to lead the revolution, invoking which slogan?","Workers of the world unite","Self-government now","Red over expert","Knowledge must be put to work","C","The source states that Mao rejected Lenin's elitist reliance on the party to lead the revolution, invoking the slogan 'red over expert' and calling for the mobilization of the masses, which he called the last line of defence of the revolution.","5"
"Mao identified which two inseparable objectives of a revolution?","Economic and cultural","Domestic and international","Ideological and religious","Military and political","D","The source states that Mao identified two objectives of a revolution, military and political, the two being inseparable, since as he put it 'political power also flows from the barrel of the gun'.","5"
"According to Mao, what is the first military goal of a guerrilla war, and what alone is essential to the guerrilla?","To capture the capital city; the essential thing is foreign support","To preserve oneself and destroy the enemy by destroying his fighting capabilities; the only thing essential to the guerrilla is the safe zone","To win international recognition; the essential thing is a formal army","To negotiate a settlement; the essential thing is a political party","B","The source states that according to Mao the first military goal of a guerrilla war is to preserve oneself and destroy the enemy, which can be done by destroying the fighting capabilities of the opponent, and that the only thing essential to the guerrilla is the safe zone.","5"
"Which dictator did Fidel Castro overthrow in Cuba, and in what month and year?","Fulgencio Batista, in January 1953","Fulgencio Batista, in December 1959","Emperor Haile Selassie, in 1974","King Farouk, in 1952","B","The source states that Cuba was under a dictator named Fulgencio Batista, and that Castro, having built a following among the peasantry to whom he promised land reforms and redistribution, embarked on guerrilla warfare which eventually toppled the government of Batista in December 1959.","5"
"In 1961, which administration sponsored the Bay of Pigs insurrection against Castro's government?","The John Kennedy administration","The Eisenhower administration","The Lyndon Johnson administration","The Franklin Roosevelt administration","A","The source states that since assuming office in 1959 the communist-inspired government of Fidel Castro faced consistent United States hostility, which reached its peak in 1961 when the John Kennedy administration sponsored the Bay of Pigs insurrection against Castro's government.","5"
"In which fields does the source say the 1959 Cuban revolution recorded modest achievements?","Heavy industry, mining and shipbuilding","Banking, insurance and tourism","Education, public health and racial equality, with substantial investment in agriculture especially sugar-cane production","Military technology and space research","C","The source states that though still a third world country, the 1959 revolution has recorded modest achievements for Cuba in the fields of education, public health and racial equality, including substantial investment in agriculture, especially sugar-cane production, its major foreign exchange earner.","5"
"During the cold war years, what was the typical third world revolutionary movement?","A communist insurgency based in the countryside","A liberal reform movement based in the universities","A religious movement based in the cities","A trade union movement based in the industrial sector","A","The source states that during the cold war years the typical third world revolutionary movement was a communist insurgency based in the countryside, organised by those who viewed their leaders as promoting US imperialism.","5"
"According to the source, what did many third world revolutions actually amount to, despite their ideological labels?","Genuine contests between global communism and capitalism","Purely religious conflicts with no political content","Movements entirely directed from Moscow and Washington","Local power struggles largely between rural ethnic groups, into which the great powers were drawn for selfish reasons","D","The source states that in reality many of these governments and revolutions had little to do with global communism, capitalism or imperialism -- they were indeed local power struggles largely between rural ethnic groups into which great powers, for selfish reasons, were drawn.","5"
"Which radical group is cited in the source as running schools and hospitals and controlling 12 seats in Lebanon's parliament as at 2001?","The FLN","The Patriotic Front","Hezbollah","The African National Congress","C","The source states that radical groups like Hezbollah run schools and hospitals and controlled 12 seats in Lebanon's parliament as at 2001, and that through such activities they gain legitimacy in the eyes of their people rather than being perceived as terrorist organizations.","5"
"In Revolutionary Pressures in Africa, what did Claude Ake identify as the most salient feature of the post-colonial African state?","Ethnic pluralism arising from artificial boundaries","Neo-colonial dependency, rooted in and perpetuated by global class struggle","Military dominance over civilian institutions","The absence of any indigenous ruling class","B","The source states that in Revolutionary Pressures in Africa Claude Ake identified neo-colonial dependency as the most salient feature of a post-colonial African state, a condition rooted in and perpetuated by global class struggle, concluding that the class war can only be brought to an end through socialist revolution.","5"
"The Egyptian Revolution was launched in which year, by whom, and against which ruler?","In 1952, by Gamal Abdul Nasser, who led the army to overthrow King Farouk","In 1956, by Anwar Sadat, against the British","In 1974, by Mengistu Haile Mariam, against Emperor Haile Selassie","In 1949, by Mao Tse-tung, against the Nationalists","A","The source states that the Egyptian Revolution was launched in 1952 by Gamal Abdul Nasser when he led the army to overthrow King Farouk, beginning under a revolutionary petty-bourgeois leadership that revolted against the incapacity and corruption of the old regime.","5"
